subj,ability,face,fame,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015
D15,devprop,F11,famous,B,154,1325,TRUE,s005,-0.2677,0.21117,0.071429,-0.087203,<undefined>,-0.2335,-0.18687,0.10332,0.029289,-0.21757,0.21072,-0.125,0.029289,0.028595,-0.1418
D16,devprop,F11,famous,B,62,1538,TRUE,s006,0.29421,-0.125,0.11868,0.23497,-0.2335,<undefined>,-0.27027,0.038462,-0.38462,-0.015931,-0.23373,-0.43571,0.19231,0.13462,-0.040052
D17,devprop,F11,famous,B,136,3873,TRUE,s007,-0.22297,-0.078763,-0.22297,-0.050377,-0.18687,-0.27027,<undefined>,-0.16216,-0.2973,-0.06813,0.013514,-0.39865,-0.26795,-0.19595,-0.0077171
D18,devprop,F11,famous,B,27,1477,TRUE,s008,0.44762,0.50536,-0.34559,0.31579,0.10332,0.038462,-0.16216,<undefined>,0,0.23077,0.2643,-0.42911,0.2121,0.21154,0.39234
D90,devprop,F11,famous,B,127,742,TRUE,s009,-0.31481,-0.09375,-0.60679,-0.26316,0.029289,-0.38462,-0.2973,0,<undefined>,-0.21154,-0.11111,<undefined>,0.11111,-0.35714,-0.13415
D91,devprop,F11,famous,B,6,2770,TRUE,s010,0.086538,0.14121,-0.32664,0.080223,-0.21757,-0.015931,-0.06813,0.23077,-0.21154,<undefined>,0.024463,-0.48379,-0.096154,-0.083239,0.22115
D92,devprop,F11,famous,B,82,1956,TRUE,s011,0.011915,0.42143,-0.12023,0.32482,0.21072,-0.23373,0.013514,0.2643,-0.11111,0.024463,<undefined>,-0.29167,-0.034518,0.10199,0.028934
D93,devprop,F11,famous,B,140,840,TRUE,s012,-0.48411,-0.26562,-0.14286,-0.30263,-0.125,-0.43571,-0.39865,-0.42911,<undefined>,-0.48379,-0.29167,<undefined>,-0.50871,-0.14286,-0.44913
D94,devprop,F11,famous,B,29,884,TRUE,s013,-0.11057,0.078585,-0.071429,0.046246,0.029289,0.19231,-0.26795,0.2121,0.11111,-0.096154,-0.034518,-0.50871,<undefined>,-0.094537,-0.048421
D95,devprop,F11,famous,B,25,1157,TRUE,s014,0.3307,0.20849,0.13947,0.09662,0.028595,0.13462,-0.19595,0.21154,-0.35714,-0.083239,0.10199,-0.14286,-0.094537,<undefined>,0.047047
D96,devprop,F11,famous,B,66,2158,TRUE,s015,0.36585,0.26865,-0.29196,0.25436,-0.1418,-0.040052,-0.0077171,0.39234,-0.13415,0.22115,0.028934,-0.44913,-0.048421,0.047047,<undefined>
D06,devprop,F11,famous,C,49,4010,FALSE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D08,devprop,F11,famous,C,121,1727,TRUE,s002,<undefined>,<undefined>,<undefined>,<undefined>,-0.071868,0.016129,<undefined>,0.064516,-0.22533,-0.08523,-0.1129,-0.3493,-0.094939,-0.066809,-0.031783
D13,devprop,F11,famous,C,6,4213,FALSE,s003,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D14,devprop,F11,famous,C,111,2066,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F11,famous,C,102,1487,TRUE,s005,<undefined>,-0.071868,<undefined>,<undefined>,<undefined>,0.23077,<undefined>,-0.13462,0.019797,-0.26923,-0.076923,-0.38405,-0.12983,0.17308,-0.1
D16,devprop,F11,famous,C,84,1293,TRUE,s006,<undefined>,0.016129,<undefined>,<undefined>,0.23077,<undefined>,<undefined>,0.14,0.125,0.29167,0.45455,-0.45711,-0.10251,0.26897,0.16667
D17,devprop,F11,famous,C,95,3558,FALSE,s007,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D18,devprop,F11,famous,C,151,1214,TRUE,s008,<undefined>,0.064516,<undefined>,<undefined>,-0.13462,0.14,<undefined>,<undefined>,-0.06,0.02,0.22,-0.37941,0.21345,0.16,0.12239
D90,devprop,F11,famous,C,22,1317,TRUE,s009,<undefined>,-0.22533,<undefined>,<undefined>,0.019797,0.125,<undefined>,-0.06,<undefined>,0,0.20833,-0.40176,-0.23529,-0.41309,0.097631
D91,devprop,F11,famous,C,138,1154,TRUE,s010,<undefined>,-0.08523,<undefined>,<undefined>,-0.26923,0.29167,<undefined>,0.02,0,<undefined>,0.375,-0.46068,0.14706,-0.31546,0.46667
D92,devprop,F11,famous,C,117,852,TRUE,s011,<undefined>,-0.1129,<undefined>,<undefined>,-0.076923,0.45455,<undefined>,0.22,0.20833,0.375,<undefined>,-0.4326,-0.17647,-0.11179,0.2
D93,devprop,F11,famous,C,151,806,TRUE,s012,<undefined>,-0.3493,<undefined>,<undefined>,-0.38405,-0.45711,<undefined>,-0.37941,-0.40176,-0.46068,-0.4326,<undefined>,-0.44579,-0.061488,-0.34428
D94,devprop,F11,famous,C,27,1670,TRUE,s013,<undefined>,-0.094939,<undefined>,<undefined>,-0.12983,-0.10251,<undefined>,0.21345,-0.23529,0.14706,-0.17647,-0.44579,<undefined>,-0.051254,0.039504
D95,devprop,F11,famous,C,17,1109,TRUE,s014,<undefined>,-0.066809,<undefined>,<undefined>,0.17308,0.26897,<undefined>,0.16,-0.41309,-0.31546,-0.11179,-0.061488,-0.051254,<undefined>,-0.17426
D96,devprop,F11,famous,C,87,1647,TRUE,s015,<undefined>,-0.031783,<undefined>,<undefined>,-0.1,0.16667,<undefined>,0.12239,0.097631,0.46667,0.2,-0.34428,0.039504,-0.17426,<undefined>
D06,devprop,F11,famous,D,152,2169,TRUE,s001,<undefined>,-0.15949,-0.11803,0.054889,-0.19737,0.0045151,0.040541,-0.052632,-0.13571,0.013158,-0.052632,-0.24774,-0.10526,-0.052632,0.14474
D08,devprop,F11,famous,D,54,2073,TRUE,s002,-0.15949,<undefined>,-0.27346,0.12926,-0.29762,0.11327,-0.1361,0.095238,-0.22619,0.22619,-0.047619,-0.35066,-0.26768,0,0.22041
D13,devprop,F11,famous,D,130,1204,TRUE,s003,-0.11803,-0.27346,<undefined>,-0.18284,-0.24069,-0.0029612,-0.14073,-0.14282,-0.475,-0.25586,-0.35355,0.30858,-0.15355,-0.10355,-0.20897
D14,devprop,F11,famous,D,109,1716,TRUE,s004,0.054889,0.12926,-0.18284,<undefined>,-0.092647,0.18571,-0.15077,0.12654,-0.28571,0.22857,0.042857,-0.24692,-0.15714,0.29797,0.27388
D15,devprop,F11,famous,D,107,964,TRUE,s005,-0.19737,-0.29762,-0.24069,-0.092647,<undefined>,0.020833,-0.29054,0.07275,-0.33333,-0.13043,0.03125,-0.34994,-0.15441,-0.14583,-0.18519
D16,devprop,F11,famous,D,54,1369,TRUE,s006,0.0045151,0.11327,-0.0029612,0.18571,0.020833,<undefined>,-0.18919,0.27145,-0.14583,0.39583,0.375,-0.29044,-0.02022,0.066074,0.26244
D17,devprop,F11,famous,D,125,3872,TRUE,s007,0.040541,-0.1361,-0.14073,-0.15077,-0.29054,-0.18919,<undefined>,-0.13514,-0.29054,-0.12838,-0.24324,-0.13514,-0.28378,-0.2083,-0.15309
D18,devprop,F11,famous,D,126,1076,TRUE,s008,-0.052632,0.095238,-0.14282,0.12654,0.07275,0.27145,-0.13514,<undefined>,-0.15909,0.36648,0.27273,-0.47204,0.2695,0.375,0.21641
D90,devprop,F11,famous,D,126,700,TRUE,s009,-0.13571,-0.22619,-0.475,-0.28571,-0.33333,-0.14583,-0.29054,-0.15909,<undefined>,0,0.03125,-0.52778,-0.65625,-0.25654,-0.074074
D91,devprop,F11,famous,D,104,1146,TRUE,s010,0.013158,0.22619,-0.25586,0.22857,-0.13043,0.39583,-0.12838,0.36648,0,<undefined>,0.32609,-0.37138,-0.25586,0.2018,0.44444
D92,devprop,F11,famous,D,101,991,TRUE,s011,-0.052632,-0.047619,-0.35355,0.042857,0.03125,0.375,-0.24324,0.27273,0.03125,0.32609,<undefined>,-0.5079,-0.33211,0,0.35185
D93,devprop,F11,famous,D,18,1091,TRUE,s012,-0.24774,-0.35066,0.30858,-0.24692,-0.34994,-0.29044,-0.13514,-0.47204,-0.52778,-0.37138,-0.5079,<undefined>,-0.76825,-0.42974,-0.32907
D94,devprop,F11,famous,D,145,769,TRUE,s013,-0.10526,-0.26768,-0.15355,-0.15714,-0.15441,-0.02022,-0.28378,0.2695,-0.65625,-0.25586,-0.33211,-0.76825,<undefined>,0.024408,-0.29203
D95,devprop,F11,famous,D,16,1218,TRUE,s014,-0.052632,0,-0.10355,0.29797,-0.14583,0.066074,-0.2083,0.375,-0.25654,0.2018,0,-0.42974,0.024408,<undefined>,0.30583
D96,devprop,F11,famous,D,77,1513,TRUE,s015,0.14474,0.22041,-0.20897,0.27388,-0.18519,0.26244,-0.15309,0.21641,-0.074074,0.44444,0.35185,-0.32907,-0.29203,0.30583,<undefined>
D06,devprop,F12,famous,A,53,3797,TRUE,s001,<undefined>,<undefined>,-0.18382,<undefined>,-0.055039,0.20813,-0.039071,<undefined>,-0.31618,-0.16176,0.040549,-0.23529,-0.07079,-0.22794,<undefined>
D08,devprop,F12,famous,A,40,4966,FALSE,s002,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D13,devprop,F12,famous,A,153,920,TRUE,s003,-0.18382,<undefined>,<undefined>,<undefined>,-0.23363,-0.23158,-0.25,<undefined>,-0.57895,-0.36997,-0.15237,-0.039086,-0.18455,-0.23607,<undefined>
D14,devprop,F12,famous,A,137,1176,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F12,famous,A,72,1701,TRUE,s005,-0.055039,<undefined>,-0.23363,<undefined>,<undefined>,-0.11579,0.16826,<undefined>,0.12903,0.42212,0.32306,-0.042852,0.16488,0.064516,<undefined>
D16,devprop,F12,famous,A,90,4949,TRUE,s006,0.20813,<undefined>,-0.23158,<undefined>,-0.11579,<undefined>,-0.026316,<undefined>,-0.36842,-0.25789,-0.085862,-0.26842,-0.19819,-0.30526,<undefined>
D17,devprop,F12,famous,A,147,2863,TRUE,s007,-0.039071,<undefined>,-0.25,<undefined>,0.16826,-0.026316,<undefined>,<undefined>,-0.13889,-0.070897,0.055556,-0.074074,0.0079432,-0.23148,<undefined>
D18,devprop,F12,famous,A,159,3522,FALSE,s008,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D90,devprop,F12,famous,A,111,867,TRUE,s009,-0.31618,<undefined>,-0.57895,<undefined>,0.12903,-0.36842,-0.13889,<undefined>,<undefined>,0.40429,-0.083333,-0.63331,0,0.17239,<undefined>
D91,devprop,F12,famous,A,134,976,TRUE,s010,-0.16176,<undefined>,-0.36997,<undefined>,0.42212,-0.25789,-0.070897,<undefined>,0.40429,<undefined>,0.13333,-0.4864,0.022788,0.425,<undefined>
D92,devprop,F12,famous,A,4,1686,TRUE,s011,0.040549,<undefined>,-0.15237,<undefined>,0.32306,-0.085862,0.055556,<undefined>,-0.083333,0.13333,<undefined>,0.13333,-0.042461,0.11667,<undefined>
D93,devprop,F12,famous,A,42,1406,TRUE,s012,-0.23529,<undefined>,-0.039086,<undefined>,-0.042852,-0.26842,-0.074074,<undefined>,-0.63331,-0.4864,0.13333,<undefined>,-0.10307,-0.29044,<undefined>
D94,devprop,F12,famous,A,20,1822,TRUE,s013,-0.07079,<undefined>,-0.18455,<undefined>,0.16488,-0.19819,0.0079432,<undefined>,0,0.022788,-0.042461,-0.10307,<undefined>,-0.22741,<undefined>
D95,devprop,F12,famous,A,114,873,TRUE,s014,-0.22794,<undefined>,-0.23607,<undefined>,0.064516,-0.30526,-0.23148,<undefined>,0.17239,0.425,0.11667,-0.29044,-0.22741,<undefined>,<undefined>
D96,devprop,F12,famous,A,76,3565,FALSE,s015,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D06,devprop,F12,famous,B,89,2035,TRUE,s001,<undefined>,<undefined>,-0.09434,-0.16157,0.080957,-0.065921,<undefined>,<undefined>,0.015152,0.066667,0.33593,-0.23203,0.18182,-0.10594,<undefined>
D08,devprop,F12,famous,B,5,7289,FALSE,s002,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D13,devprop,F12,famous,B,142,2612,TRUE,s003,-0.09434,<undefined>,<undefined>,-0.10814,0.009434,-0.10938,<undefined>,<undefined>,-0.34906,-0.012393,0.019146,-0.09434,-0.16981,0.27358,<undefined>
D14,devprop,F12,famous,B,25,5180,TRUE,s004,-0.16157,<undefined>,-0.10814,<undefined>,-0.12,0.11615,<undefined>,<undefined>,-0.22,-0.0015685,-0.19485,-0.305,-0.315,-0.10657,<undefined>
D15,devprop,F12,famous,B,23,1580,TRUE,s005,0.080957,<undefined>,0.009434,-0.12,<undefined>,-0.083333,<undefined>,<undefined>,-0.053046,0.16127,0.21429,0.023985,-0.053571,0.25477,<undefined>
D16,devprop,F12,famous,B,136,6055,TRUE,s006,-0.065921,<undefined>,-0.10938,0.11615,-0.083333,<undefined>,<undefined>,<undefined>,-0.21875,0.0052083,-0.14583,-0.30729,-0.26562,-0.038092,<undefined>
D17,devprop,F12,famous,B,133,3315,FALSE,s007,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D18,devprop,F12,famous,B,54,1795,FALSE,s008,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D90,devprop,F12,famous,B,55,1115,TRUE,s009,0.015152,<undefined>,-0.34906,-0.22,-0.053046,-0.21875,<undefined>,<undefined>,<undefined>,-0.033333,-0.39286,-0.70784,-0.075,-0.34484,<undefined>
D91,devprop,F12,famous,B,132,2236,TRUE,s010,0.066667,<undefined>,-0.012393,-0.0015685,0.16127,0.0052083,<undefined>,<undefined>,-0.033333,<undefined>,0.033333,-0.15713,-0.12571,-0.010457,<undefined>
D92,devprop,F12,famous,B,121,1610,TRUE,s011,0.33593,<undefined>,0.019146,-0.19485,0.21429,-0.14583,<undefined>,<undefined>,-0.39286,0.033333,<undefined>,0.059699,0.017857,0.13017,<undefined>
D93,devprop,F12,famous,B,74,987,TRUE,s012,-0.23203,<undefined>,-0.09434,-0.305,0.023985,-0.30729,<undefined>,<undefined>,-0.70784,-0.15713,0.059699,<undefined>,-0.72663,0.069444,<undefined>
D94,devprop,F12,famous,B,71,739,TRUE,s013,0.18182,<undefined>,-0.16981,-0.315,-0.053571,-0.26562,<undefined>,<undefined>,-0.075,-0.12571,0.017857,-0.72663,<undefined>,-0.15952,<undefined>
D95,devprop,F12,famous,B,82,1785,TRUE,s014,-0.10594,<undefined>,0.27358,-0.10657,0.25477,-0.038092,<undefined>,<undefined>,-0.34484,-0.010457,0.13017,0.069444,-0.15952,<undefined>,<undefined>
D96,devprop,F12,famous,B,106,4869,FALSE,s015,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D06,devprop,F12,famous,C,129,2163,TRUE,s001,<undefined>,<undefined>,<undefined>,<undefined>,0.10655,<undefined>,<undefined>,<undefined>,0.19231,<undefined>,<undefined>,<undefined>,0.17825,0.025641,<undefined>
D08,devprop,F12,famous,C,65,3720,FALSE,s002,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D13,devprop,F12,famous,C,155,1397,FALSE,s003,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D14,devprop,F12,famous,C,3,2176,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F12,famous,C,76,3796,TRUE,s005,0.10655,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.13889,<undefined>,<undefined>,<undefined>,0.16568,-0.20476,<undefined>
D16,devprop,F12,famous,C,150,3694,FALSE,s006,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D17,devprop,F12,famous,C,150,1904,FALSE,s007,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D18,devprop,F12,famous,C,110,2565,FALSE,s008,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D90,devprop,F12,famous,C,94,1231,TRUE,s009,0.19231,<undefined>,<undefined>,<undefined>,-0.13889,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.10355,-0.19565,<undefined>
D91,devprop,F12,famous,C,69,1028,FALSE,s010,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D92,devprop,F12,famous,C,149,3879,FALSE,s011,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D93,devprop,F12,famous,C,89,1142,FALSE,s012,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D94,devprop,F12,famous,C,104,2303,TRUE,s013,0.17825,<undefined>,<undefined>,<undefined>,0.16568,<undefined>,<undefined>,<undefined>,-0.10355,<undefined>,<undefined>,<undefined>,<undefined>,-0.026292,<undefined>
D95,devprop,F12,famous,C,105,1290,TRUE,s014,0.025641,<undefined>,<undefined>,<undefined>,-0.20476,<undefined>,<undefined>,<undefined>,-0.19565,<undefined>,<undefined>,<undefined>,-0.026292,<undefined>,<undefined>
D96,devprop,F12,famous,C,57,2378,FALSE,s015,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D06,devprop,F12,famous,D,44,2689,FALSE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D08,devprop,F12,famous,D,99,2128,FALSE,s002,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D13,devprop,F12,famous,D,70,2382,FALSE,s003,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D14,devprop,F12,famous,D,152,2939,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F12,famous,D,97,1455,TRUE,s005,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.052807,0.11464,-0.16978,<undefined>,-0.17143,-0.073624,<undefined>
D16,devprop,F12,famous,D,67,4713,FALSE,s006,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D17,devprop,F12,famous,D,132,2551,FALSE,s007,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D18,devprop,F12,famous,D,137,2485,FALSE,s008,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D90,devprop,F12,famous,D,123,1778,TRUE,s009,<undefined>,<undefined>,<undefined>,<undefined>,-0.052807,<undefined>,<undefined>,<undefined>,<undefined>,0.10214,-0.10606,<undefined>,-0.24366,-0.44935,<undefined>
D91,devprop,F12,famous,D,156,1970,TRUE,s010,<undefined>,<undefined>,<undefined>,<undefined>,0.11464,<undefined>,<undefined>,<undefined>,0.10214,<undefined>,0.089645,<undefined>,-0.10203,-0.0875,<undefined>
D92,devprop,F12,famous,D,134,1452,TRUE,s011,<undefined>,<undefined>,<undefined>,<undefined>,-0.16978,<undefined>,<undefined>,<undefined>,-0.10606,0.089645,<undefined>,<undefined>,-0.077346,0.15715,<undefined>
D93,devprop,F12,famous,D,68,951,FALSE,s012,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D94,devprop,F12,famous,D,121,3588,TRUE,s013,<undefined>,<undefined>,<undefined>,<undefined>,-0.17143,<undefined>,<undefined>,<undefined>,-0.24366,-0.10203,-0.077346,<undefined>,<undefined>,-0.15,<undefined>
D95,devprop,F12,famous,D,152,932,TRUE,s014,<undefined>,<undefined>,<undefined>,<undefined>,-0.073624,<undefined>,<undefined>,<undefined>,-0.44935,-0.0875,0.15715,<undefined>,-0.15,<undefined>,<undefined>
D96,devprop,F12,famous,D,23,3847,FALSE,s015,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D06,devprop,F13,famous,A,139,3064,FALSE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D08,devprop,F13,famous,A,110,4385,FALSE,s002,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D13,devprop,F13,famous,A,138,1893,TRUE,s003,<undefined>,<undefined>,<undefined>,<undefined>,0.094595,<undefined>,0.081967,0.0027164,-0.54054,<undefined>,0.10659,-0.051736,-0.027027,0.39421,-0.11387
D14,devprop,F13,famous,A,115,1411,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F13,famous,A,50,1390,TRUE,s005,<undefined>,<undefined>,0.094595,<undefined>,<undefined>,<undefined>,-0.031381,-0.25871,-0.11428,<undefined>,-0.14286,-0.01011,-0.22414,0.00042053,-0.11967
D16,devprop,F13,famous,A,74,3562,FALSE,s006,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D17,devprop,F13,famous,A,79,3130,TRUE,s007,<undefined>,<undefined>,0.081967,<undefined>,-0.031381,<undefined>,<undefined>,0.068386,-0.14754,<undefined>,0.10656,-0.20492,0.098361,-0.046368,-0.027162
D18,devprop,F13,famous,A,41,2830,TRUE,s008,<undefined>,<undefined>,0.0027164,<undefined>,-0.25871,<undefined>,0.068386,<undefined>,-0.037037,<undefined>,0.042368,-0.042846,0.2473,0.24328,-0.0083669
D90,devprop,F13,famous,A,20,963,TRUE,s009,<undefined>,<undefined>,-0.54054,<undefined>,-0.11428,<undefined>,-0.14754,-0.037037,<undefined>,<undefined>,-0.053571,-0.43108,-0.11773,-0.21183,-0.1867
D91,devprop,F13,famous,A,51,2757,FALSE,s010,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D92,devprop,F13,famous,A,125,1570,TRUE,s011,<undefined>,<undefined>,0.10659,<undefined>,-0.14286,<undefined>,0.10656,0.042368,-0.053571,<undefined>,<undefined>,0.09235,-0.32759,-0.17794,0.24189
D93,devprop,F13,famous,A,16,1145,TRUE,s012,<undefined>,<undefined>,-0.051736,<undefined>,-0.01011,<undefined>,-0.20492,-0.042846,-0.43108,<undefined>,0.09235,<undefined>,-0.45368,-0.12367,-0.28127
D94,devprop,F13,famous,A,6,1408,TRUE,s013,<undefined>,<undefined>,-0.027027,<undefined>,-0.22414,<undefined>,0.098361,0.2473,-0.11773,<undefined>,-0.32759,-0.45368,<undefined>,0.12409,-0.19751
D95,devprop,F13,famous,A,141,1709,TRUE,s014,<undefined>,<undefined>,0.39421,<undefined>,0.00042053,<undefined>,-0.046368,0.24328,-0.21183,<undefined>,-0.17794,-0.12367,0.12409,<undefined>,-0.020798
D96,devprop,F13,famous,A,140,1674,TRUE,s015,<undefined>,<undefined>,-0.11387,<undefined>,-0.11967,<undefined>,-0.027162,-0.0083669,-0.1867,<undefined>,0.24189,-0.28127,-0.19751,-0.020798,<undefined>
D06,devprop,F13,famous,B,148,3646,FALSE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D08,devprop,F13,famous,B,2,5118,FALSE,s002,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D13,devprop,F13,famous,B,50,6883,FALSE,s003,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D14,devprop,F13,famous,B,87,1908,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F13,famous,B,110,1904,FALSE,s005,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
