subj,ability,face,fame,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015
D17,devprop,F19,famous,A,18,5047,TRUE,s007,-0.23873,<undefined>,-0.16495,-0.025621,-0.35052,0.051698,<undefined>,-0.12371,-0.29381,-0.28351,-0.26289,<undefined>,-0.32474,-0.2732,-0.22165
D18,devprop,F19,famous,A,31,1213,TRUE,s008,0.15373,<undefined>,0.14059,-0.15493,-0.38627,-0.17264,-0.12371,<undefined>,-0.06,-0.1,0.06,<undefined>,-0.14,-0.013137,-0.05611
D90,devprop,F19,famous,A,58,1143,TRUE,s009,0.0077988,<undefined>,0.066863,-0.11972,0.34216,-0.22247,-0.29381,-0.06,<undefined>,0.13787,0.05,<undefined>,0.35858,-0.1,0.089811
D91,devprop,F19,famous,A,133,855,TRUE,s010,0.18182,<undefined>,0.34,-0.1338,0.035346,-0.19512,-0.28351,-0.1,0.13787,<undefined>,0.44444,<undefined>,0.45398,0.31985,0.28571
D92,devprop,F19,famous,A,102,969,TRUE,s011,0.45455,<undefined>,0.42,-0.18189,-0.017286,-0.21951,-0.26289,0.06,0.05,0.44444,<undefined>,<undefined>,0.22222,0.38889,0.14286
D93,devprop,F19,famous,A,99,NaN,<undefined>,s012,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D94,devprop,F19,famous,A,81,883,TRUE,s013,0.061052,<undefined>,0.083431,-0.17606,0.066177,-0.25401,-0.32474,-0.14,0.35858,0.45398,0.22222,<undefined>,<undefined>,0.16667,0.14286
D95,devprop,F19,famous,A,110,863,TRUE,s014,0.17079,<undefined>,0.37029,-0.21831,-0.15338,-0.23171,-0.2732,-0.013137,-0.1,0.31985,0.38889,<undefined>,0.16667,<undefined>,0.060225
D96,devprop,F19,famous,A,97,1435,TRUE,s015,0.020921,<undefined>,0.20256,0.035211,-0.053571,-0.060976,-0.22165,-0.05611,0.089811,0.28571,0.14286,<undefined>,0.14286,0.060225,<undefined>
D06,devprop,F19,famous,B,4,1938,TRUE,s001,<undefined>,-0.072279,-0.17952,<undefined>,0.13095,<undefined>,<undefined>,0.22973,-0.24324,0.14865,0.21302,-0.25676,-0.31697,0.10387,0.042859
D08,devprop,F19,famous,B,43,5308,TRUE,s002,-0.072279,<undefined>,-0.21485,<undefined>,0.04,<undefined>,<undefined>,-0.2,-0.345,-0.2,-0.19613,-0.41,-0.325,-0.2,-0.22914
D13,devprop,F19,famous,B,159,1300,TRUE,s003,-0.17952,-0.21485,<undefined>,<undefined>,-0.19964,<undefined>,<undefined>,-0.17524,-0.32692,-0.2269,-0.055556,-0.15385,0.096154,0.0038656,0.029695
D14,devprop,F19,famous,B,23,3133,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F19,famous,B,3,2302,TRUE,s005,0.13095,0.04,-0.19964,<undefined>,<undefined>,<undefined>,<undefined>,0.21429,-0.16462,0.19048,0.057789,-0.42449,-0.2755,0.095238,0.025852
D16,devprop,F19,famous,B,128,4939,FALSE,s006,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D17,devprop,F19,famous,B,156,2528,FALSE,s007,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D18,devprop,F19,famous,B,94,1013,TRUE,s008,0.22973,-0.2,-0.17524,<undefined>,0.21429,<undefined>,<undefined>,<undefined>,-0.175,0.55,0.011111,-0.47426,-0.1614,0.52929,0.60429
D90,devprop,F19,famous,B,97,850,TRUE,s009,-0.24324,-0.345,-0.32692,<undefined>,-0.16462,<undefined>,<undefined>,-0.175,<undefined>,0.0042893,-0.15556,<undefined>,-0.61538,-0.29571,-0.21053
D91,devprop,F19,famous,B,39,962,TRUE,s010,0.14865,-0.2,-0.2269,<undefined>,0.19048,<undefined>,<undefined>,0.55,0.0042893,<undefined>,0.077778,-0.47426,-0.1614,0.4,0.325
D92,devprop,F19,famous,B,36,2534,TRUE,s011,0.21302,-0.19613,-0.055556,<undefined>,0.057789,<undefined>,<undefined>,0.011111,-0.15556,0.077778,<undefined>,-0.3,-0.37778,-0.18889,-0.11111
D93,devprop,F19,famous,B,86,813,TRUE,s012,-0.25676,-0.41,-0.15385,<undefined>,-0.42449,<undefined>,<undefined>,-0.47426,<undefined>,-0.47426,-0.3,<undefined>,-0.025264,-0.15,-0.28947
D94,devprop,F19,famous,B,83,628,TRUE,s013,-0.31697,-0.325,0.096154,<undefined>,-0.2755,<undefined>,<undefined>,-0.1614,-0.61538,-0.1614,-0.37778,-0.025264,<undefined>,0.16287,-0.034571
D95,devprop,F19,famous,B,60,960,TRUE,s014,0.10387,-0.2,0.0038656,<undefined>,0.095238,<undefined>,<undefined>,0.52929,-0.29571,0.4,-0.18889,-0.15,0.16287,<undefined>,0.60429
D96,devprop,F19,famous,B,153,1180,TRUE,s015,0.042859,-0.22914,0.029695,<undefined>,0.025852,<undefined>,<undefined>,0.60429,-0.21053,0.325,-0.11111,-0.28947,-0.034571,0.60429,<undefined>
D06,devprop,F19,famous,C,92,2545,TRUE,s001,<undefined>,-0.025,0.0060201,<undefined>,-0.24984,<undefined>,<undefined>,0.038105,-0.26667,0.033333,-0.020316,-0.27778,-0.1,-0.005392,0.24868
D08,devprop,F19,famous,C,35,4996,TRUE,s002,-0.025,<undefined>,-0.12956,<undefined>,-0.31985,<undefined>,<undefined>,0.032868,-0.345,-0.23414,-0.24243,-0.41899,-0.27,-0.27328,0.04
D13,devprop,F19,famous,C,27,2920,TRUE,s003,0.0060201,-0.12956,<undefined>,<undefined>,-0.070175,<undefined>,<undefined>,-0.21618,-0.39323,-0.096491,-0.096491,-0.25439,-0.37719,-0.017544,-0.16189
D14,devprop,F19,famous,C,127,1037,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F19,famous,C,17,1479,TRUE,s005,-0.24984,-0.31985,-0.070175,<undefined>,<undefined>,<undefined>,<undefined>,-0.27637,0.08,0.06,-0.15255,0.1,-0.029706,0.12,-0.2603
D16,devprop,F19,famous,C,88,4438,FALSE,s006,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D17,devprop,F19,famous,C,154,2481,FALSE,s007,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D18,devprop,F19,famous,C,7,3839,TRUE,s008,0.038105,0.032868,-0.21618,<undefined>,-0.27637,<undefined>,<undefined>,<undefined>,-0.26667,-0.12667,-0.19333,-0.36667,-0.12667,-0.23314,0.31239
D90,devprop,F19,famous,C,69,795,TRUE,s009,-0.26667,-0.345,-0.39323,<undefined>,0.08,<undefined>,<undefined>,-0.26667,<undefined>,0.0038994,-0.21642,-0.45203,0.425,-0.32,-0.20979
D91,devprop,F19,famous,C,23,1095,TRUE,s010,0.033333,-0.23414,-0.096491,<undefined>,0.06,<undefined>,<undefined>,-0.12667,0.0038994,<undefined>,0.22727,-0.21168,0.17859,-0.19657,-0.018519
D92,devprop,F19,famous,C,58,1166,TRUE,s011,-0.020316,-0.24243,-0.096491,<undefined>,-0.15255,<undefined>,<undefined>,-0.19333,-0.21642,0.22727,<undefined>,-0.16569,0.0085786,0.13029,0
D93,devprop,F19,famous,C,82,891,TRUE,s012,-0.27778,-0.41899,-0.25439,<undefined>,0.1,<undefined>,<undefined>,-0.36667,-0.45203,-0.21168,-0.16569,<undefined>,-0.44142,0.026863,-0.31481
D94,devprop,F19,famous,C,66,960,TRUE,s013,-0.1,-0.27,-0.37719,<undefined>,-0.029706,<undefined>,<undefined>,-0.12667,0.425,0.17859,0.0085786,-0.44142,<undefined>,-0.26,-0.052378
D95,devprop,F19,famous,C,149,1203,TRUE,s014,-0.005392,-0.27328,-0.017544,<undefined>,0.12,<undefined>,<undefined>,-0.23314,-0.32,-0.19657,0.13029,0.026863,-0.26,<undefined>,-0.11851
D96,devprop,F19,famous,C,78,2764,TRUE,s015,0.24868,0.04,-0.16189,<undefined>,-0.2603,<undefined>,<undefined>,0.31239,-0.20979,-0.018519,0,-0.31481,-0.052378,-0.11851,<undefined>
D06,devprop,F19,famous,D,87,4473,FALSE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D08,devprop,F19,famous,D,52,3701,TRUE,s002,<undefined>,<undefined>,-0.16429,0.015511,-0.23796,<undefined>,-0.14977,-0.061835,-0.22857,-0.17244,-0.16877,-0.40571,-0.38571,-0.02591,0.03694
D13,devprop,F19,famous,D,73,948,TRUE,s003,<undefined>,-0.16429,<undefined>,-0.14894,0.027982,<undefined>,-0.24211,0,-0.18421,-0.020833,0,-0.043601,-0.13906,-0.042483,0.36538
D14,devprop,F19,famous,D,103,2457,TRUE,s004,<undefined>,0.015511,-0.14894,<undefined>,-0.16839,<undefined>,-0.019247,-0.022789,-0.15957,-0.033427,0.092407,-0.23921,-0.33495,0.13861,0.031915
D15,devprop,F19,famous,D,6,1418,TRUE,s005,<undefined>,-0.23796,0.027982,-0.16839,<undefined>,<undefined>,-0.16316,-0.040255,0.20833,-0.14522,-0.14583,-0.10417,-0.33333,-0.12161,0.076923
D16,devprop,F19,famous,D,32,4561,FALSE,s006,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D17,devprop,F19,famous,D,64,5544,TRUE,s007,<undefined>,-0.14977,-0.24211,-0.019247,-0.16316,<undefined>,<undefined>,-0.24647,-0.28947,-0.26842,-0.18947,-0.32632,-0.24737,-0.19639,-0.21473
D18,devprop,F19,famous,D,24,1732,TRUE,s008,<undefined>,-0.061835,0,-0.022789,-0.040255,<undefined>,-0.24647,<undefined>,-0.13636,0.12166,0.27273,-0.15152,-0.44585,-0.025641,0.19482
D90,devprop,F19,famous,D,35,758,TRUE,s009,<undefined>,-0.22857,-0.18421,-0.15957,0.20833,<undefined>,-0.28947,-0.13636,<undefined>,-0.1107,-0.23913,-0.49464,-0.65089,-0.26923,0.038462
D91,devprop,F19,famous,D,27,1199,TRUE,s010,<undefined>,-0.17244,-0.020833,-0.033427,-0.14522,<undefined>,-0.26842,0.12166,-0.1107,<undefined>,0.14287,-0.18035,-0.27022,-0.10036,0.15385
D92,devprop,F19,famous,D,47,1332,TRUE,s011,<undefined>,-0.16877,0,0.092407,-0.14583,<undefined>,-0.18947,0.27273,-0.23913,0.14287,<undefined>,0.21739,-0.49563,0.11576,-0.015365
D93,devprop,F19,famous,D,149,767,TRUE,s012,<undefined>,-0.40571,-0.043601,-0.23921,-0.10417,<undefined>,-0.32632,-0.15152,-0.49464,-0.18035,0.21739,<undefined>,-0.59375,-0.29449,-0.19174
D94,devprop,F19,famous,D,133,772,TRUE,s013,<undefined>,-0.38571,-0.13906,-0.33495,-0.33333,<undefined>,-0.24737,-0.44585,-0.65089,-0.27022,-0.49563,-0.59375,<undefined>,-0.19231,-0.42854
D95,devprop,F19,famous,D,1,1975,TRUE,s014,<undefined>,-0.02591,-0.042483,0.13861,-0.12161,<undefined>,-0.19639,-0.025641,-0.26923,-0.10036,0.11576,-0.29449,-0.19231,<undefined>,-0.0084212
D96,devprop,F19,famous,D,103,1407,TRUE,s015,<undefined>,0.03694,0.36538,0.031915,0.076923,<undefined>,-0.21473,0.19482,0.038462,0.15385,-0.015365,-0.19174,-0.42854,-0.0084212,<undefined>
D06,devprop,F20,famous,A,109,3514,TRUE,s001,<undefined>,0.080907,-0.10332,<undefined>,0.023667,-0.12098,0.012998,0.21362,-0.19531,-0.0625,0.044424,-0.28481,-0.23683,-0.22388,-0.12745
D08,devprop,F20,famous,A,30,5307,TRUE,s002,0.080907,<undefined>,-0.1927,<undefined>,-0.20276,-0.26691,-0.082783,-0.02551,-0.29082,-0.14286,-0.086735,-0.29504,-0.38265,-0.31122,-0.19898
D13,devprop,F20,famous,A,29,2840,TRUE,s003,-0.10332,-0.1927,<undefined>,<undefined>,-0.16667,-0.35088,-0.15237,-0.32555,-0.52632,-0.32456,-0.29223,-0.33333,-0.17544,-0.29825,-0.34911
D14,devprop,F20,famous,A,106,768,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F20,famous,A,40,2261,TRUE,s005,0.023667,-0.20276,-0.16667,<undefined>,<undefined>,-0.083333,0.15152,-0.14251,-0.10714,0.071429,-0.15815,-0.27381,-0.011905,-0.13095,-0.12856
D16,devprop,F20,famous,A,20,1078,TRUE,s006,-0.12098,-0.26691,-0.35088,<undefined>,-0.083333,<undefined>,-0.17424,-0.023064,0.13609,0.086822,0.040759,-0.30147,-0.3323,0.10526,0.19789
D17,devprop,F20,famous,A,61,3407,TRUE,s007,0.012998,-0.082783,-0.15237,<undefined>,0.15152,-0.17424,<undefined>,0.020574,-0.23485,0.060606,-0.022727,-0.083333,-0.26515,-0.18939,-0.044155
D18,devprop,F20,famous,A,88,1941,TRUE,s008,0.21362,-0.02551,-0.32555,<undefined>,-0.14251,-0.023064,0.020574,<undefined>,-0.087544,0.32051,0.32089,-0.47323,-0.46701,-0.19193,0.22015
D90,devprop,F20,famous,A,125,881,TRUE,s009,-0.19531,-0.29082,-0.52632,<undefined>,-0.10714,0.13609,-0.23485,-0.087544,<undefined>,0.17308,-0.089415,-0.77141,-0.71046,-0.26667,0.074074
D91,devprop,F20,famous,A,110,1270,TRUE,s010,-0.0625,-0.14286,-0.32456,<undefined>,0.071429,0.086822,0.060606,0.32051,0.17308,<undefined>,0.5,-0.37358,-0.38678,0.07089,0.54339
D92,devprop,F20,famous,A,27,1535,TRUE,s011,0.044424,-0.086735,-0.29223,<undefined>,-0.15815,0.040759,-0.022727,0.32089,-0.089415,0.5,<undefined>,-0.14706,-0.24283,0.1545,0.22222
D93,devprop,F20,famous,A,46,1388,TRUE,s012,-0.28481,-0.29504,-0.33333,<undefined>,-0.27381,-0.30147,-0.083333,-0.47323,-0.77141,-0.37358,-0.14706,<undefined>,-0.47368,-0.1526,-0.33224
D94,devprop,F20,famous,A,127,742,TRUE,s013,-0.23683,-0.38265,-0.17544,<undefined>,-0.011905,-0.3323,-0.26515,-0.46701,-0.71046,-0.38678,-0.24283,-0.47368,<undefined>,0.073367,-0.38199
D95,devprop,F20,famous,A,123,728,TRUE,s014,-0.22388,-0.31122,-0.29825,<undefined>,-0.13095,0.10526,-0.18939,-0.19193,-0.26667,0.07089,0.1545,-0.1526,0.073367,<undefined>,-0.015341
D96,devprop,F20,famous,A,160,1523,TRUE,s015,-0.12745,-0.19898,-0.34911,<undefined>,-0.12856,0.19789,-0.044155,0.22015,0.074074,0.54339,0.22222,-0.33224,-0.38199,-0.015341,<undefined>
D06,devprop,F20,famous,B,56,2681,TRUE,s001,<undefined>,-0.10638,-0.040728,<undefined>,<undefined>,0.15179,-0.0020019,-0.20213,0.010638,-0.14283,0.030403,-0.28875,-0.085106,-0.12766,-0.1383
D08,devprop,F20,famous,B,71,2181,TRUE,s002,-0.10638,<undefined>,-0.12924,<undefined>,<undefined>,0.02858,0.050504,-0.060976,0.060976,-0.036585,-0.0038257,-0.18293,-0.30452,0.04878,0.060976
D13,devprop,F20,famous,B,95,1418,TRUE,s003,-0.040728,-0.12924,<undefined>,<undefined>,<undefined>,-0.040047,-0.11972,-0.22304,-0.67251,-0.21323,-0.39804,0.30769,0.064291,-0.15875,-0.20051
D14,devprop,F20,famous,B,95,1404,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F20,famous,B,126,1061,FALSE,s005,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D16,devprop,F20,famous,B,16,3249,TRUE,s006,0.15179,0.02858,-0.040047,<undefined>,<undefined>,<undefined>,0.0094588,-0.13673,-0.053571,-0.086222,-0.071429,-0.3153,-0.15179,-0.1875,-0.22168
D17,devprop,F20,famous,B,53,3694,TRUE,s007,-0.0020019,0.050504,-0.11972,<undefined>,<undefined>,0.0094588,<undefined>,-0.14889,-0.24648,-0.05513,0.06338,-0.20423,-0.35211,-0.056338,-0.1173
D18,devprop,F20,famous,B,124,1351,TRUE,s008,-0.20213,-0.060976,-0.22304,<undefined>,<undefined>,-0.13673,-0.14889,<undefined>,0,0.083684,0.20335,-0.45381,-0.16648,0.36265,0.44561
D90,devprop,F20,famous,B,47,957,TRUE,s009,0.010638,0.060976,-0.67251,<undefined>,<undefined>,-0.053571,-0.24648,0,<undefined>,0.21175,0.1,-0.61569,-0.30784,0.16667,0.045455
D91,devprop,F20,famous,B,147,1468,TRUE,s010,-0.14283,-0.036585,-0.21323,<undefined>,<undefined>,-0.086222,-0.05513,0.083684,0.21175,<undefined>,0.27002,-0.10355,-0.27906,0.48214,0.38419
D92,devprop,F20,famous,B,11,1669,TRUE,s011,0.030403,-0.0038257,-0.39804,<undefined>,<undefined>,-0.071429,0.06338,0.20335,0.1,0.27002,<undefined>,-0.45997,-0.27426,0.3143,0.1781
D93,devprop,F20,famous,B,77,1026,TRUE,s012,-0.28875,-0.18293,0.30769,<undefined>,<undefined>,-0.3153,-0.20423,-0.45381,-0.61569,-0.10355,-0.45997,<undefined>,-0.79692,-0.10609,-0.18828
D94,devprop,F20,famous,B,141,814,TRUE,s013,-0.085106,-0.30452,0.064291,<undefined>,<undefined>,-0.15179,-0.35211,-0.16648,-0.30784,-0.27906,-0.27426,-0.79692,<undefined>,-0.17752,-0.19218
D95,devprop,F20,famous,B,91,1038,TRUE,s014,-0.12766,0.04878,-0.15875,<undefined>,<undefined>,-0.1875,-0.056338,0.36265,0.16667,0.48214,0.3143,-0.10609,-0.17752,<undefined>,0.73117
D96,devprop,F20,famous,B,129,1323,TRUE,s015,-0.1383,0.060976,-0.20051,<undefined>,<undefined>,-0.22168,-0.1173,0.44561,0.045455,0.38419,0.1781,-0.18828,-0.19218,0.73117,<undefined>
D06,devprop,F20,famous,C,25,2789,FALSE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D08,devprop,F20,famous,C,116,2942,TRUE,s002,<undefined>,<undefined>,-0.24561,<undefined>,<undefined>,0.14487,0.14813,0.063167,-0.32456,<undefined>,-0.093481,-0.45261,-0.23357,-0.12405,-0.011524
D13,devprop,F20,famous,C,121,1030,TRUE,s003,<undefined>,-0.24561,<undefined>,<undefined>,<undefined>,-0.34359,-0.035088,-0.49045,-0.65441,<undefined>,0.066688,-0.087068,0,-0.0083669,-0.18477
D14,devprop,F20,famous,C,56,1844,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F20,famous,C,92,1471,FALSE,s005,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D16,devprop,F20,famous,C,9,2218,TRUE,s006,<undefined>,0.14487,-0.34359,<undefined>,<undefined>,<undefined>,0.10677,0.33691,-0.13158,<undefined>,0.16692,-0.48155,-0.13571,0.1955,0.28083
D17,devprop,F20,famous,C,96,3035,TRUE,s007,<undefined>,0.14813,-0.035088,<undefined>,<undefined>,0.10677,<undefined>,-0.13158,-0.32456,<undefined>,0.13158,-0.24561,-0.12281,0.035088,0.070175
D18,devprop,F20,famous,C,100,3263,TRUE,s008,<undefined>,0.063167,-0.49045,<undefined>,<undefined>,0.33691,-0.13158,<undefined>,-0.125,<undefined>,-0.11933,-0.4854,-0.28064,-0.12112,0.18423
D90,devprop,F20,famous,C,137,708,TRUE,s009,<undefined>,-0.32456,-0.65441,<undefined>,<undefined>,-0.13158,-0.32456,-0.125,<undefined>,<undefined>,-0.16667,-0.74379,-0.22584,-0.25862,0.048387
D91,devprop,F20,famous,C,83,1066,FALSE,s010,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D92,devprop,F20,famous,C,152,1399,TRUE,s011,<undefined>,-0.093481,0.066688,<undefined>,<undefined>,0.16692,0.13158,-0.11933,-0.16667,<undefined>,<undefined>,-0.36009,0.27083,0.22414,0.47328
D93,devprop,F20,famous,C,115,925,TRUE,s012,<undefined>,-0.45261,-0.087068,<undefined>,<undefined>,-0.48155,-0.24561,-0.4854,-0.74379,<undefined>,-0.36009,<undefined>,-0.75373,-0.33299,-0.39168
D94,devprop,F20,famous,C,5,1045,TRUE,s013,<undefined>,-0.23357,0,<undefined>,<undefined>,-0.13571,-0.12281,-0.28064,-0.22584,<undefined>,0.27083,-0.75373,<undefined>,0.086714,0.043327
D95,devprop,F20,famous,C,38,1681,TRUE,s014,<undefined>,-0.12405,-0.0083669,<undefined>,<undefined>,0.1955,0.035088,-0.12112,-0.25862,<undefined>,0.22414,-0.33299,0.086714,<undefined>,0.024431
D96,devprop,F20,famous,C,92,1814,TRUE,s015,<undefined>,-0.011524,-0.18477,<undefined>,<undefined>,0.28083,0.070175,0.18423,0.048387,<undefined>,0.47328,-0.39168,0.043327,0.024431,<undefined>
D06,devprop,F20,famous,D,39,3993,FALSE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D08,devprop,F20,famous,D,64,5834,TRUE,s002,<undefined>,<undefined>,-0.32455,<undefined>,<undefined>,-0.028109,-0.25891,<undefined>,-0.31592,-0.057292,-0.38258,-0.43645,-0.29167,-0.3125,-0.19792
D13,devprop,F20,famous,D,98,1498,TRUE,s003,<undefined>,-0.32455,<undefined>,<undefined>,<undefined>,-0.1805,-0.087947,<undefined>,-0.44444,-0.43406,0.024873,-0.055556,0.043937,-0.17193,-0.21532
D14,devprop,F20,famous,D,55,2747,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F20,famous,D,47,1622,FALSE,s005,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D16,devprop,F20,famous,D,102,6205,TRUE,s006,<undefined>,-0.028109,-0.1805,<undefined>,<undefined>,<undefined>,-0.084661,<undefined>,-0.26562,-0.015625,-0.25,-0.29167,-0.22917,-0.26473,-0.21875
D17,devprop,F20,famous,D,63,2732,TRUE,s007,<undefined>,-0.25891,-0.087947,<undefined>,<undefined>,-0.084661,<undefined>,<undefined>,-0.15686,-0.1151,-0.088235,0.029412,-0.25322,-0.28095,-0.15994
D18,devprop,F20,famous,D,39,4763,FALSE,s008,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D90,devprop,F20,famous,D,112,917,TRUE,s009,<undefined>,-0.31592,-0.44444,<undefined>,<undefined>,-0.26562,-0.15686,<undefined>,<undefined>,0.070051,0.03125,-0.53173,-0.19444,-0.03125,-0.068182
D91,devprop,F20,famous,D,122,1548,TRUE,s010,<undefined>,-0.057292,-0.43406,<undefined>,<undefined>,-0.015625,-0.1151,<undefined>,0.070051,<undefined>,-0.13638,-0.45019,-0.045145,0.00047479,0.18849
D92,devprop,F20,famous,D,160,989,TRUE,s011,<undefined>,-0.38258,0.024873,<undefined>,<undefined>,-0.25,-0.088235,<undefined>,0.03125,-0.13638,<undefined>,0.28336,-0.13412,-0.015165,-0.20065
D93,devprop,F20,famous,D,85,1134,TRUE,s012,<undefined>,-0.43645,-0.055556,<undefined>,<undefined>,-0.29167,0.029412,<undefined>,-0.53173,-0.45019,0.28336,<undefined>,-0.57298,-0.063452,-0.059714
D94,devprop,F20,famous,D,90,851,TRUE,s013,<undefined>,-0.29167,0.043937,<undefined>,<undefined>,-0.22917,-0.25322,<undefined>,-0.19444,-0.045145,-0.13412,-0.57298,<undefined>,0.1762,0.22727
D95,devprop,F20,famous,D,115,767,TRUE,s014,<undefined>,-0.3125,-0.17193,<undefined>,<undefined>,-0.26473,-0.28095,<undefined>,-0.03125,0.00047479,-0.015165,-0.063452,0.1762,<undefined>,0.36364
D96,devprop,F20,famous,D,149,1197,TRUE,s015,<undefined>,-0.19792,-0.21532,<undefined>,<undefined>,-0.21875,-0.15994,<undefined>,-0.068182,0.18849,-0.20065,-0.059714,0.22727,0.36364,<undefined>
D06,devprop,N01,novel,A,46,1693,TRUE,s001,<undefined>,-0.13364,0.0029582,0.046079,0.27882,-0.15428,-0.046296,-0.32945,0.20985,0,-0.0024506,-0.18966,-0.16946,0.15557,-0.0059979
D08,devprop,N01,novel,A,34,4370,TRUE,s002,-0.13364,<undefined>,-0.34717,-0.069917,-0.18515,-0.079695,-0.0009351,-0.059952,-0.13703,0.15583,-0.15093,-0.40019,-0.10526,-0.20017,0.16786
D13,devprop,N01,novel,A,93,1393,TRUE,s003,0.0029582,-0.34717,<undefined>,-0.1,-0.38511,-0.25789,0.11429,-0.17172,-0.39226,-0.059322,0.18966,-0.125,-0.44834,0.1762,-0.22252
D14,devprop,N01,novel,A,42,1978,TRUE,s004,0.046079,-0.069917,-0.1,<undefined>,-0.11213,-0.14541,-0.012164,-0.10417,-0.097487,0.025424,0.0125,-0.3,0.11464,0.054289,-0.05
D15,devprop,N01,novel,A,73,1293,TRUE,s005,0.27882,-0.18515,-0.38511,-0.11213,<undefined>,-0.21218,-0.2082,-0.30893,0.5078,-0.10024,-0.18374,-0.15519,0.038462,-0.11785,-0.069917
D16,devprop,N01,novel,A,153,4741,TRUE,s006,-0.15428,-0.079695,-0.25789,-0.14541,-0.21218,<undefined>,-0.04631,-0.23142,-0.19293,0.034443,-0.22361,-0.42015,-0.16316,-0.14541,-0.17368
D17,devprop,N01,novel,A,28,2854,TRUE,s007,-0.046296,-0.0009351,0.11429,-0.012164,-0.2082,-0.04631,<undefined>,0.086783,-0.14497,0.15981,0.048158,-0.35952,-0.17434,0.055556,0.062455
D18,devprop,N01,novel,A,37,2585,TRUE,s008,-0.32945,-0.059952,-0.17172,-0.10417,-0.30893,-0.23142,0.086783,<undefined>,-0.18035,-0.16102,0.27619,-0.34196,-0.083333,0.090482,0.18602
