subj,ability,face,fame,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015
S01,super,F19,famous,B,25,919,TRUE,s001,<undefined>,0.7,0.9,0.33333,-0.34703,0.46667,0.56667,0.65625,0.37239,-0.23849,0.22699,0.31716,-0.25425,0.46667,-0.059524
S02,super,F19,famous,B,121,666,TRUE,s002,0.7,<undefined>,0.71429,0.10714,-0.21424,0.53571,0.85714,0.8125,0.51838,-0.14034,0.3524,0.37553,-0.11117,0.32143,0
S03,super,F19,famous,B,18,817,TRUE,s003,0.9,0.71429,<undefined>,0.39286,-0.35208,0.50613,0.57143,0.5625,0.39286,-0.24222,0.22222,0.33368,-0.27854,0.53571,-0.095238
S04,super,F19,famous,B,133,761,TRUE,s004,0.33333,0.10714,0.39286,<undefined>,-0.52941,0.19742,0.10714,0.03125,0,-0.3913,-0.083333,0,-0.46429,0.30769,-0.29762
S07,super,F19,famous,B,33,1073,TRUE,s005,-0.34703,-0.21424,-0.35208,-0.52941,<undefined>,-0.2983,-0.26297,-0.20415,0.054643,-0.10806,-0.11029,0.020185,0.088235,-0.49495,-0.37821
S09,super,F19,famous,B,55,678,TRUE,s006,0.46667,0.53571,0.50613,0.19742,-0.2983,<undefined>,0.53571,0.40625,0.46154,-0.11552,0.25,0.5078,-0.21323,0.24397,-0.15476
S10,super,F19,famous,B,82,672,TRUE,s007,0.56667,0.85714,0.57143,0.10714,-0.26297,0.53571,<undefined>,0.6875,0.47654,-0.10433,0.28731,0.37553,-0.19485,0.25,-0.047619
S11,super,F19,famous,B,84,863,TRUE,s008,0.65625,0.8125,0.5625,0.03125,-0.20415,0.40625,0.6875,<undefined>,0.39108,-0.13288,0.36193,0.26608,-0.15977,0.21875,0.071429
S12,super,F19,famous,B,131,616,TRUE,s009,0.37239,0.51838,0.39286,0,0.054643,0.46154,0.47654,0.39108,<undefined>,-0.21302,0.41667,0.76923,0.089811,0.076923,-0.16054
S13,super,F19,famous,B,146,1150,TRUE,s010,-0.23849,-0.14034,-0.24222,-0.3913,-0.10806,-0.11552,-0.10433,-0.13288,-0.21302,<undefined>,-0.18073,-0.22794,-0.021739,-0.34783,-0.36835
S14,super,F19,famous,B,56,865,TRUE,s011,0.22699,0.3524,0.22222,-0.083333,-0.11029,0.25,0.28731,0.36193,0.41667,-0.18073,<undefined>,0.41667,0.19526,-0.027778,-0.12652
S15,super,F19,famous,B,29,764,TRUE,s012,0.31716,0.37553,0.33368,0,0.020185,0.5078,0.37553,0.26608,0.76923,-0.22794,0.41667,<undefined>,0.089811,0.076923,-0.20816
S17,super,F19,famous,B,43,844,TRUE,s013,-0.25425,-0.11117,-0.27854,-0.46429,0.088235,-0.21323,-0.19485,-0.15977,0.089811,-0.021739,0.19526,0.089811,<undefined>,-0.45203,-0.37039
S90,super,F19,famous,B,14,873,TRUE,s014,0.46667,0.32143,0.53571,0.30769,-0.49495,0.24397,0.25,0.21875,0.076923,-0.34783,-0.027778,0.076923,-0.45203,<undefined>,-0.22619
S91,super,F19,famous,B,21,2328,TRUE,s015,-0.059524,0,-0.095238,-0.29762,-0.37821,-0.15476,-0.047619,0.071429,-0.16054,-0.36835,-0.12652,-0.20816,-0.37039,-0.22619,<undefined>
S01,super,F19,famous,C,66,1311,TRUE,s001,<undefined>,0.055556,0.18519,0.2963,0.098947,0.12963,0.22222,0.25926,-0.2677,-0.11957,-0.15396,0.018519,-0.017754,0,0.27778
S02,super,F19,famous,C,24,693,TRUE,s002,0.055556,<undefined>,0.65385,0.088235,0.34911,0.75,0.65385,0.21429,-0.059504,-0.17391,0.22654,0.75,-0.2561,0.59091,0.4375
S03,super,F19,famous,C,125,765,TRUE,s003,0.18519,0.65385,<undefined>,0.11765,0.45358,0.80769,0.89121,0.36123,-0.07775,-0.076087,0.24492,0.62198,-0.19512,0.46154,0.63036
S04,super,F19,famous,C,68,981,TRUE,s004,0.2963,0.088235,0.11765,<undefined>,-0.14706,0.088235,0.17647,0.14286,-0.41667,-0.22826,-0.26471,0.029412,-0.12195,0.29412,0.20588
S07,super,F19,famous,C,16,1056,TRUE,s005,0.098947,0.34911,0.45358,-0.14706,<undefined>,0.38572,0.3652,0.17145,-0.23965,0.021739,0.047335,0.35983,-0.085366,0.15625,0.34467
S09,super,F19,famous,C,74,703,TRUE,s006,0.12963,0.75,0.80769,0.088235,0.38572,<undefined>,0.80769,0.30952,-0.082516,-0.13043,0.20921,0.66667,-0.24181,0.54167,0.5625
S10,super,F19,famous,C,159,643,TRUE,s007,0.22222,0.65385,0.89121,0.17647,0.3652,0.80769,<undefined>,0.42857,-0.045206,-0.076087,0.20308,0.57692,-0.21951,0.46154,0.71875
S11,super,F19,famous,C,124,1042,TRUE,s008,0.25926,0.21429,0.36123,0.14286,0.17145,0.30952,0.42857,<undefined>,-0.010853,0.11957,0.02381,0.16667,-0.054699,0.095238,0.59524
S12,super,F19,famous,C,84,898,TRUE,s009,-0.2677,-0.059504,-0.07775,-0.41667,-0.23965,-0.082516,-0.045206,-0.010853,<undefined>,-0.052483,0.14365,-0.11506,0.060976,-0.18491,0.047659
S13,super,F19,famous,C,15,2276,TRUE,s010,-0.11957,-0.17391,-0.076087,-0.22826,0.021739,-0.13043,-0.076087,0.11957,-0.052483,<undefined>,-0.17391,-0.15217,0.13976,-0.22826,-0.0090046
S14,super,F19,famous,C,43,938,TRUE,s011,-0.15396,0.22654,0.24492,-0.26471,0.047335,0.20921,0.20308,0.02381,0.14365,-0.17391,<undefined>,0.44083,-0.15854,0.035714,0.17233
S15,super,F19,famous,C,23,888,TRUE,s012,0.018519,0.75,0.62198,0.029412,0.35983,0.66667,0.57692,0.16667,-0.11506,-0.15217,0.44083,<undefined>,-0.23171,0.45833,0.375
S17,super,F19,famous,C,14,2175,TRUE,s013,-0.017754,-0.2561,-0.19512,-0.12195,-0.085366,-0.24181,-0.21951,-0.054699,0.060976,0.13976,-0.15854,-0.23171,<undefined>,-0.17073,-0.18293
S90,super,F19,famous,C,4,941,TRUE,s014,0,0.59091,0.46154,0.29412,0.15625,0.54167,0.46154,0.095238,-0.18491,-0.22826,0.035714,0.45833,-0.17073,<undefined>,0.28125
S91,super,F19,famous,C,108,797,TRUE,s015,0.27778,0.4375,0.63036,0.20588,0.34467,0.5625,0.71875,0.59524,0.047659,-0.0090046,0.17233,0.375,-0.18293,0.28125,<undefined>
S01,super,F19,famous,D,76,1087,TRUE,s001,<undefined>,0.15909,0.11364,-0.090909,-0.08311,-0.20455,0,0.18572,0.045455,-0.16667,-0.022727,0,-0.15909,-0.022727,-0.090909
S02,super,F19,famous,D,17,895,TRUE,s002,0.15909,<undefined>,0.8,0.52288,-0.22663,0.15621,0.56667,0.47368,0.63333,-0.06772,0.53333,0.36667,-0.1797,0.066667,0.22014
S03,super,F19,famous,D,160,787,TRUE,s003,0.11364,0.8,<undefined>,0.54797,-0.2747,0.16704,0.57692,0.31579,0.65385,-0.074074,0.53846,0.46814,-0.21053,0.15385,0.14806
S04,super,F19,famous,D,47,998,TRUE,s004,-0.090909,0.52288,0.54797,<undefined>,-0.0050763,0.035714,0.32756,0.14964,0.3694,-0.15396,0.57756,0.29797,-0.10075,0.10714,-0.022058
S07,super,F19,famous,D,157,783,TRUE,s005,-0.08311,-0.22663,-0.2747,-0.0050763,<undefined>,-0.36482,-0.15829,-0.25335,-0.10948,-0.012164,0.078055,-0.054738,-0.017286,-0.375,-0.10974
S09,super,F19,famous,D,5,796,TRUE,s006,-0.20455,0.15621,0.16704,0.035714,-0.36482,<undefined>,0.29563,0.079722,0.34069,0.11747,0.25717,0.23737,0.083462,0,0.15909
S10,super,F19,famous,D,114,593,TRUE,s007,0,0.56667,0.57692,0.32756,-0.15829,0.29563,<undefined>,0.39474,0.91667,-0.012164,0.73077,0.58333,-0.017286,0.29167,0.18182
S11,super,F19,famous,D,8,901,TRUE,s008,0.18572,0.47368,0.31579,0.14964,-0.25335,0.079722,0.39474,<undefined>,0.44737,0.031773,0.37745,0.18421,-0.038312,-0.052632,0.38636
S12,super,F19,famous,D,114,592,TRUE,s009,0.045455,0.63333,0.65385,0.3694,-0.10948,0.34069,0.91667,0.44737,<undefined>,0.0095318,0.77583,0.58333,-0.069917,0.20833,0.22727
S13,super,F19,famous,D,99,1316,TRUE,s010,-0.16667,-0.06772,-0.074074,-0.15396,-0.012164,0.11747,-0.012164,0.031773,0.0095318,<undefined>,-0.030682,-0.055556,0.074074,-0.18519,0.08996
S14,super,F19,famous,D,36,797,TRUE,s011,-0.022727,0.53333,0.53846,0.57756,0.078055,0.25717,0.73077,0.37745,0.77583,-0.030682,<undefined>,0.5,-0.12706,0.15385,0.15909
S15,super,F19,famous,D,155,663,TRUE,s012,0,0.36667,0.46814,0.29797,-0.054738,0.23737,0.58333,0.18421,0.58333,-0.055556,0.5,<undefined>,-0.18421,0.25,0.18182
S17,super,F19,famous,D,37,1107,TRUE,s013,-0.15909,-0.1797,-0.21053,-0.10075,-0.017286,0.083462,-0.017286,-0.038312,-0.069917,0.074074,-0.12706,-0.18421,<undefined>,-0.052632,-0.079211
S90,super,F19,famous,D,6,1024,TRUE,s014,-0.022727,0.066667,0.15385,0.10714,-0.375,0,0.29167,-0.052632,0.20833,-0.18519,0.15385,0.25,-0.052632,<undefined>,-0.11364
S91,super,F19,famous,D,16,1093,TRUE,s015,-0.090909,0.22014,0.14806,-0.022058,-0.10974,0.15909,0.18182,0.38636,0.22727,0.08996,0.15909,0.18182,-0.079211,-0.11364,<undefined>
S01,super,F20,famous,A,5,805,TRUE,s001,<undefined>,0.38235,0.3143,0.16013,-0.55796,0.55882,0.20588,0.47727,0.70588,-0.38249,0.21597,0.3874,-0.24836,0.11765,0.11347
S02,super,F20,famous,A,96,631,TRUE,s002,0.38235,<undefined>,0.54506,0.066074,-0.59853,0.75,0.41667,0.18182,0.5,-0.45234,0.3125,0.57692,-0.17061,0.55,0.21597
S03,super,F20,famous,A,97,782,TRUE,s003,0.3143,0.54506,<undefined>,0.3125,-0.44061,0.55826,0.19231,0.12923,0.42288,-0.12377,0.44286,0.69231,-0.11029,0.30769,0.093282
S04,super,F20,famous,A,81,1472,TRUE,s004,0.16013,0.066074,0.3125,<undefined>,-0.46783,0.073223,-0.125,0.08456,0.083947,-0.086294,0.066074,0.14583,-0.061887,-0.0625,-0.16309
S07,super,F20,famous,A,30,646,TRUE,s005,-0.55796,-0.59853,-0.44061,-0.46783,<undefined>,-0.58211,-0.58211,-0.54479,-0.56569,0.014298,-0.020527,-0.37688,0.060321,-0.27614,0.044551
S09,super,F20,famous,A,65,725,TRUE,s006,0.55882,0.75,0.55826,0.073223,-0.58211,<undefined>,0.5,0.31818,0.7,-0.44281,0.34911,0.65385,-0.16108,0.375,0.22607
S10,super,F20,famous,A,113,594,TRUE,s007,0.20588,0.41667,0.19231,-0.125,-0.58211,0.5,<undefined>,0.045455,0.3,-0.63807,0,0.19231,-0.35635,0.125,-0.029412
S11,super,F20,famous,A,119,1084,TRUE,s008,0.47727,0.18182,0.12923,0.08456,-0.54479,0.31818,0.045455,<undefined>,0.52273,-0.42981,0.13313,0.18572,-0.27919,-0.022727,0.080549
S12,super,F20,famous,A,66,724,TRUE,s009,0.70588,0.5,0.42288,0.083947,-0.56569,0.7,0.3,0.52273,<undefined>,-0.42851,0.3652,0.50572,-0.14679,0.2,0.24121
S13,super,F20,famous,A,121,998,TRUE,s010,-0.38249,-0.45234,-0.12377,-0.086294,0.014298,-0.44281,-0.63807,-0.42981,-0.42851,<undefined>,0.0055836,-0.346,0,-0.38807,0.15795
S14,super,F20,famous,A,87,782,TRUE,s011,0.21597,0.3125,0.44286,0.066074,-0.020527,0.34911,0,0.13313,0.3652,0.0055836,<undefined>,0.53125,0.10716,0.34375,0.14706
S15,super,F20,famous,A,47,870,TRUE,s012,0.3874,0.57692,0.69231,0.14583,-0.37688,0.65385,0.19231,0.18572,0.50572,-0.346,0.53125,<undefined>,-0.14284,0.46154,0.21093
S17,super,F20,famous,A,156,1046,TRUE,s013,-0.24836,-0.17061,-0.11029,-0.061887,0.060321,-0.16108,-0.35635,-0.27919,-0.14679,0,0.10716,-0.14284,<undefined>,-0.10635,-0.33252
S90,super,F20,famous,A,81,612,TRUE,s014,0.11765,0.55,0.30769,-0.0625,-0.27614,0.375,0.125,-0.022727,0.2,-0.38807,0.34375,0.46154,-0.10635,<undefined>,0.11765
S91,super,F20,famous,A,117,948,TRUE,s015,0.11347,0.21597,0.093282,-0.16309,0.044551,0.22607,-0.029412,0.080549,0.24121,0.15795,0.14706,0.21093,-0.33252,0.11765,<undefined>
S01,super,F20,famous,B,15,753,TRUE,s001,<undefined>,0.40625,0.40625,0.40625,0.44286,0.125,0.65625,0.41161,0.037532,-0.15255,0.41161,0.6875,0.075736,0.15625,0.27206
S02,super,F20,famous,B,56,532,TRUE,s002,0.40625,<undefined>,0.76923,0.76923,0.46154,0.125,0.61538,0.40625,-0.04379,-0.20284,0.40625,0.53571,-0.15784,0.45455,0.13043
S03,super,F20,famous,B,129,766,TRUE,s003,0.40625,0.76923,<undefined>,1,0.38462,0.038462,0.69231,0.34375,-0.11046,-0.22912,0.34375,0.60714,-0.20784,0.30769,0.17391
S04,super,F20,famous,B,45,840,TRUE,s004,0.40625,0.76923,1,<undefined>,0.38462,0.038462,0.69231,0.34375,-0.11046,-0.22912,0.34375,0.60714,-0.20784,0.30769,0.17391
S07,super,F20,famous,B,58,812,TRUE,s005,0.44286,0.46154,0.38462,0.38462,<undefined>,0.038462,0.59672,0.31786,0.28954,-0.24971,0.31786,0.51838,0.092157,0.30769,0.11989
S09,super,F20,famous,B,129,767,TRUE,s006,0.125,0.125,0.038462,0.038462,0.038462,<undefined>,0.26923,0.125,-0.033333,-0.1,0.0625,0.21429,0,-0.041667,-0.065217
S10,super,F20,famous,B,154,607,TRUE,s007,0.65625,0.61538,0.69231,0.69231,0.59672,0.26923,<undefined>,0.54197,0.045753,-0.16284,0.54197,0.89286,-0.090685,0.30769,0.34783
S11,super,F20,famous,B,82,781,TRUE,s008,0.41161,0.40625,0.34375,0.34375,0.31786,0.125,0.54197,<undefined>,0.37592,0.06402,0.375,0.54733,-0.065685,0.15625,0.54348
S12,super,F20,famous,B,51,1124,TRUE,s009,0.037532,-0.04379,-0.11046,-0.11046,0.28954,-0.033333,0.045753,0.37592,<undefined>,0.10343,0.1777,0.051472,0.083579,-0.094281,0.10934
S13,super,F20,famous,B,18,1207,TRUE,s010,-0.15255,-0.20284,-0.22912,-0.22912,-0.24971,-0.1,-0.16284,0.06402,0.10343,<undefined>,0.050294,-0.15941,0.24343,-0.28,0.0040202
S14,super,F20,famous,B,18,754,TRUE,s011,0.41161,0.40625,0.34375,0.34375,0.31786,0.0625,0.54197,0.375,0.1777,0.050294,<undefined>,0.54733,0.27574,0.15625,0.15963
S15,super,F20,famous,B,30,853,TRUE,s012,0.6875,0.53571,0.60714,0.60714,0.51838,0.21429,0.89286,0.54733,0.051472,-0.15941,0.54733,<undefined>,-0.086396,0.25,0.36957
S17,super,F20,famous,B,144,1158,TRUE,s013,0.075736,-0.15784,-0.20784,-0.20784,0.092157,0,-0.090685,-0.065685,0.083579,0.24343,0.27574,-0.086396,<undefined>,-0.19571,-0.18382
S90,super,F20,famous,B,145,693,TRUE,s014,0.15625,0.45455,0.30769,0.30769,0.30769,-0.041667,0.30769,0.15625,-0.094281,-0.28,0.15625,0.25,-0.19571,<undefined>,0.086957
S91,super,F20,famous,B,19,1305,TRUE,s015,0.27206,0.13043,0.17391,0.17391,0.11989,-0.065217,0.34783,0.54348,0.10934,0.0040202,0.15963,0.36957,-0.18382,0.086957,<undefined>
S01,super,F20,famous,C,153,1023,TRUE,s001,<undefined>,0.57143,0.57143,0.40476,-0.48366,-0.13469,0.42857,0.7619,-0.35983,-0.034551,0.3694,0.02381,-0.41153,0.14286,-0.058472
S02,super,F20,famous,C,28,894,TRUE,s002,0.57143,<undefined>,0.64706,0.52778,-0.47712,0.011438,0.8,0.42857,-0.3866,-0.013362,0.63905,0.23333,-0.35263,0.4,0.11075
S03,super,F20,famous,C,16,1032,TRUE,s003,0.57143,0.64706,<undefined>,0.68096,-0.30334,0.12774,0.82353,0.51226,-0.31257,0.0032421,0.51514,0.29916,-0.21424,0.29412,-0.013407
S04,super,F20,famous,C,97,1016,TRUE,s004,0.40476,0.52778,0.68096,<undefined>,-0.21664,-0.14284,0.5143,0.40476,-0.33646,-0.023956,0.4262,0.1762,-0.2436,0.25,-0.15155
S07,super,F20,famous,C,26,604,TRUE,s005,-0.48366,-0.47712,-0.30334,-0.21664,<undefined>,0.16716,-0.27712,-0.54283,0.3,-0.15299,-0.24951,-0.10711,0.34911,-0.58177,-0.39017
S09,super,F20,famous,C,84,712,TRUE,s006,-0.13469,0.011438,0.12774,-0.14284,0.16716,<undefined>,0.21144,-0.19386,0.022876,-0.064516,-0.04379,0.42574,-0.0098034,0.031195,-0.057138
S10,super,F20,famous,C,50,709,TRUE,s007,0.42857,0.8,0.82353,0.5143,-0.27712,0.21144,<undefined>,0.3694,-0.28758,-0.0022925,0.57239,0.40572,-0.16513,0.4,0.011643
S11,super,F20,famous,C,20,1015,TRUE,s008,0.7619,0.42857,0.51226,0.40476,-0.54283,-0.19386,0.3694,<undefined>,-0.35983,0.059931,0.32178,-0.015639,-0.4707,0.14286,-0.17344
S12,super,F20,famous,C,82,740,TRUE,s009,-0.35983,-0.3866,-0.31257,-0.33646,0.3,0.022876,-0.28758,-0.35983,<undefined>,0.096774,-0.099019,-0.22663,0.28125,-0.44379,-0.40625
S13,super,F20,famous,C,63,1540,TRUE,s010,-0.034551,-0.013362,0.0032421,-0.023956,-0.15299,-0.064516,-0.0022925,0.059931,0.096774,<undefined>,0.16129,-0.061749,0.1507,-0.064516,0.08618
S14,super,F20,famous,C,113,741,TRUE,s011,0.3694,0.63905,0.51514,0.4262,-0.24951,-0.04379,0.57239,0.32178,-0.099019,0.16129,<undefined>,0.20572,-0.13925,0.4,-0.12408
S15,super,F20,famous,C,139,724,TRUE,s012,0.02381,0.23333,0.29916,0.1762,-0.10711,0.42574,0.40572,-0.015639,-0.22663,-0.061749,0.20572,<undefined>,-0.15533,0.37144,-0.051777
S17,super,F20,famous,C,26,1097,TRUE,s013,-0.41153,-0.35263,-0.21424,-0.2436,0.34911,-0.0098034,-0.16513,-0.4707,0.28125,0.1507,-0.13925,-0.15533,<undefined>,-0.52497,-0.015165
S90,super,F20,famous,C,32,904,TRUE,s014,0.14286,0.4,0.29412,0.25,-0.58177,0.031195,0.4,0.14286,-0.44379,-0.064516,0.4,0.37144,-0.52497,<undefined>,-0.17586
S91,super,F20,famous,C,115,1230,TRUE,s015,-0.058472,0.11075,-0.013407,-0.15155,-0.39017,-0.057138,0.011643,-0.17344,-0.40625,0.08618,-0.12408,-0.051777,-0.015165,-0.17586,<undefined>
S01,super,F20,famous,D,50,1109,TRUE,s001,<undefined>,0.31579,0.23684,0.11429,-0.13906,0.68421,0.18421,0.15041,-0.15789,-0.41047,0.093267,0.2985,-0.097222,0.31579,0.92105
S02,super,F20,famous,D,41,1253,TRUE,s002,0.31579,<undefined>,0.34615,0.15385,-0.18365,0.53333,0.26923,0,0.30769,-0.33694,0.22947,0.5,-0.069444,0.53846,0.36111
S03,super,F20,famous,D,126,777,TRUE,s003,0.23684,0.34615,<undefined>,0.69891,-0.18978,0.43333,0.25,-0.026316,-0.34615,-0.49409,0.036612,0.5,-0.30556,0.54167,0.27778
S04,super,F20,famous,D,125,829,TRUE,s004,0.11429,0.15385,0.69891,<undefined>,-0.023459,0.2781,0.26923,0.052632,-0.38462,-0.35712,0.03125,0.57692,-0.26389,0.30769,0.14842
S07,super,F20,famous,D,20,936,TRUE,s005,-0.13906,-0.18365,-0.18978,-0.023459,<undefined>,-0.042809,-0.23162,0.17144,-0.035714,0.14706,0.3125,0.17962,-0.055556,-0.070377,-0.11901
S09,super,F20,famous,D,29,877,TRUE,s006,0.68421,0.53333,0.43333,0.2781,-0.042809,<undefined>,0.36667,0.13235,-0.066667,-0.34112,0.19914,0.51144,-0.15278,0.53333,0.75
S10,super,F20,famous,D,115,585,TRUE,s007,0.18421,0.26923,0.25,0.26923,-0.23162,0.36667,<undefined>,-0.078947,-0.42308,-0.52855,0,0.41667,-0.33333,0.45833,0.22222
S11,super,F20,famous,D,118,941,TRUE,s008,0.15041,0,-0.026316,0.052632,0.17144,0.13235,-0.078947,<undefined>,-0.052632,-0.19247,-0.078947,0.22407,0.069444,0.083462,0.1459
S12,super,F20,famous,D,134,608,TRUE,s009,-0.15789,0.30769,-0.34615,-0.38462,-0.035714,-0.066667,-0.42308,-0.052632,<undefined>,-0.11765,-0.09375,-0.038462,0.041667,-0.15385,-0.13889
S13,super,F20,famous,D,125,810,TRUE,s010,-0.41047,-0.33694,-0.49409,-0.35712,0.14706,-0.34112,-0.52855,-0.19247,-0.11765,<undefined>,0.039504,-0.29325,0.013889,-0.39576,-0.4055
S14,super,F20,famous,D,55,900,TRUE,s011,0.093267,0.22947,0.036612,0.03125,0.3125,0.19914,0,-0.078947,-0.09375,0.039504,<undefined>,0.23483,0.083333,0.14108,0.12623
S15,super,F20,famous,D,122,785,TRUE,s012,0.2985,0.5,0.5,0.57692,0.17962,0.51144,0.41667,0.22407,-0.038462,-0.29325,0.23483,<undefined>,-0.15039,0.70833,0.34287
S17,super,F20,famous,D,12,2017,TRUE,s013,-0.097222,-0.069444,-0.30556,-0.26389,-0.055556,-0.15278,-0.33333,0.069444,0.041667,0.013889,0.083333,-0.15039,<undefined>,-0.23611,-0.11111
S90,super,F20,famous,D,62,706,TRUE,s014,0.31579,0.53846,0.54167,0.30769,-0.070377,0.53333,0.45833,0.083462,-0.15385,-0.39576,0.14108,0.70833,-0.23611,<undefined>,0.36111
S91,super,F20,famous,D,60,1012,TRUE,s015,0.92105,0.36111,0.27778,0.14842,-0.11901,0.75,0.22222,0.1459,-0.13889,-0.4055,0.12623,0.34287,-0.11111,0.36111,<undefined>
S01,super,N01,novel,A,97,1645,TRUE,s001,<undefined>,-0.016667,0.33333,0.11716,-0.1214,0.15,0.15572,0.33333,-0.15523,-0.1641,0.25,-0.1,-0.28125,-0.14142,-0.25237
S02,super,N01,novel,A,72,620,TRUE,s002,-0.016667,<undefined>,0.057692,0.25,0.10337,0.35294,0.46667,0.29545,-0.19069,-0.34884,0.52941,0.57692,-0.078125,0.15625,-0.047619
S03,super,N01,novel,A,159,1478,TRUE,s003,0.33333,0.057692,<undefined>,0.2121,-0.0087662,0.31759,0.36538,0.46154,-0.43128,-0.11759,0.36538,0.029129,0.125,0.23077,0.02583
S04,super,N01,novel,A,107,1174,TRUE,s004,0.11716,0.25,0.2121,<undefined>,-0.18886,0.4262,0.44921,0.28832,0.063604,-0.067772,0.4262,0.16667,-0.19508,-0.055556,-0.20612
S07,super,N01,novel,A,143,1008,TRUE,s005,-0.1214,0.10337,-0.0087662,-0.18886,<undefined>,0.0017316,0.15802,-0.055815,-0.175,-0.085043,0.074828,-0.0235,0.078125,-0.029412,0.047619
S09,super,N01,novel,A,149,968,TRUE,s006,0.15,0.35294,0.31759,0.4262,0.0017316,<undefined>,0.65715,0.52273,-0.36495,-0.27907,0.82353,0.55882,-0.17188,0.13279,-0.13469
S10,super,N01,novel,A,90,706,TRUE,s007,0.15572,0.46667,0.36538,0.44921,0.15802,0.65715,<undefined>,0.43182,-0.37353,-0.27907,0.70588,0.3781,-0.14062,0.31786,-0.067344
S11,super,N01,novel,A,150,1078,TRUE,s008,0.33333,0.29545,0.46154,0.28832,-0.055815,0.52273,0.43182,<undefined>,-0.15385,-0.22258,0.65909,0.18182,-0.03125,0.11754,0.019497
S12,super,N01,novel,A,122,986,TRUE,s009,-0.15523,-0.19069,-0.43128,0.063604,-0.175,-0.36495,-0.37353,-0.15385,<undefined>,0.034884,-0.24424,-0.3864,-0.21875,-0.41213,-0.11905
S13,super,N01,novel,A,66,2132,TRUE,s010,-0.1641,-0.34884,-0.11759,-0.067772,-0.085043,-0.27907,-0.27907,-0.22258,0.034884,<undefined>,-0.27907,-0.33721,0.15116,-0.05814,0.031236
S14,super,N01,novel,A,94,833,TRUE,s011,0.25,0.52941,0.36538,0.4262,0.074828,0.82353,0.70588,0.65909,-0.24424,-0.27907,<undefined>,0.38235,-0.078125,0.24034,0.0081701
S15,super,N01,novel,A,74,865,TRUE,s012,-0.1,0.57692,0.029129,0.16667,-0.0235,0.55882,0.3781,0.18182,-0.3864,-0.33721,0.38235,<undefined>,-0.25,0.073223,-0.21429
S17,super,N01,novel,A,36,3913,TRUE,s013,-0.28125,-0.078125,0.125,-0.19508,0.078125,-0.17188,-0.14062,-0.03125,-0.21875,0.15116,-0.078125,-0.25,<undefined>,0.125,0.3076
S90,super,N01,novel,A,108,946,TRUE,s014,-0.14142,0.15625,0.23077,-0.055556,-0.029412,0.13279,0.31786,0.11754,-0.41213,-0.05814,0.24034,0.073223,0.125,<undefined>,0.45238
S91,super,N01,novel,A,35,1211,TRUE,s015,-0.25237,-0.047619,0.02583,-0.20612,0.047619,-0.13469,-0.067344,0.019497,-0.11905,0.031236,0.0081701,-0.21429,0.3076,0.45238,<undefined>
S01,super,N01,novel,B,29,1280,TRUE,s001,<undefined>,<undefined>,0.625,0.083333,0.23274,0.055964,0.45833,0.79167,-0.25592,-0.042179,0.041667,0.41667,-0.20711,0.1875,-0.16963
S02,super,N01,novel,B,16,3368,FALSE,s002,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
S03,super,N01,novel,B,130,1168,TRUE,s003,0.625,<undefined>,<undefined>,0.35,0.37929,0.16716,0.6,0.68182,-0.34853,-0.19933,0.15,0.7,-0.41066,0.475,-0.18284
S04,super,N01,novel,B,128,833,TRUE,s004,0.083333,<undefined>,0.35,<undefined>,0.125,-0.0625,0.27778,0.13636,-0.57767,-0.31395,0.071429,0.5,-0.61506,0.67857,-0.5
S07,super,N01,novel,B,105,1098,TRUE,s005,0.23274,<undefined>,0.37929,0.125,<undefined>,0.0625,0.38889,0.29935,-0.27589,-0.11428,0.3125,0.5,-0.31427,0.34375,0.042076
S09,super,N01,novel,B,159,996,TRUE,s006,0.055964,<undefined>,0.16716,-0.0625,0.0625,<undefined>,0.33333,0.10651,-0.18122,-0.091028,0.4375,0.26072,-0.22222,0.15625,0
S10,super,N01,novel,B,124,882,TRUE,s007,0.45833,<undefined>,0.6,0.27778,0.38889,0.33333,<undefined>,0.54545,-0.10948,-0.083048,0.44444,0.61111,-0.21105,0.41667,0.10716
S11,super,N01,novel,B,26,1070,TRUE,s008,0.79167,<undefined>,0.68182,0.13636,0.29935,0.10651,0.54545,<undefined>,-0.32464,-0.12557,0.090909,0.5,-0.33567,0.25,-0.048685
S12,super,N01,novel,B,125,856,TRUE,s009,-0.25592,<undefined>,-0.34853,-0.57767,-0.27589,-0.18122,-0.10948,-0.32464,<undefined>,-0.011628,-0.056218,-0.38388,0.5,-0.43658,0.27778
S13,super,N01,novel,B,136,2106,TRUE,s010,-0.042179,<undefined>,-0.19933,-0.31395,-0.11428,-0.091028,-0.083048,-0.12557,-0.011628,<undefined>,-0.10465,-0.19368,0.011628,-0.23256,-0.10465
S14,super,N01,novel,B,84,593,TRUE,s011,0.041667,<undefined>,0.15,0.071429,0.3125,0.4375,0.44444,0.090909,-0.056218,-0.10465,<undefined>,0.3125,-0.21664,0.34615,0.032544
