subj,ability,face,fame,angle,trial,rt,acc,sq,iaseq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015
D08,devprop,F14,famous,A,28,2400,TRUE,s002,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,x,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D13,devprop,F14,famous,A,37,3015,TRUE,s003,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D14,devprop,F14,famous,A,61,2436,FALSE,s004,x,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D15,devprop,F14,famous,A,111,2955,TRUE,s005,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,x,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D16,devprop,F14,famous,A,77,2002,FALSE,s006,x,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D17,devprop,F14,famous,A,108,2403,FALSE,s007,x,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D18,devprop,F14,famous,A,112,2408,FALSE,s008,x,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D90,devprop,F14,famous,A,15,1097,TRUE,s009,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,x,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D91,devprop,F14,famous,A,25,1424,TRUE,s010,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,x,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D92,devprop,F14,famous,A,33,1753,TRUE,s011,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,x,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D93,devprop,F14,famous,A,107,2132,FALSE,s012,x,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D94,devprop,F14,famous,A,140,1689,TRUE,s013,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,x,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D95,devprop,F14,famous,A,98,2564,TRUE,s014,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,x,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB
D96,devprop,F14,famous,A,98,1680,TRUE,s015,bBbBbBdBdBdBdBdAdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeB,x,bBcCcBcBcBcAcAcAdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcBdBdBcCcCcCcCcBcBcBcBcBcBcBcBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcBcBcBcBcCcCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcAcAcCcCcCcCcCcCcCcC,x,x,x,dBdBdBdBeBeBeBeBeBeBeBeBeBeBdBdBdBdBdB,cCcCcCcCcCdBdBdBeBeBeBeBeBeBeBdBdBdBdBcAcAcAcAbBbBbBbBbBbB,bBbBcAdBdBdBdBdBdBdBdBeBdBdBdBcAcAcAcAcAcAcAcAcAcAcAcAcAcAcA,x,dCdCdCcCcCcCcCcCcCcCcCcCcCcAcAcAcAcAdBdBdCeBeBeBeBeBeBeBeBeBeBeBeBeB,cCcCcCcCcAcAcAcAcCcCcCcCcCeBeBeBeBeBdBdBdBcBcBcBcAcAcAcAcAcAcCcCcCcCcCcCcAcAcAcAbBaBaBaBaBaBaB,x
D06,devprop,F14,famous,B,131,3211,FALSE,s001,x,x,x,x,x,dBdBdBdBdBdBdBeBeBeBeBeBeBcAcAcAcAcAcAcCcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBdAdAdAdAdBdBdAdAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcAcAcAcAcAcAcAcAcAaBaBaBaBaBaBaBaBcCcCcCcCcCcCcCdBdBdBdBdBdBdBdBdBdBdBdBdBcBcBcBcBcAcAcAcAcAcAcAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBbBbBbBbBbBbBbBbBbBbBbBbBbBaBaBaBaB,x,x,eBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcA,x,dBdBdBcBcBcBcBcBcBcBcBcBcBeBeBeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcA,x,dAdAdAdBdBdBdBdBdBcCcCcCcCcCcCcCcCcBcBcBcBeBeBeBeBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcAcAcA,x,cAcAcAcAcAdBdBdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBdAdAdAdAdAdAdAdAdAeBeBeB
D08,devprop,F14,famous,B,102,1951,FALSE,s002,x,x,x,x,x,dBdBdBdBdBdBdBeBeBeBeBeBeBcAcAcAcAcAcAcCcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBdAdAdAdAdBdBdAdAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcAcAcAcAcAcAcAcAcAaBaBaBaBaBaBaBaBcCcCcCcCcCcCcCdBdBdBdBdBdBdBdBdBdBdBdBdBcBcBcBcBcAcAcAcAcAcAcAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBbBbBbBbBbBbBbBbBbBbBbBbBbBaBaBaBaB,x,x,eBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcA,x,dBdBdBcBcBcBcBcBcBcBcBcBcBeBeBeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcA,x,dAdAdAdBdBdBdBdBdBcCcCcCcCcCcCcCcCcBcBcBcBeBeBeBeBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcAcAcA,x,cAcAcAcAcAdBdBdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBdAdAdAdAdAdAdAdAdAeBeBeB
D13,devprop,F14,famous,B,41,4998,FALSE,s003,x,x,x,x,x,dBdBdBdBdBdBdBeBeBeBeBeBeBcAcAcAcAcAcAcCcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBdAdAdAdAdBdBdAdAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcAcAcAcAcAcAcAcAcAaBaBaBaBaBaBaBaBcCcCcCcCcCcCcCdBdBdBdBdBdBdBdBdBdBdBdBdBcBcBcBcBcAcAcAcAcAcAcAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBbBbBbBbBbBbBbBbBbBbBbBbBbBaBaBaBaB,x,x,eBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcA,x,dBdBdBcBcBcBcBcBcBcBcBcBcBeBeBeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcA,x,dAdAdAdBdBdBdBdBdBcCcCcCcCcCcCcCcCcBcBcBcBeBeBeBeBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcAcAcA,x,cAcAcAcAcAdBdBdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBdAdAdAdAdAdAdAdAdAeBeBeB
D14,devprop,F14,famous,B,8,2851,FALSE,s004,x,x,x,x,x,dBdBdBdBdBdBdBeBeBeBeBeBeBcAcAcAcAcAcAcCcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBdAdAdAdAdBdBdAdAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcAcAcAcAcAcAcAcAcAaBaBaBaBaBaBaBaBcCcCcCcCcCcCcCdBdBdBdBdBdBdBdBdBdBdBdBdBcBcBcBcBcAcAcAcAcAcAcAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBbBbBbBbBbBbBbBbBbBbBbBbBbBaBaBaBaB,x,x,eBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcA,x,dBdBdBcBcBcBcBcBcBcBcBcBcBeBeBeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcA,x,dAdAdAdBdBdBdBdBdBcCcCcCcCcCcCcCcCcBcBcBcBeBeBeBeBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcAcAcA,x,cAcAcAcAcAdBdBdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBdAdAdAdAdAdAdAdAdAeBeBeB
D15,devprop,F14,famous,B,8,3225,TRUE,s005,dBdBdBdBdBdBdBeBeBeBeBeBeBcAcAcAcAcAcAcCcCcCcCcCcCcCeBeBeBeBeBeBeBeBeBeBeBeBdAdAdAdAdBdBdAdAdBdBdBdBdBdBdBdBdBdBdBdBdB,x,x,x,x,x,dBdBdBdBdBdBdBdBdBdBcAcAcAcAcAcAcAcAcAaBaBaBaBaBaBaBaBcCcCcCcCcCcCcCdBdBdBdBdBdBdBdBdBdBdBdBdBcBcBcBcBcAcAcAcAcAcAcAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBbBbBbBbBbBbBbBbBbBbBbBbBbBaBaBaBaB,x,x,eBeBeBeBeBeBeBeBeBeBcAcAcAcAcAcA,x,dBdBdBcBcBcBcBcBcBcBcBcBcBeBeBeBeBeBeBeBeBeBeBeBeBeBeBeBcAcAcA,x,dAdAdAdBdBdBdBdBdBcCcCcCcCcCcCcCcCcBcBcBcBeBeBeBeBeBeBeBeBeBcCcCcCcCcCcCcCcCcCcAcAcA,x,cAcAcAcAcAdBdBdAdAdAdAeBeBeBeBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBeBeBeBeBeBeBdAdAdAdAdAdAdAdAdAeBeBeB
