subj,ability,face,fame,angle,trial,rt,acc,sq,iaseq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015
S01,super,F01,famous,A,52,916,TRUE,s001,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S02,super,F01,famous,A,94,516,TRUE,s002,dBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S03,super,F01,famous,A,151,812,TRUE,s003,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,x,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S04,super,F01,famous,A,46,836,TRUE,s004,cAdAdAdAeBeBeBeBeBeBeBeBeB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,x,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S07,super,F01,famous,A,21,863,TRUE,s005,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,x,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S09,super,F01,famous,A,142,838,TRUE,s006,cBcBcBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,x,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S10,super,F01,famous,A,17,676,TRUE,s007,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,x,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S11,super,F01,famous,A,144,807,TRUE,s008,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,x,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S12,super,F01,famous,A,119,543,TRUE,s009,cAdBdBdBcBcBcBcBcBcB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S13,super,F01,famous,A,67,1187,TRUE,s010,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,x,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S14,super,F01,famous,A,89,708,TRUE,s011,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,x,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S15,super,F01,famous,A,94,981,TRUE,s012,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,x,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S17,super,F01,famous,A,124,998,TRUE,s013,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,x,cAcAcAdBdBdBdBdBdBdBdBeBeB,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S90,super,F01,famous,A,79,783,TRUE,s014,cAcAcAdBdBdBdBdBdBdBdBeBeB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,x,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA
S91,super,F01,famous,A,10,1198,TRUE,s015,cAcAcAcAcAcAdAdAdAcCcCcCcCcCcCdAdAdAdAdAdA,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBdBdBdBdBdBdBdB,cAdAdAdAeBeBeBeBeBeBeBeBeB,cAcAcAcAcAcAcAdBdBdBdBdBdBcC,cBcBcBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBcBcBcBcBcBcB,cAcAcAcAcAcCcCcCcCcCdBdBdBcAcAcAcAcAcCcCcCcCcCcC,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdB,cAdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAcCcCcCcCcCcCcCcCcCcA,cAcAcAdBdBdBdBdBdBdBdBeBeB,x
S01,super,F01,famous,B,36,860,TRUE,s001,dAeBdAdAdCdCdCdCdCdCdCdCdCdCdCdBdBdB,x,cBcBcBcBdBdBdBdBdBdBdBcCcC,dBdBdBdBdBdBdBdBdBdBcCcCcC,eBeBeBdBdCdCdCcCcCcCcCcCcC,cAcAcAcAcAcCcCcCcCcCcCcCcCcCcCcB,dAdAdAdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcBcBdBdBdBdBdBdBdBdBdB,cCcBcBcBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dCdCdCdCdBdBdBdBdCcCcCcCcBcBcBcBcC,dAdAdAcAcAcAcBcCcCcCcCcAcAcAcAcBcBcBcBcBdBeBeBeBcAcAcAcAcA,dBdBdBdBdBdBdBdBdBdBcCcC,cBcBcBcBcBcBcBcCcCcCcCcCcAcAcAcA,dBdBdBdBdBdBdAdAdBdBdBdBdB,dBdBdBdBdBdBdBdBeBeBeBeBeBeB,cBcBcBcBcAcAcAcAcBcBdCdCdCdCdCdBdBdBdB
S02,super,F01,famous,B,83,649,TRUE,s002,cBcBcBcBdBdBdBdBdBdBdBcCcC,dAeBdAdAdCdCdCdCdCdCdCdCdCdCdCdBdBdB,x,dBdBdBdBdBdBdBdBdBdBcCcCcC,eBeBeBdBdCdCdCcCcCcCcCcCcC,cAcAcAcAcAcCcCcCcCcCcCcCcCcCcCcB,dAdAdAdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcBcBdBdBdBdBdBdBdBdBdB,cCcBcBcBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dCdCdCdCdBdBdBdBdCcCcCcCcBcBcBcBcC,dAdAdAcAcAcAcBcCcCcCcCcAcAcAcAcBcBcBcBcBdBeBeBeBcAcAcAcAcA,dBdBdBdBdBdBdBdBdBdBcCcC,cBcBcBcBcBcBcBcCcCcCcCcCcAcAcAcA,dBdBdBdBdBdBdAdAdBdBdBdBdB,dBdBdBdBdBdBdBdBeBeBeBeBeBeB,cBcBcBcBcAcAcAcAcBcBdCdCdCdCdCdBdBdBdB
S03,super,F01,famous,B,104,769,TRUE,s003,dBdBdBdBdBdBdBdBdBdBcCcCcC,dAeBdAdAdCdCdCdCdCdCdCdCdCdCdCdBdBdB,cBcBcBcBdBdBdBdBdBdBdBcCcC,x,eBeBeBdBdCdCdCcCcCcCcCcCcC,cAcAcAcAcAcCcCcCcCcCcCcCcCcCcCcB,dAdAdAdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcBcBdBdBdBdBdBdBdBdBdB,cCcBcBcBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dCdCdCdCdBdBdBdBdCcCcCcCcBcBcBcBcC,dAdAdAcAcAcAcBcCcCcCcCcAcAcAcAcBcBcBcBcBdBeBeBeBcAcAcAcAcA,dBdBdBdBdBdBdBdBdBdBcCcC,cBcBcBcBcBcBcBcCcCcCcCcCcAcAcAcA,dBdBdBdBdBdBdAdAdBdBdBdBdB,dBdBdBdBdBdBdBdBeBeBeBeBeBeB,cBcBcBcBcAcAcAcAcBcBdCdCdCdCdCdBdBdBdB
S04,super,F01,famous,B,110,890,TRUE,s004,eBeBeBdBdCdCdCcCcCcCcCcCcC,dAeBdAdAdCdCdCdCdCdCdCdCdCdCdCdBdBdB,cBcBcBcBdBdBdBdBdBdBdBcCcC,dBdBdBdBdBdBdBdBdBdBcCcCcC,x,cAcAcAcAcAcCcCcCcCcCcCcCcCcCcCcB,dAdAdAdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcBcBdBdBdBdBdBdBdBdBdB,cCcBcBcBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dCdCdCdCdBdBdBdBdCcCcCcCcBcBcBcBcC,dAdAdAcAcAcAcBcCcCcCcCcAcAcAcAcBcBcBcBcBdBeBeBeBcAcAcAcAcA,dBdBdBdBdBdBdBdBdBdBcCcC,cBcBcBcBcBcBcBcCcCcCcCcCcAcAcAcA,dBdBdBdBdBdBdAdAdBdBdBdBdB,dBdBdBdBdBdBdBdBeBeBeBeBeBeB,cBcBcBcBcAcAcAcAcBcBdCdCdCdCdCdBdBdBdB
S07,super,F01,famous,B,8,1006,TRUE,s005,cAcAcAcAcAcCcCcCcCcCcCcCcCcCcCcB,dAeBdAdAdCdCdCdCdCdCdCdCdCdCdCdBdBdB,cBcBcBcBdBdBdBdBdBdBdBcCcC,dBdBdBdBdBdBdBdBdBdBcCcCcC,eBeBeBdBdCdCdCcCcCcCcCcCcC,x,dAdAdAdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcBcBdBdBdBdBdBdBdBdBdB,cCcBcBcBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dCdCdCdCdBdBdBdBdCcCcCcCcBcBcBcBcC,dAdAdAcAcAcAcBcCcCcCcCcAcAcAcAcBcBcBcBcBdBeBeBeBcAcAcAcAcA,dBdBdBdBdBdBdBdBdBdBcCcC,cBcBcBcBcBcBcBcCcCcCcCcCcAcAcAcA,dBdBdBdBdBdBdAdAdBdBdBdBdB,dBdBdBdBdBdBdBdBeBeBeBeBeBeB,cBcBcBcBcAcAcAcAcBcBdCdCdCdCdCdBdBdBdB
S09,super,F01,famous,B,38,990,TRUE,s006,dAdAdAdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dAeBdAdAdCdCdCdCdCdCdCdCdCdCdCdBdBdB,cBcBcBcBdBdBdBdBdBdBdBcCcC,dBdBdBdBdBdBdBdBdBdBcCcCcC,eBeBeBdBdCdCdCcCcCcCcCcCcC,cAcAcAcAcAcCcCcCcCcCcCcCcCcCcCcB,x,cCcBcBdBdBdBdBdBdBdBdBdB,cCcBcBcBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dCdCdCdCdBdBdBdBdCcCcCcCcBcBcBcBcC,dAdAdAcAcAcAcBcCcCcCcCcAcAcAcAcBcBcBcBcBdBeBeBeBcAcAcAcAcA,dBdBdBdBdBdBdBdBdBdBcCcC,cBcBcBcBcBcBcBcCcCcCcCcCcAcAcAcA,dBdBdBdBdBdBdAdAdBdBdBdBdB,dBdBdBdBdBdBdBdBeBeBeBeBeBeB,cBcBcBcBcAcAcAcAcBcBdCdCdCdCdCdBdBdBdB
S10,super,F01,famous,B,42,583,TRUE,s007,cCcBcBdBdBdBdBdBdBdBdBdB,dAeBdAdAdCdCdCdCdCdCdCdCdCdCdCdBdBdB,cBcBcBcBdBdBdBdBdBdBdBcCcC,dBdBdBdBdBdBdBdBdBdBcCcCcC,eBeBeBdBdCdCdCcCcCcCcCcCcC,cAcAcAcAcAcCcCcCcCcCcCcCcCcCcCcB,dAdAdAdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,cCcBcBcBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dCdCdCdCdBdBdBdBdCcCcCcCcBcBcBcBcC,dAdAdAcAcAcAcBcCcCcCcCcAcAcAcAcBcBcBcBcBdBeBeBeBcAcAcAcAcA,dBdBdBdBdBdBdBdBdBdBcCcC,cBcBcBcBcBcBcBcCcCcCcCcCcAcAcAcA,dBdBdBdBdBdBdAdAdBdBdBdBdB,dBdBdBdBdBdBdBdBeBeBeBeBeBeB,cBcBcBcBcAcAcAcAcBcBdCdCdCdCdCdBdBdBdB
S11,super,F01,famous,B,142,911,TRUE,s008,cCcBcBcBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dAeBdAdAdCdCdCdCdCdCdCdCdCdCdCdBdBdB,cBcBcBcBdBdBdBdBdBdBdBcCcC,dBdBdBdBdBdBdBdBdBdBcCcCcC,eBeBeBdBdCdCdCcCcCcCcCcCcC,cAcAcAcAcAcCcCcCcCcCcCcCcCcCcCcB,dAdAdAdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcBcBdBdBdBdBdBdBdBdBdB,x,dCdCdCdCdBdBdBdBdCcCcCcCcBcBcBcBcC,dAdAdAcAcAcAcBcCcCcCcCcAcAcAcAcBcBcBcBcBdBeBeBeBcAcAcAcAcA,dBdBdBdBdBdBdBdBdBdBcCcC,cBcBcBcBcBcBcBcCcCcCcCcCcAcAcAcA,dBdBdBdBdBdBdAdAdBdBdBdBdB,dBdBdBdBdBdBdBdBeBeBeBeBeBeB,cBcBcBcBcAcAcAcAcBcBdCdCdCdCdCdBdBdBdB
S12,super,F01,famous,B,71,807,TRUE,s009,dCdCdCdCdBdBdBdBdCcCcCcCcBcBcBcBcC,dAeBdAdAdCdCdCdCdCdCdCdCdCdCdCdBdBdB,cBcBcBcBdBdBdBdBdBdBdBcCcC,dBdBdBdBdBdBdBdBdBdBcCcCcC,eBeBeBdBdCdCdCcCcCcCcCcCcC,cAcAcAcAcAcCcCcCcCcCcCcCcCcCcCcB,dAdAdAdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcBcBdBdBdBdBdBdBdBdBdB,cCcBcBcBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,dAdAdAcAcAcAcBcCcCcCcCcAcAcAcAcBcBcBcBcBdBeBeBeBcAcAcAcAcA,dBdBdBdBdBdBdBdBdBdBcCcC,cBcBcBcBcBcBcBcCcCcCcCcCcAcAcAcA,dBdBdBdBdBdBdAdAdBdBdBdBdB,dBdBdBdBdBdBdBdBeBeBeBeBeBeB,cBcBcBcBcAcAcAcAcBcBdCdCdCdCdCdBdBdBdB
S13,super,F01,famous,B,30,1582,TRUE,s010,dAdAdAcAcAcAcBcCcCcCcCcAcAcAcAcBcBcBcBcBdBeBeBeBcAcAcAcAcA,dAeBdAdAdCdCdCdCdCdCdCdCdCdCdCdBdBdB,cBcBcBcBdBdBdBdBdBdBdBcCcC,dBdBdBdBdBdBdBdBdBdBcCcCcC,eBeBeBdBdCdCdCcCcCcCcCcCcC,cAcAcAcAcAcCcCcCcCcCcCcCcCcCcCcB,dAdAdAdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcBcBdBdBdBdBdBdBdBdBdB,cCcBcBcBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dCdCdCdCdBdBdBdBdCcCcCcCcBcBcBcBcC,x,dBdBdBdBdBdBdBdBdBdBcCcC,cBcBcBcBcBcBcBcCcCcCcCcCcAcAcAcA,dBdBdBdBdBdBdAdAdBdBdBdBdB,dBdBdBdBdBdBdBdBeBeBeBeBeBeB,cBcBcBcBcAcAcAcAcBcBdCdCdCdCdCdBdBdBdB
S14,super,F01,famous,B,71,554,TRUE,s011,dBdBdBdBdBdBdBdBdBdBcCcC,dAeBdAdAdCdCdCdCdCdCdCdCdCdCdCdBdBdB,cBcBcBcBdBdBdBdBdBdBdBcCcC,dBdBdBdBdBdBdBdBdBdBcCcCcC,eBeBeBdBdCdCdCcCcCcCcCcCcC,cAcAcAcAcAcCcCcCcCcCcCcCcCcCcCcB,dAdAdAdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcBcBdBdBdBdBdBdBdBdBdB,cCcBcBcBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dCdCdCdCdBdBdBdBdCcCcCcCcBcBcBcBcC,dAdAdAcAcAcAcBcCcCcCcCcAcAcAcAcBcBcBcBcBdBeBeBeBcAcAcAcAcA,x,cBcBcBcBcBcBcBcCcCcCcCcCcAcAcAcA,dBdBdBdBdBdBdAdAdBdBdBdBdB,dBdBdBdBdBdBdBdBeBeBeBeBeBeB,cBcBcBcBcAcAcAcAcBcBdCdCdCdCdCdBdBdBdB
S15,super,F01,famous,B,15,760,TRUE,s012,cBcBcBcBcBcBcBcCcCcCcCcCcAcAcAcA,dAeBdAdAdCdCdCdCdCdCdCdCdCdCdCdBdBdB,cBcBcBcBdBdBdBdBdBdBdBcCcC,dBdBdBdBdBdBdBdBdBdBcCcCcC,eBeBeBdBdCdCdCcCcCcCcCcCcC,cAcAcAcAcAcCcCcCcCcCcCcCcCcCcCcB,dAdAdAdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cCcBcBdBdBdBdBdBdBdBdBdB,cCcBcBcBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dCdCdCdCdBdBdBdBdCcCcCcCcBcBcBcBcC,dAdAdAcAcAcAcBcCcCcCcCcAcAcAcAcBcBcBcBcBdBeBeBeBcAcAcAcAcA,dBdBdBdBdBdBdBdBdBdBcCcC,x,dBdBdBdBdBdBdAdAdBdBdBdBdB,dBdBdBdBdBdBdBdBeBeBeBeBeBeB,cBcBcBcBcAcAcAcAcBcBdCdCdCdCdCdBdBdBdB
