subj,ability,face,fame,angle,trial,rt,acc,sq,iaseq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015
S07,super,F09,famous,C,158,818,TRUE,s005,cBcBcBcCcCcCcCcBcAcAcAcA,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBcCcCcCcCcCcCcCcCcCcC,cBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcCcCcC,x,cAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBcBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,dBcCcCcBcAcAcAcAcAcCcCcCcCcCcCcA,cAcAdBdBdBdBdBdBdBdBdBdBdB,bBcBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcCcBcAcAcAcCcCcCcCcCcCcC,cAcAdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB
S09,super,F09,famous,C,107,999,TRUE,s006,cAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBcCcCcCcCcCcCcCcCcCcC,cBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcCcCcC,cBcBcBcCcCcCcCcBcAcAcAcA,x,dBdBcBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,dBcCcCcBcAcAcAcAcAcCcCcCcCcCcCcA,cAcAdBdBdBdBdBdBdBdBdBdBdB,bBcBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcCcBcAcAcAcCcCcCcCcCcCcC,cAcAdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB
S10,super,F09,famous,C,119,601,TRUE,s007,dBdBcBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBcCcCcCcCcCcCcCcCcCcC,cBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcCcCcC,cBcBcBcCcCcCcCcBcAcAcAcA,cAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdB,x,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,dBcCcCcBcAcAcAcAcAcCcCcCcCcCcCcA,cAcAdBdBdBdBdBdBdBdBdBdBdB,bBcBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcCcBcAcAcAcCcCcCcCcCcCcC,cAcAdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB
S11,super,F09,famous,C,93,880,TRUE,s008,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBcCcCcCcCcCcCcCcCcCcC,cBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcCcCcC,cBcBcBcCcCcCcCcBcAcAcAcA,cAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBcBdBdBdBdBdBdBdBdBdB,x,x,dBcCcCcBcAcAcAcAcAcCcCcCcCcCcCcA,cAcAdBdBdBdBdBdBdBdBdBdBdB,bBcBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcCcBcAcAcAcCcCcCcCcCcCcC,cAcAdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB
S12,super,F09,famous,C,8,1258,FALSE,s009,x,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBcCcCcCcCcCcCcCcCcCcC,cBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcCcCcC,cBcBcBcCcCcCcCcBcAcAcAcA,cAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBcBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,dBcCcCcBcAcAcAcAcAcCcCcCcCcCcCcA,cAcAdBdBdBdBdBdBdBdBdBdBdB,bBcBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcCcBcAcAcAcCcCcCcCcCcCcC,cAcAdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB
S13,super,F09,famous,C,152,788,TRUE,s010,dBcCcCcBcAcAcAcAcAcCcCcCcCcCcCcA,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBcCcCcCcCcCcCcCcCcCcC,cBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcCcCcC,cBcBcBcCcCcCcCcBcAcAcAcA,cAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBcBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,x,cAcAdBdBdBdBdBdBdBdBdBdBdB,bBcBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcCcBcAcAcAcCcCcCcCcCcCcC,cAcAdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB
S14,super,F09,famous,C,110,762,TRUE,s011,cAcAdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBcCcCcCcCcCcCcCcCcCcC,cBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcCcCcC,cBcBcBcCcCcCcCcBcAcAcAcA,cAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBcBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,dBcCcCcBcAcAcAcAcAcCcCcCcCcCcCcA,x,bBcBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcCcBcAcAcAcCcCcCcCcCcCcC,cAcAdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB
S15,super,F09,famous,C,98,876,TRUE,s012,bBcBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBcCcCcCcCcCcCcCcCcCcC,cBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcCcCcC,cBcBcBcCcCcCcCcBcAcAcAcA,cAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBcBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,dBcCcCcBcAcAcAcAcAcCcCcCcCcCcCcA,cAcAdBdBdBdBdBdBdBdBdBdBdB,x,cCcCcCcCcCcCcBcAcAcAcCcCcCcCcCcCcC,cAcAdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB
S17,super,F09,famous,C,134,1004,TRUE,s013,cCcCcCcCcCcCcBcAcAcAcCcCcCcCcCcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBcCcCcCcCcCcCcCcCcCcC,cBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcCcCcC,cBcBcBcCcCcCcCcBcAcAcAcA,cAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBcBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,dBcCcCcBcAcAcAcAcAcCcCcCcCcCcCcA,cAcAdBdBdBdBdBdBdBdBdBdBdB,bBcBdBdBdBdBdBdBdBdBdBdBdB,x,cAcAdBdBdBdBdBdBdBdBdBdBdB,cAcAcAcAdBdBdBdBdBdBdBdBdBdB
S90,super,F09,famous,C,135,755,TRUE,s014,cAcAdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBcCcCcCcCcCcCcCcCcCcC,cBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcCcCcC,cBcBcBcCcCcCcCcBcAcAcAcA,cAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBcBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,dBcCcCcBcAcAcAcAcAcCcCcCcCcCcCcA,cAcAdBdBdBdBdBdBdBdBdBdBdB,bBcBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcCcBcAcAcAcCcCcCcCcCcCcC,x,cAcAcAcAdBdBdBdBdBdBdBdBdBdB
S91,super,F09,famous,C,77,888,TRUE,s015,cAcAcAcAdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,cAcAcAdBdBdBdBcCcCcCcCcCcCcCcCcCcC,cBcBcBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBcCcCcC,cBcBcBcCcCcCcCcBcAcAcAcA,cAcAcAcAdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBcBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdB,x,dBcCcCcBcAcAcAcAcAcCcCcCcCcCcCcA,cAcAdBdBdBdBdBdBdBdBdBdBdB,bBcBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcCcCcCcBcAcAcAcCcCcCcCcCcCcC,cAcAdBdBdBdBdBdBdBdBdBdBdB,x
S01,super,F09,famous,D,17,902,TRUE,s001,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,x,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S02,super,F09,famous,D,117,560,TRUE,s002,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,x,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S03,super,F09,famous,D,26,1397,TRUE,s003,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,x,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S04,super,F09,famous,D,27,927,TRUE,s004,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,x,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S07,super,F09,famous,D,76,911,TRUE,s005,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,x,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S09,super,F09,famous,D,154,963,TRUE,s006,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,x,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S10,super,F09,famous,D,116,631,TRUE,s007,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,x,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S11,super,F09,famous,D,109,1077,TRUE,s008,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,x,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S12,super,F09,famous,D,64,867,FALSE,s009,x,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S13,super,F09,famous,D,54,1238,TRUE,s010,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,x,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S14,super,F09,famous,D,115,640,TRUE,s011,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,x,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S15,super,F09,famous,D,136,764,TRUE,s012,dBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,x,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S17,super,F09,famous,D,35,1375,TRUE,s013,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,x,eBeBeBdBdBdBdBdBdBeBeB,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S90,super,F09,famous,D,90,676,TRUE,s014,eBeBeBdBdBdBdBdBdBeBeB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,x,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB
S91,super,F09,famous,D,24,1080,TRUE,s015,cBcBcBcBcBcBcAcAcAcBcBcBcBcCdCdCcCcCcCeBeBeB,dBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdBdCdCdC,dAdAdAdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdBdBdBdBdBdBcCcCcCcCcCdBdBdBdBdBdBdBcAcA,eBeBeBeBdBdBdBdBdBdBdBcCcCcC,dBdBdBdBdBdCdCdCdCcCdCdCcCcCcC,cAcAcAcCcCcCcCcCcCcCcCdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcBcBcBcBcBcBcCcCcCcCcCcCcCcCcCcCcBcB,x,dBdBdBcAcAcAcCcCcCcCcCcCcAcAcAcAdBdBdBdBcBcBcBcCcC,dBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCcBcBcBcBcAcAcAcAcCcCcCcCcCcCcCcAcAcAcAcAeB,eBeBeBdBdBdBdBdBdBeBeB,x
S01,super,F10,famous,A,2,3362,TRUE,s001,cCcCcCcCdBdBdBdBdBdBdBdBdBdBdCdCdCdCdCdCdCdCdCdCdCdCdCcCdCdCdCdBdBdBdBdBdCdCdCdCdCcCcCcCcCcCcCcCcCdCdCcCcCcCcCdC,x,dBdBdBdBdBdBdBdBdBdBdBdB,cCcCcCdBdBdBdBdBdBdBdBcBcBcBcCcCcCcCcC,cCdBdBdBdBdBdBdBdBdBdBdBdBcCcCcC,bBbBbBcBcAcAcAcCcCcCcCcCcCcC,cCcCcCdBdBdBdBdBdBdBdB,dBdBdBdBdBdBdBdBdBdBdBdBdBdB,dBdBdBdBcCcCcCcCcCcCcCcCcCcBcBcBcBcAcAcAcA,dBdBdBdBdBdBdBdBcBcBcBcCcCcCcCcB,dBdBdBcAcAcAcAcAcCcCcCcCcAcAcAcAcAcCcCcCcCcCeBeBeB,dBdBdBdBdBdBdBdBdBdBcAcAcAcA,bBbBbBdBdBdBdBdBdBdBdB,dBcCcCcCcCcCcCcCcAcAcAcAcCcCcC,cCcCcBcBdBdBdBdBdBdB,cCcCcCcCcBcBcBcBcBcBcBdBdCdCdCdCdCeBeBeBeBdBdBdB
