fame,ability,face,subj,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s045,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057,s058,s059,s060
famous,super,F01,S01,A,52,916,TRUE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.16692,0.18421,0.36842,<undefined>,0.30302,0.12332,0.39474,<undefined>,-0.23607,-0.27064,0.43674,<undefined>,-0.40596,-0.30598,0.040851,<undefined>,0.68421,-0.073658,0.5,<undefined>,0.26767,0.60526,0.68421,<undefined>,0.66241,1,0.12821,<undefined>,0.070692,0.14964,-0.14357,<undefined>,-0.22363,-0.37511,-0.15601,<undefined>,0.2985,0.15867,0.11507,<undefined>,-0.27515,0.035346,0.56166,<undefined>,0.42105,-0.22514,0.20132,<undefined>,0.28947,0.55263,0.31579,<undefined>,0.12332,0.73913,0.25444
famous,super,F01,S01,B,36,860,TRUE,s002,<undefined>,<undefined>,<undefined>,<undefined>,-0.027778,<undefined>,0.055556,0.02383,0.055556,<undefined>,-0.10635,0.042076,-0.16585,<undefined>,-0.32298,-0.035364,-0.22222,<undefined>,-0.24918,-0.015639,-0.041258,<undefined>,-0.22222,0.16667,0,<undefined>,0.055556,0.083333,0.13889,<undefined>,0.13158,-0.012821,-0.29126,<undefined>,-0.21269,-0.13889,-0.21844,<undefined>,-0.33664,-0.2879,0.027778,<undefined>,-0.11111,-0.16667,0.055556,<undefined>,-0.22617,0.055556,-0.18968,<undefined>,-0.30474,0.13636,-0.083333,<undefined>,0.019064,-0.1619,-0.21429,<undefined>,0.021739,0.020425
famous,super,F01,S01,C,83,1176,TRUE,s003,<undefined>,<undefined>,<undefined>,<undefined>,0.1875,0.3125,<undefined>,0.1875,0.25,0.3125,<undefined>,0.20833,-0.22917,-0.055351,<undefined>,0.39583,0.031557,-0.16248,<undefined>,0.025021,0.3125,0.42024,<undefined>,0.29167,0.20833,0.20833,<undefined>,0.4375,0.52083,0.5625,<undefined>,0.089744,-0.16667,0.020833,<undefined>,0.017872,0.067301,-0.25515,<undefined>,0.20937,0.27083,0.25,<undefined>,0.19822,0.33333,-0.017259,<undefined>,0.34048,-0.16963,0.22917,<undefined>,0.10478,0.10417,0.125,<undefined>,0.14583,-0.21487,0.16013,<undefined>,0.059539
famous,super,F01,S01,D,89,1316,TRUE,s004,<undefined>,<undefined>,<undefined>,<undefined>,0.11111,0.074074,0.018519,<undefined>,0.12064,0.22222,-0.024328,<undefined>,-0.2746,0,-0.076706,<undefined>,-0.08887,-0.082516,0.018519,<undefined>,0.11111,0.33333,-0.042846,<undefined>,0.068265,0.040214,0.27778,<undefined>,0.44444,0.31799,0.55556,<undefined>,-0.18201,0.14815,0.077251,<undefined>,0.047659,-0.28423,-0.15078,<undefined>,0.12382,0.16667,0.12064,<undefined>,0.2254,-0.10793,-0.12328,<undefined>,-0.095225,0.14815,-0.18519,<undefined>,-0.0089867,0.055556,0.24074,<undefined>,-0.14443,-0.061365,0.48148,<undefined>
famous,super,F01,S02,A,94,516,TRUE,s005,<undefined>,-0.027778,0.1875,0.11111,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.66045,0.39781,0.60714,<undefined>,-0.12745,-0.27393,0.28571,<undefined>,-0.41513,-0.25508,0.0081701,<undefined>,0.47059,0.16789,0.67857,<undefined>,0.70833,0.67857,0.6,<undefined>,0.36842,0.36842,-0.076923,<undefined>,0.058824,0.52145,0.0077312,<undefined>,-0.27586,-0.40494,-0.18241,<undefined>,0.75715,0.37553,0.20358,<undefined>,-0.2598,0.34048,0.53125,<undefined>,0.76923,-0.25782,0.11364,<undefined>,0.46429,0.53125,0.61538,<undefined>,0,0.21739,0.14286
famous,super,F01,S02,B,83,649,TRUE,s006,0.16692,<undefined>,0.3125,0.074074,<undefined>,<undefined>,<undefined>,<undefined>,0.40511,<undefined>,0.46154,0.25,-0.24943,<undefined>,0,0.2381,0.36327,<undefined>,0.24492,0.12313,0.70551,<undefined>,0.46814,0.37553,0.40511,<undefined>,0.40511,0.34477,0.24539,<undefined>,0.16692,-0.12821,0.11538,<undefined>,0.5,0.058258,-0.089869,<undefined>,-0.12606,0.086822,0.34477,<undefined>,0.60714,0.46875,0.40511,<undefined>,0.54506,0.46875,-0.099964,<undefined>,-0.11496,0.14026,0.38462,<undefined>,0.25536,0.23077,-0.17414,<undefined>,0.050938,0.12313
famous,super,F01,S02,C,57,587,TRUE,s007,0.18421,0.055556,<undefined>,0.018519,<undefined>,<undefined>,<undefined>,<undefined>,0.42857,0.5,<undefined>,0.3694,0.038462,-0.15271,<undefined>,0.11905,0.25613,-0.24372,<undefined>,0.02381,0.43627,0.44118,<undefined>,0.57143,0.42857,0.43096,<undefined>,0.36667,0.26471,0.18421,<undefined>,-0.16667,0.33333,0.029412,<undefined>,-0.057126,-0.19404,-0.15517,<undefined>,-0.19504,0.3,0.58333,<undefined>,0.375,0.42857,-0.28033,<undefined>,0.3125,-0.27854,0.42308,<undefined>,0.22727,0.42308,0.14286,<undefined>,0.26923,-0.17005,-0.078947,<undefined>,0.11905
famous,super,F01,S02,D,19,739,TRUE,s008,0.36842,0.02383,0.1875,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.43333,0.33333,0.2,<undefined>,0.26667,-0.2,0.064736,<undefined>,0.017157,-0.55086,-0.43807,<undefined>,0.37239,0.52941,-0.010457,<undefined>,0.36667,0.33905,0.56667,<undefined>,0.47059,0.29399,0.36842,<undefined>,0.033333,-0.14201,0.20572,<undefined>,-0.37439,-0.19506,-0.53538,<undefined>,0.33333,0.36667,0.20572,<undefined>,0.56667,-0.4473,0.072386,<undefined>,-0.54853,0.4781,-0.2102,<undefined>,0.26667,0.5,0.78125,<undefined>,-0.33672,-0.025541,0.3913,<undefined>
famous,super,F01,S03,A,151,812,TRUE,s009,<undefined>,0.055556,0.25,0.12064,<undefined>,0.40511,0.42857,0.43333,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.22549,-0.0092267,0.24218,<undefined>,-0.13388,-0.23669,0.22246,<undefined>,0.55882,0.38165,0.75613,<undefined>,0.5,0.69695,0.61716,<undefined>,0.44737,0.38197,-0.070324,<undefined>,-0.029412,0.33981,-0.099964,<undefined>,-0.13497,-0.26332,-0.17251,<undefined>,0.54184,0.69695,0.45895,<undefined>,-0.24372,0.22654,0.51072,<undefined>,0.60714,-0.19795,0.18182,<undefined>,0.35714,0.47411,0.46429,<undefined>,0.23684,0.22858,0.16667
famous,super,F01,S03,B,104,769,TRUE,s010,0.30302,<undefined>,0.3125,0.22222,0.66045,<undefined>,0.5,0.33333,<undefined>,<undefined>,<undefined>,<undefined>,-0.23077,<undefined>,-0.014273,0.36123,0.20308,<undefined>,0.060225,-0.067344,0.53846,<undefined>,0.44947,0.54797,0.46429,<undefined>,0.58981,0.51716,0.39749,<undefined>,0.30302,-0.051282,0.083522,<undefined>,0.57692,0.34729,-0.099979,<undefined>,-0.21302,-0.012632,0.43905,<undefined>,0.69083,0.47947,0.58981,<undefined>,0.19231,0.65625,-0.1173,<undefined>,-0.29727,0.12144,0.38462,<undefined>,0.41697,0.46154,-0.18569,<undefined>,0.16336,0.055789
famous,super,F01,S03,C,112,806,TRUE,s011,0.12332,-0.10635,<undefined>,-0.024328,0.39781,0.46154,<undefined>,0.2,<undefined>,<undefined>,<undefined>,<undefined>,-0.076923,-0.29449,<undefined>,0.063959,0.57756,0.037532,<undefined>,0.2381,0.5066,0.26975,<undefined>,0.40511,0.75,0.42308,<undefined>,0.28954,0.19666,0.21053,<undefined>,-0.19633,0.34615,0,<undefined>,-0.095588,-0.0065356,-0.083249,<undefined>,-0.14395,0.21144,0.35935,<undefined>,0.53125,0.44695,-0.1973,<undefined>,0.2402,0.042893,0.32089,<undefined>,0.068182,0.61538,0.10714,<undefined>,0.23077,-0.039449,0.15789,<undefined>,0.047619
famous,super,F01,S03,D,5,848,TRUE,s012,0.39474,0.042076,0.20833,<undefined>,0.60714,0.25,0.3694,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.035714,0.07248,-0.092416,<undefined>,0.02451,-0.5455,-0.40406,<undefined>,0.46429,0.5,-0.0050763,<undefined>,0.42857,0.42857,0.71429,<undefined>,0.5,0.34211,0.39474,<undefined>,0.041842,0.025231,0.29797,<undefined>,-0.37081,-0.30147,-0.49563,<undefined>,0.43333,0.5,0.22654,<undefined>,0.64286,-0.39017,0.14286,<undefined>,-0.58158,0.53571,-0.35714,<undefined>,0.32143,0.28571,0.4375,<undefined>,-0.35236,-0.13158,0.23913,<undefined>
famous,super,F01,S04,A,46,836,TRUE,s013,<undefined>,-0.16585,-0.22917,-0.2746,<undefined>,-0.24943,0.038462,0.26667,<undefined>,-0.23077,-0.076923,-0.035714,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.59375,-0.76733,-0.28571,<undefined>,0,-0.19231,0.035714,<undefined>,-0.14725,-0.065301,-0.094281,<undefined>,-0.15789,-0.1797,-0.11318,<undefined>,-0.47477,-0.34615,-0.69231,<undefined>,-0.27586,-0.56522,-0.4901,<undefined>,-0.19231,-0.10714,-0.15625,<undefined>,-0.59375,-0.34615,-0.11964,<undefined>,-0.095588,-0.19048,0.022727,<undefined>,0.36327,0.13036,0.27583,<undefined>,-0.21427,-0.061488,-0.2381
famous,super,F01,S04,B,110,890,TRUE,s014,-0.23607,<undefined>,-0.055351,0,-0.12745,<undefined>,-0.15271,-0.2,-0.22549,<undefined>,-0.29449,0.07248,<undefined>,<undefined>,<undefined>,<undefined>,-0.32143,<undefined>,0.14898,-0.12652,-0.24943,<undefined>,-0.038462,-0.17139,-0.26733,<undefined>,-0.14181,-0.16569,-0.20502,<undefined>,-0.23607,-0.12821,-0.11538,<undefined>,0.006599,0.53846,-0.10417,<undefined>,-0.10497,-0.096154,-0.24379,<undefined>,0.077556,-0.020527,-0.14181,<undefined>,-0.44721,0.016085,0.14898,<undefined>,-0.13469,-0.060383,-0.33955,<undefined>,-0.21875,-0.29449,-0.13469,<undefined>,-0.22794,-0.14624
famous,super,F01,S04,C,65,1044,TRUE,s015,-0.27064,-0.32298,<undefined>,-0.076706,-0.27393,0,<undefined>,0.064736,-0.0092267,-0.014273,<undefined>,-0.092416,<undefined>,<undefined>,<undefined>,<undefined>,0.14706,0.20588,<undefined>,0.047619,-0.19074,-0.17056,<undefined>,-0.21006,0.073962,-0.25461,<undefined>,-0.25375,-0.24366,-0.16164,<undefined>,-0.18131,-0.20588,-0.13192,<undefined>,-0.058824,0.10417,-0.2069,<undefined>,-0.057692,-0.39158,-0.10251,<undefined>,0.38235,-0.1756,-0.088235,<undefined>,-0.057958,0.14706,-0.31257,<undefined>,-0.19675,0.068916,0.025231,<undefined>,-0.063004,0.1313,-0.1526,<undefined>,-0.33333
famous,super,F01,S04,D,39,1399,TRUE,s016,0.43674,-0.035364,0.39583,<undefined>,0.28571,0.2381,0.11905,<undefined>,0.24218,0.36123,0.063959,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.00070089,-0.35574,-0.18978,<undefined>,0.2381,0.39729,0.020425,<undefined>,0.17484,0.19456,0.40476,<undefined>,0.45647,0.2381,0.43674,<undefined>,-0.13877,0.02451,0.16667,<undefined>,-0.30116,-0.38176,-0.42295,<undefined>,0.21837,0.35714,0.23063,<undefined>,0.35714,-0.27346,-0.015639,<undefined>,-0.33602,0.28571,-0.46802,<undefined>,0.10341,0.11905,0.2619,<undefined>,-0.41562,-0.19048,0.31181,<undefined>
famous,super,F01,S07,A,21,863,TRUE,s017,<undefined>,-0.22222,0.031557,-0.08887,<undefined>,0.36327,0.25613,0.017157,<undefined>,0.20308,0.57756,0.02451,<undefined>,-0.32143,0.14706,0.00070089,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.14288,0.54184,0.25105,<undefined>,0.19695,0.19188,0.14575,<undefined>,0.11881,0.0098048,-0.21537,<undefined>,-0.20588,0.15511,-0.16632,<undefined>,-0.017241,-0.042838,-0.11812,<undefined>,0.2388,0.51226,0.66161,<undefined>,-0.22855,0.28571,0.13128,<undefined>,0.14391,-0.071429,0.0077988,<undefined>,-0.059173,0.03217,0.018383,<undefined>,0.23684,-0.078857,0.0040851
famous,super,F01,S07,B,8,1006,TRUE,s018,-0.40596,<undefined>,-0.16248,-0.082516,-0.41513,<undefined>,-0.24372,-0.55086,-0.13388,<undefined>,0.037532,-0.5455,-0.59375,<undefined>,0.20588,-0.35574,<undefined>,<undefined>,<undefined>,<undefined>,-0.32675,<undefined>,0.18306,-0.34727,-0.045495,<undefined>,-0.39905,-0.39369,-0.39489,<undefined>,-0.40596,-0.33296,-0.14017,<undefined>,-0.26961,0.3652,0.45833,<undefined>,0.32609,0.13791,-0.18658,<undefined>,0.10539,0.25628,-0.31066,<undefined>,-0.26517,-0.23744,0.75,<undefined>,0.02381,0.053253,-0.21247,<undefined>,-0.53477,-0.55086,0.19456,<undefined>,-0.42231,-0.14216
famous,super,F01,S07,C,91,892,TRUE,s019,-0.30598,-0.24918,<undefined>,0.018519,-0.25508,0.24492,<undefined>,-0.43807,-0.23669,0.060225,<undefined>,-0.40406,-0.76733,0.14898,<undefined>,-0.18978,<undefined>,<undefined>,<undefined>,<undefined>,-0.028535,-0.28316,<undefined>,-0.29587,-0.23669,-0.10609,<undefined>,-0.25425,-0.28316,-0.042827,<undefined>,-0.29487,0,0.098328,<undefined>,0.53571,0.125,-0.11477,<undefined>,0.23077,-0.25425,-0.046918,<undefined>,-0.0044417,-0.23669,0.5,<undefined>,-0.066942,0.5,-0.3265,<undefined>,-0.011029,-0.3265,-0.48774,<undefined>,-0.41019,0.02381,0.11881,<undefined>,0.020425
famous,super,F01,S07,D,18,1215,TRUE,s020,0.040851,-0.015639,0.025021,<undefined>,0.0081701,0.12313,0.02381,<undefined>,0.22246,-0.067344,0.2381,<undefined>,-0.28571,-0.12652,0.047619,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.1592,0.091854,0.099323,<undefined>,0.2898,0.10749,0.020425,<undefined>,0.032681,0.19526,0.040851,<undefined>,-0.1306,-0.17414,-0.02381,<undefined>,0.30239,0.13793,0.32673,<undefined>,0.17892,-0.043534,0.11905,<undefined>,0.087769,0.25035,0.099323,<undefined>,0.35714,-0.039449,0.17892,<undefined>,0.14286,-0.16667,-0.082983,<undefined>,0.43674,0.28571,-0.049658,<undefined>
famous,super,F01,S09,A,142,838,TRUE,s021,<undefined>,-0.041258,0.3125,0.11111,<undefined>,0.70551,0.43627,0.37239,<undefined>,0.53846,0.5066,0.46429,<undefined>,-0.24943,-0.19074,0.2381,<undefined>,-0.32675,-0.028535,0.1592,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.80769,0.67857,0.6,<undefined>,0.52632,0.36842,-0.076923,<undefined>,0.044551,0.35935,-0.11425,<undefined>,-0.18078,-0.26705,-0.060426,<undefined>,0.57692,0.47654,0.26608,<undefined>,-0.06158,0.5132,0.53125,<undefined>,0.61538,-0.10679,0.15909,<undefined>,0.32143,0.46875,0.46154,<undefined>,0.21053,0.21739,0.1313
famous,super,F01,S09,B,38,990,TRUE,s022,0.68421,<undefined>,0.42024,0.33333,0.47059,<undefined>,0.44118,0.52941,0.55882,<undefined>,0.26975,0.5,0,<undefined>,-0.17056,0.39729,0.14288,<undefined>,-0.28316,0.091854,<undefined>,<undefined>,<undefined>,<undefined>,0.47563,<undefined>,0.73529,0.76471,0.82353,<undefined>,0.68421,0.025641,-0.029412,<undefined>,0.22607,-0.10164,-0.21068,<undefined>,-0.38256,-0.21041,0.45632,<undefined>,0.30926,0.29498,0.67647,<undefined>,0.098328,0.61765,-0.35626,<undefined>,-0.29248,0.32988,0.35294,<undefined>,0.55882,0.41176,-0.16597,<undefined>,0.47826,0.31361
famous,super,F01,S09,C,145,704,TRUE,s023,-0.073658,-0.22222,<undefined>,-0.042846,0.16789,0.46814,<undefined>,-0.010457,0.38165,0.44947,<undefined>,-0.0050763,-0.19231,-0.038462,<undefined>,0.020425,0.54184,0.18306,<undefined>,0.099323,<undefined>,<undefined>,<undefined>,<undefined>,0.48267,0.19526,<undefined>,0.040034,-0.0235,0.013545,<undefined>,-0.23479,0.16667,0.029412,<undefined>,0.16045,0.13215,-0.19802,<undefined>,-0.015931,0.00098124,0.41074,<undefined>,0.625,0.17962,0.010723,<undefined>,0.20895,0.28064,0.078055,<undefined>,0.090909,0.40441,-0.08876,<undefined>,-0.012066,0.079599,0.078947,<undefined>,-0.063258
famous,super,F01,S09,D,97,836,TRUE,s024,0.5,0.16667,0.29167,<undefined>,0.67857,0.37553,0.57143,<undefined>,0.75613,0.54797,0.40511,<undefined>,0.035714,-0.17139,-0.21006,<undefined>,0.25105,-0.34727,-0.29587,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.65511,0.54184,0.85714,<undefined>,0.61765,0.4782,0.5,<undefined>,0.071429,0.029412,0.38165,<undefined>,-0.23866,-0.16946,-0.41176,<undefined>,0.53905,0.58368,0.45308,<undefined>,0.85714,-0.2955,0.22654,<undefined>,-0.35504,0.67857,-0.28501,<undefined>,0.50613,0.42857,0.5625,<undefined>,-0.17005,0.057147,0.32609,<undefined>
famous,super,F01,S10,A,17,676,TRUE,s025,<undefined>,0,0.20833,0.068265,<undefined>,0.40511,0.42857,0.36667,<undefined>,0.46429,0.75,0.42857,<undefined>,-0.26733,0.073962,0.17484,<undefined>,-0.045495,-0.23669,0.2898,<undefined>,0.47563,0.48267,0.65511,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.39474,0.30753,-0.10659,<undefined>,-0.088235,0.29797,-0.14181,<undefined>,-0.10049,-0.20183,-0.17251,<undefined>,0.5,0.65511,0.54733,<undefined>,-0.24372,0.22654,0.42233,<undefined>,0.50613,-0.17822,0.13636,<undefined>,0.28571,0.38572,0.39286,<undefined>,0.28947,0.16709,0.11905
famous,super,F01,S10,B,42,583,TRUE,s026,0.26767,<undefined>,0.20833,0.040214,0.70833,<undefined>,0.43096,0.33905,0.5,<undefined>,0.42308,0.42857,-0.14725,<undefined>,-0.25461,0.19456,0.19695,<undefined>,-0.10609,0.10749,0.80769,<undefined>,0.19526,0.54184,<undefined>,<undefined>,<undefined>,<undefined>,0.35799,<undefined>,0.26767,-0.12601,0.16667,<undefined>,0.38215,-0.12085,-0.18689,<undefined>,-0.31426,-0.10219,0.56667,<undefined>,0.39898,0.19822,0.54184,<undefined>,0.5143,0.41161,-0.34996,<undefined>,-0.15033,0.18182,0.5,<undefined>,0.41161,0.42308,-0.22584,<undefined>,0.13416,0.079599
famous,super,F01,S10,C,101,674,TRUE,s027,0.60526,0.055556,<undefined>,0.27778,0.67857,0.40511,<undefined>,0.56667,0.69695,0.58981,<undefined>,0.71429,-0.065301,-0.14181,<undefined>,0.40476,0.19188,-0.39905,<undefined>,0.020425,0.67857,0.73529,<undefined>,0.85714,<undefined>,<undefined>,<undefined>,<undefined>,0.73529,0.55263,<undefined>,0.038462,0.041842,0.12269,<undefined>,-0.01628,-0.27318,-0.23842,<undefined>,-0.17251,0.61716,0.58368,<undefined>,0.21967,0.89898,-0.24372,<undefined>,0.75,-0.41421,0.75,<undefined>,0.18182,0.44695,0.57143,<undefined>,0.60714,-0.26529,0.078947,<undefined>,0.21429
famous,super,F01,S10,D,152,706,TRUE,s028,0.68421,0.083333,0.4375,<undefined>,0.6,0.34477,0.36667,<undefined>,0.61716,0.51716,0.28954,<undefined>,-0.094281,-0.16569,-0.25375,<undefined>,0.14575,-0.39369,-0.25425,<undefined>,0.6,0.76471,0.040034,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.82353,0.57895,0.68421,<undefined>,0.0057191,0.12774,0.32288,<undefined>,-0.26961,-0.23546,-0.39002,<undefined>,0.62288,0.51144,0.33431,<undefined>,0.80572,-0.23836,0.1781,<undefined>,-0.41993,0.66667,-0.24148,<undefined>,0.38382,0.5,0.71875,<undefined>,-0.2612,0.10526,0.47826,<undefined>
famous,super,F01,S11,A,144,807,TRUE,s029,<undefined>,0.13889,0.52083,0.44444,<undefined>,0.24539,0.26471,0.47059,<undefined>,0.39749,0.19666,0.5,<undefined>,-0.20502,-0.24366,0.45647,<undefined>,-0.39489,-0.28316,0.032681,<undefined>,0.82353,-0.0235,0.61765,<undefined>,0.35799,0.73529,0.82353,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.13783,0.22607,-0.10164,<undefined>,-0.22955,-0.38256,-0.16261,<undefined>,0.39245,0.23616,0.18743,<undefined>,-0.2487,0.098328,0.68656,<undefined>,0.52941,-0.23331,0.19352,<undefined>,0.38235,0.67647,0.41176,<undefined>,0.11429,0.6087,0.24627
famous,super,F01,S11,B,142,911,TRUE,s030,0.66241,<undefined>,0.5625,0.31799,0.36842,<undefined>,0.18421,0.29399,0.44737,<undefined>,0.21053,0.34211,-0.15789,<undefined>,-0.16164,0.2381,0.11881,<undefined>,-0.042827,0.19526,0.52632,<undefined>,0.013545,0.4782,0.39474,<undefined>,0.55263,0.57895,<undefined>,<undefined>,<undefined>,<undefined>,-0.078947,<undefined>,0.14964,-0.14357,-0.15176,<undefined>,-0.23412,0.013764,0.52632,<undefined>,0.22407,0.18047,0.55263,<undefined>,0.2985,0.44737,-0.32779,<undefined>,-0.070728,0.2578,0.26316,<undefined>,0.39474,0.31579,-0.17414,<undefined>,0.46025,0.19526
famous,super,F01,S11,C,21,913,TRUE,s031,1,0.13158,<undefined>,0.55556,0.36842,0.16692,<undefined>,0.36842,0.38197,0.30302,<undefined>,0.39474,-0.1797,-0.23607,<undefined>,0.43674,0.0098048,-0.40596,<undefined>,0.040851,0.36842,0.68421,<undefined>,0.5,0.30753,0.26767,<undefined>,0.68421,<undefined>,<undefined>,<undefined>,<undefined>,-0.10075,0.070692,<undefined>,-0.14357,-0.25531,-0.22363,<undefined>,-0.15601,0.38648,0.2985,<undefined>,0.11507,0.53083,-0.27515,<undefined>,0.56166,-0.43679,0.42105,<undefined>,0.20132,0.19776,0.28947,<undefined>,0.31579,-0.24486,0.12332,<undefined>,0.25444
famous,super,F01,S11,D,2,2574,TRUE,s032,0.12821,-0.012821,0.089744,<undefined>,-0.076923,-0.12821,-0.16667,<undefined>,-0.070324,-0.051282,-0.19633,<undefined>,-0.11318,-0.12821,-0.18131,<undefined>,-0.21537,-0.33296,-0.29487,<undefined>,-0.076923,0.025641,-0.23479,<undefined>,-0.10659,-0.12601,0.038462,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.30549,-0.17069,-0.15165,<undefined>,-0.30914,-0.3388,-0.39706,<undefined>,-0.068124,-0.064103,-0.12161,<undefined>,0.0021997,-0.35677,-0.23919,<undefined>,-0.34798,-0.051282,-0.27765,<undefined>,-0.10879,0.038462,0.11538,<undefined>,-0.32196,-0.14505,0.25641,<undefined>
famous,super,F01,S12,A,119,543,TRUE,s033,<undefined>,-0.29126,-0.16667,-0.18201,<undefined>,0.11538,0.33333,0.033333,<undefined>,0.083522,0.34615,0.041842,<undefined>,-0.11538,-0.20588,-0.13877,<undefined>,-0.14017,0,-0.1306,<undefined>,-0.029412,0.16667,0.071429,<undefined>,0.16667,0.041842,0.0057191,<undefined>,-0.078947,-0.10075,-0.30549,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.13497,-0.29316,-0.19231,<undefined>,0.13215,0.14286,0.0625,<undefined>,0,0,-0.025888,<undefined>,0.083522,-0.13877,-0.13636,<undefined>,-0.071429,-0.025888,0.038462,<undefined>,-0.13158,-0.17018,0.11905
famous,super,F01,S12,B,71,807,TRUE,s034,0.070692,<undefined>,0.020833,0.14815,0.058824,<undefined>,0.029412,-0.14201,-0.029412,<undefined>,0,0.025231,-0.47477,<undefined>,-0.13192,0.02451,-0.20588,<undefined>,0.098328,-0.17414,0.044551,<undefined>,0.029412,0.029412,-0.088235,<undefined>,0.12269,0.12774,0.13783,<undefined>,0.070692,-0.17069,<undefined>,<undefined>,<undefined>,<undefined>,0.0035744,<undefined>,-0.16954,0.019231,0.12774,<undefined>,0.14706,0.029412,0.088235,<undefined>,-0.1857,0.24034,-0.0092267,<undefined>,-0.059173,0.11364,-0.14201,<undefined>,0.0050463,-0.11765,-0.24965,<undefined>,-0.028559,-0.047619
famous,super,F01,S12,C,116,594,TRUE,s035,0.14964,-0.21269,<undefined>,0.077251,0.52145,0.5,<undefined>,0.20572,0.33981,0.57692,<undefined>,0.29797,-0.34615,0.006599,<undefined>,0.16667,0.15511,-0.26961,<undefined>,-0.02381,0.35935,0.22607,<undefined>,0.38165,0.29797,0.38215,<undefined>,0.32288,0.22607,0.14964,<undefined>,-0.15165,<undefined>,<undefined>,<undefined>,<undefined>,-0.21129,-0.21231,<undefined>,-0.11538,0.28382,0.66667,<undefined>,0.3125,0.38165,0.099112,<undefined>,0.44822,-0.16526,0.40441,<undefined>,0.053253,0.26923,0.21429,<undefined>,0.31429,-0.21767,-0.18421,<undefined>,0.11905
famous,super,F01,S12,D,95,624,TRUE,s036,-0.14357,-0.13889,0.017872,<undefined>,0.0077312,0.058258,-0.057126,<undefined>,-0.099964,0.34729,-0.095588,<undefined>,-0.69231,0.53846,-0.058824,<undefined>,-0.16632,0.3652,0.53571,<undefined>,-0.11425,-0.10164,0.16045,<undefined>,-0.14181,-0.12085,-0.01628,<undefined>,-0.10164,-0.14357,-0.14357,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.076798,-0.13793,0.068947,<undefined>,-0.12663,0.2319,0.20308,<undefined>,-0.01628,0.15625,-0.30109,<undefined>,0.4888,-0.069192,0.047619,<undefined>,-0.20437,-0.22549,-0.11336,<undefined>,-0.067344,-0.2015,-0.20556,<undefined>
famous,super,F01,S13,A,67,1187,TRUE,s037,<undefined>,-0.21844,0.067301,0.047659,<undefined>,-0.089869,-0.19404,-0.37439,<undefined>,-0.099979,-0.0065356,-0.37081,<undefined>,-0.10417,0.10417,-0.30116,<undefined>,0.45833,0.125,0.30239,<undefined>,-0.21068,0.13215,-0.23866,<undefined>,-0.18689,-0.27318,-0.26961,<undefined>,-0.15176,-0.25531,-0.30914,<undefined>,0.0035744,-0.21129,0.076798,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.16248,0.080372,0.18096,<undefined>,0.125,-0.18393,-0.13092,<undefined>,-0.24224,0.086908,0.20537,<undefined>,-0.41963,-0.36366,-0.37439,<undefined>,-0.038092,-0.33864,0.083947
famous,super,F01,S13,B,30,1582,TRUE,s038,-0.22363,<undefined>,-0.25515,-0.28423,-0.27586,<undefined>,-0.15517,-0.19506,-0.13497,<undefined>,-0.083249,-0.30147,-0.27586,<undefined>,-0.2069,-0.38176,-0.017241,<undefined>,-0.11477,0.13793,-0.18078,<undefined>,-0.19802,-0.16946,-0.10049,<undefined>,-0.23842,-0.23546,-0.22955,<undefined>,-0.22363,-0.3388,-0.13497,<undefined>,-0.21231,-0.13793,<undefined>,<undefined>,<undefined>,<undefined>,-0.097532,<undefined>,-0.22414,-0.086207,-0.2325,<undefined>,-0.094574,-0.26107,0.017241,<undefined>,0.13793,0.16701,-0.068966,<undefined>,-0.17782,-0.17241,0.0202,<undefined>,-0.16895,0.12956
