fame,ability,face,subj,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s045,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057,s058,s059,s060
novel,super,N09,S11,D,147,928,TRUE,s032,0.28571,0.20312,-0.12467,<undefined>,-0.087203,0.15789,-0.10526,<undefined>,0.29491,0.08847,0.21959,<undefined>,-0.078947,-0.052632,-0.012771,<undefined>,-0.18795,0.42105,-0.078947,<undefined>,0.048891,<undefined>,0.1459,<undefined>,0.013545,0.12332,0.12784,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.34211,0.3125,0.25,<undefined>,-0.16054,-0.085705,-0.1059,<undefined>,0.26316,0.13687,0.0090302,<undefined>,0.061721,-0.0056019,0.035094,<undefined>,-0.28571,-0.16447,-0.096233,<undefined>,0.11507,0.035346,-0.39474,<undefined>,0.26261,0.38636,0.00040885,<undefined>
novel,super,N09,S12,A,148,882,TRUE,s033,<undefined>,-0.125,-0.3623,-0.27748,<undefined>,-0.06158,-0.21875,-0.18658,<undefined>,-0.27684,-0.11692,-0.30474,<undefined>,-0.34211,-0.043685,0.12269,<undefined>,0.65625,-0.31694,0.40625,<undefined>,<undefined>,-0.23965,-0.22855,<undefined>,-0.22319,-0.21783,-0.09283,<undefined>,-0.10355,-0.36053,0.34211,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.048387,-0.017241,0.09375,<undefined>,-0.20711,-0.072303,-0.29105,<undefined>,-0.24641,-0.28699,-0.14734,<undefined>,-0.23684,-0.048117,-0.25946,<undefined>,-0.32767,-0.4375,-0.19194,<undefined>,0.072081,-0.13412,-0.34544
novel,super,N09,S12,B,6,1158,TRUE,s034,0.035131,<undefined>,-0.42974,-0.19823,-0.099979,<undefined>,-0.3125,-0.25654,0.16378,<undefined>,-0.06082,-0.34937,-0.32618,<undefined>,-0.15176,0.086908,-0.051777,<undefined>,-0.20711,-0.020833,-0.26246,<undefined>,-0.19996,-0.25888,-0.30474,<undefined>,-0.21426,-0.26307,0.42382,<undefined>,-0.3845,0.3125,<undefined>,<undefined>,<undefined>,<undefined>,0.075514,<undefined>,0.33942,0.23706,0.17739,<undefined>,-0.21068,-0.096405,-0.25888,<undefined>,-0.28329,-0.14447,-0.22889,<undefined>,0.12857,-0.090344,-0.22437,<undefined>,-0.51011,-0.11366,0.16013,<undefined>,-0.075776,-0.21168
novel,super,N09,S12,C,160,1801,TRUE,s035,0.22059,0.10546,<undefined>,-0.062571,-0.014706,-0.22059,<undefined>,-0.22059,0.17943,-0.20754,<undefined>,-0.32057,-0.35294,-0.33824,<undefined>,0.044118,-0.23025,0.073529,<undefined>,-0.014706,-0.26932,<undefined>,<undefined>,-0.14115,-0.17142,-0.22772,<undefined>,-0.20084,0.16429,-0.053777,<undefined>,0.25,<undefined>,<undefined>,<undefined>,<undefined>,0.095238,0.05421,<undefined>,0.26471,0.014706,-0.22016,<undefined>,-0.1542,-0.20502,-0.28403,<undefined>,-0.13263,-0.18505,0.052632,<undefined>,0.0026796,-0.23234,-0.27689,<undefined>,-0.11765,-0.014706,0.16429,<undefined>,-0.15167
novel,super,N09,S12,D,32,2682,TRUE,s036,-0.13799,-0.21698,-0.46037,<undefined>,-0.27978,-0.37546,-0.39623,<undefined>,-0.22882,-0.42693,-0.33583,<undefined>,-0.49676,-0.4717,-0.29218,<undefined>,-0.35363,-0.13208,-0.35498,<undefined>,-0.41778,<undefined>,-0.43179,<undefined>,-0.35955,-0.43988,-0.43826,<undefined>,-0.2229,-0.32829,-0.51535,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.09864,-0.15039,-0.16468,<undefined>,-0.29541,-0.43503,-0.32991,<undefined>,-0.42531,-0.47734,-0.46952,<undefined>,-0.34069,-0.0020639,-0.23423,<undefined>,-0.43179,-0.47142,-0.48113,<undefined>,-0.16657,-0.21508,-0.28084,<undefined>
novel,super,N09,S13,A,108,2076,TRUE,s037,<undefined>,-0.23979,-0.32516,-0.19929,<undefined>,-0.17857,-0.29762,-0.22211,<undefined>,-0.25338,-0.1959,-0.34489,<undefined>,-0.41667,-0.15068,-0.16462,<undefined>,-0.10714,-0.12891,-0.17857,<undefined>,<undefined>,-0.25951,-0.20133,<undefined>,-0.26972,-0.26768,-0.22006,<undefined>,-0.25373,-0.36496,-0.16054,<undefined>,0.075514,0.095238,-0.09864,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.2636,-0.16054,-0.23979,<undefined>,-0.32108,-0.30713,-0.23366,<undefined>,-0.014093,-0.15068,-0.22424,<undefined>,-0.30952,-0.38095,-0.09693,<undefined>,-0.16667,-0.060865,-0.30917
novel,super,N09,S13,B,111,1564,TRUE,s038,-0.072343,<undefined>,-0.27095,-0.25624,0.037793,<undefined>,-0.3871,-0.16912,-0.060799,<undefined>,-0.21932,-0.33776,-0.38433,<undefined>,-0.015654,-0.14469,-0.061749,<undefined>,-0.045145,-0.12903,-0.087997,<undefined>,-0.22209,-0.18076,-0.17418,<undefined>,-0.23316,-0.20644,0.18066,<undefined>,-0.36496,-0.085705,-0.048387,<undefined>,0.05421,-0.15039,<undefined>,<undefined>,<undefined>,<undefined>,-0.15805,<undefined>,-0.047912,-0.14192,-0.21102,<undefined>,-0.28661,-0.061204,-0.081161,<undefined>,0.14793,-0.057113,-0.17647,<undefined>,-0.30645,-0.037318,0.26913,<undefined>,0.0032007,-0.28743
novel,super,N09,S13,C,25,1432,TRUE,s039,0.011833,-0.28301,<undefined>,-0.38265,-0.16895,-0.20098,<undefined>,-0.33299,0.038456,-0.38075,<undefined>,-0.43594,-0.27535,-0.24975,<undefined>,-0.18078,-0.086207,-0.034483,<undefined>,-0.10345,-0.24628,<undefined>,<undefined>,-0.3187,-0.3384,-0.40441,<undefined>,-0.37289,0.089673,-0.31229,<undefined>,-0.1059,-0.017241,0.33942,<undefined>,-0.16468,<undefined>,<undefined>,<undefined>,<undefined>,0.101,-0.39554,<undefined>,-0.30392,-0.37779,-0.30984,<undefined>,-0.30651,-0.27401,-0.10413,<undefined>,-0.14848,-0.34085,-0.298,<undefined>,-0.12314,0.19261,-0.060091,<undefined>,-0.24673
novel,super,N09,S13,D,47,1598,TRUE,s040,0.075904,-0.095971,-0.3665,<undefined>,-0.1299,-0.14821,-0.39062,<undefined>,0.17011,-0.27229,-0.10846,<undefined>,-0.375,-0.35938,-0.11918,<undefined>,-0.09375,0.078125,-0.10892,<undefined>,-0.18926,<undefined>,-0.28033,<undefined>,-0.179,-0.29373,-0.29105,<undefined>,0.083947,-0.15847,-0.41873,<undefined>,0.09375,0.23706,0.26471,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.0026808,-0.28569,-0.15043,<undefined>,-0.26961,-0.31694,-0.34283,<undefined>,-0.17174,0,-0.10938,<undefined>,-0.27497,-0.34597,-0.375,<undefined>,0.16429,0.0625,0.0008177,<undefined>
novel,super,N09,S14,A,37,918,TRUE,s041,<undefined>,0.078125,0.068182,-0.073158,<undefined>,0.25039,0.052632,0.14512,<undefined>,0.12792,0.18519,0.00061328,<undefined>,0.15789,0,0.29025,<undefined>,-0.012771,-0.078947,0.052632,<undefined>,<undefined>,0.1895,-0.087928,<undefined>,0.16692,0.17144,0.10978,<undefined>,0.275,-0.039449,0.26316,<undefined>,0.17739,0.014706,-0.29541,<undefined>,-0.15805,0.101,0.0026808,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.042368,0.07275,-0.087745,<undefined>,-0.21711,-0.065402,0.036879,<undefined>,0.32933,-0.18421,0.23684,<undefined>,0.25,0.085716,-0.025104
novel,super,N09,S14,B,106,753,TRUE,s042,0.18301,<undefined>,0.40909,0.22727,0.18842,<undefined>,-0.03125,0.40625,0.25613,<undefined>,0.38889,0.5,0.28661,<undefined>,0.52019,0.11851,-0.18122,<undefined>,0.27145,-0.22319,0.74539,<undefined>,0.83333,0.25,0.75,<undefined>,0.8125,0.6875,0.07665,<undefined>,0.5,0.13687,-0.20711,<undefined>,-0.22016,-0.43503,-0.2636,<undefined>,-0.39554,-0.28569,<undefined>,<undefined>,<undefined>,<undefined>,0.59091,<undefined>,0.59091,0.15714,0,<undefined>,-0.16989,0.05814,0.83333,<undefined>,0.10983,0.43306,-0.19316,<undefined>,0.16667,0.075758
novel,super,N09,S14,C,75,704,TRUE,s043,0.38095,-0.046875,<undefined>,0.048054,0.61144,0.17239,<undefined>,0.33333,0.10154,0.30205,<undefined>,0.2018,0.16667,-0.14886,<undefined>,0.11347,-0.15997,-0.20474,<undefined>,-0.20474,0.45632,<undefined>,<undefined>,0.078125,0.65625,0.61144,<undefined>,0.67239,-0.033756,0.225,<undefined>,0.0090302,-0.072303,-0.21068,<undefined>,-0.32991,-0.16054,-0.047912,<undefined>,-0.15043,<undefined>,<undefined>,<undefined>,<undefined>,0.2656,0.059699,<undefined>,0.14286,0.011364,-0.20395,<undefined>,0.023256,0.43573,0.5,<undefined>,0.35447,-0.17414,-0.11364,<undefined>,0.060606
novel,super,N09,S14,D,95,677,TRUE,s044,0.24218,0,0.27273,<undefined>,0.24492,0.26226,0.033333,<undefined>,0.25,0.36531,0.17302,<undefined>,0.28571,-0.078947,0.44118,<undefined>,-0.13568,-0.34384,0.29733,<undefined>,0.56892,<undefined>,0.50953,<undefined>,0.5625,0.79184,0.79797,<undefined>,0.13313,0.3,0.33742,<undefined>,-0.29105,-0.096405,-0.1542,<undefined>,-0.23979,-0.14192,-0.30392,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.32598,0.12806,0.32598,<undefined>,-0.08701,-0.22368,-0.24058,<undefined>,0.50953,0.64286,0,<undefined>,-0.25712,0.13636,0.0047659,<undefined>
novel,super,N09,S15,A,28,1347,TRUE,s045,<undefined>,0.09375,0.40909,0.31818,<undefined>,0.011698,-0.022727,0.15909,<undefined>,0.75,0.46296,0.54167,<undefined>,0.030526,0.29222,-0.018159,<undefined>,-0.374,0.33378,-0.29868,<undefined>,<undefined>,0.72727,0.4375,<undefined>,0.38636,0.45455,0.36364,<undefined>,0.39026,0.47727,0.061721,<undefined>,-0.25888,-0.20502,-0.42531,<undefined>,-0.21102,-0.37779,-0.26961,<undefined>,0.59091,0.2656,0.32598,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.19737,-0.20321,0.12791,<undefined>,0.31818,-0.056484,0.17859,<undefined>,0.034425,0.27104,0.075758
novel,super,N09,S15,B,134,1614,TRUE,s046,0.051033,<undefined>,0.28571,0.25758,-0.10662,<undefined>,-0.19643,0.16071,0.062763,<undefined>,0.33929,0.57143,0.19949,<undefined>,0.059699,-0.01173,-0.22295,<undefined>,-0.014793,-0.22602,0.26786,<undefined>,0.28571,0.27367,0.16991,<undefined>,0.21429,0.16378,-0.038252,<undefined>,0.55357,-0.0056019,-0.24641,<undefined>,-0.28403,-0.47734,-0.32108,<undefined>,-0.30984,-0.31694,0.042368,<undefined>,0.059699,0.12806,<undefined>,<undefined>,<undefined>,<undefined>,0.25,<undefined>,-0.091824,0.19767,0.28571,<undefined>,0.16991,0.033176,-0.064775,<undefined>,0.29405,0.15196
novel,super,N09,S15,C,22,1365,TRUE,s047,0.091578,0.13572,<undefined>,0.37879,0.00066903,0.011698,<undefined>,0.15909,0.19083,0.79545,<undefined>,0.83333,0.22727,0.21234,<undefined>,0.027296,-0.26816,-0.374,<undefined>,-0.29868,0.46624,<undefined>,<undefined>,0.40625,0.40909,0.38636,<undefined>,0.36364,-0.0064607,0.37923,<undefined>,0.035094,-0.28699,-0.28329,<undefined>,-0.46952,-0.30713,-0.28661,<undefined>,-0.34283,0.07275,0.59091,<undefined>,0.32598,<undefined>,<undefined>,<undefined>,<undefined>,0.13636,-0.1797,<undefined>,0.17442,0.66299,0.31818,<undefined>,0.17859,-0.12333,0.015598,<undefined>,0.19697
novel,super,N09,S15,D,5,1920,TRUE,s048,-0.0020305,0.0032921,0.35714,<undefined>,0.028571,-0.17836,-0.28571,<undefined>,-0.02612,0.22857,0.14286,<undefined>,0.059594,-0.0069326,0.17143,<undefined>,-0.3306,-0.16162,-0.090196,<undefined>,0.13102,<undefined>,0.18571,<undefined>,0.12857,0.057143,0.1,<undefined>,-0.0065121,-0.0093836,0.31429,<undefined>,-0.14734,-0.14447,-0.13263,<undefined>,-0.23366,-0.061204,-0.30651,<undefined>,-0.087745,0.15714,0.14286,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.23864,-0.11823,0.066947,<undefined>,0.18571,0.014286,0.18571,<undefined>,-0.087745,-0.10693,0.43532,<undefined>
novel,super,N09,S17,A,95,2627,TRUE,s049,<undefined>,-0.14511,0.11364,0.1289,<undefined>,-0.15324,-0.26136,-0.10227,<undefined>,0.056818,0.079545,0.22727,<undefined>,-0.030192,0.056818,-0.23635,<undefined>,-0.24967,-0.11364,-0.28019,<undefined>,<undefined>,0.022727,0.25,<undefined>,-0.056818,-0.022727,-0.022727,<undefined>,-0.10584,0.21591,-0.28571,<undefined>,-0.22889,-0.18505,-0.34069,<undefined>,-0.081161,-0.27401,-0.17174,<undefined>,0,0.011364,-0.08701,<undefined>,0.25,0.13636,0.23864,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.022727,0.045455,-0.096424,<undefined>,-0.20616,0.2578,-0.012979
novel,super,N09,S17,B,81,5175,TRUE,s050,-0.16447,<undefined>,-0.22368,-0.094169,-0.24342,<undefined>,-0.33553,-0.28289,-0.10846,<undefined>,-0.11184,-0.18289,-0.28947,<undefined>,-0.17763,-0.23571,-0.30263,<undefined>,-0.24003,-0.28289,-0.17763,<undefined>,-0.18421,-0.12387,-0.23684,<undefined>,-0.22368,-0.25,-0.12387,<undefined>,-0.19943,-0.16447,-0.23684,<undefined>,0.052632,-0.0020639,-0.014093,<undefined>,-0.10413,0,-0.21711,<undefined>,-0.20395,-0.22368,-0.19737,<undefined>,-0.1797,-0.11823,<undefined>,<undefined>,<undefined>,<undefined>,-0.19737,<undefined>,-0.28947,-0.21053,-0.19717,<undefined>,0.047181,-0.12048
novel,super,N09,S17,C,56,1064,TRUE,s051,-0.047619,-0.25712,<undefined>,-0.26448,0.26316,-0.26316,<undefined>,-0.23233,-0.03265,-0.18907,<undefined>,-0.019607,-0.0082555,0.039861,<undefined>,-0.052632,-0.12255,0.030831,<undefined>,-0.15789,-0.2015,<undefined>,<undefined>,-0.20535,-0.082688,-0.18344,<undefined>,-0.13532,0.19352,-0.36495,<undefined>,-0.096233,-0.048117,0.12857,<undefined>,-0.23423,-0.15068,0.14793,<undefined>,-0.10938,-0.065402,-0.16989,<undefined>,-0.24058,-0.20321,-0.091824,<undefined>,0.066947,<undefined>,<undefined>,<undefined>,<undefined>,-0.19169,-0.27141,<undefined>,-0.069917,0.095238,-0.15909,<undefined>,-0.17877
novel,super,N09,S17,D,93,2457,TRUE,s052,0.069767,0.060477,0.24419,<undefined>,-0.069767,-0.13953,-0.25581,<undefined>,0.15515,0.23256,0.23256,<undefined>,-0.011628,-0.12192,0.069767,<undefined>,-0.31561,-0.27109,-0.1063,<undefined>,0.013623,<undefined>,0.12791,<undefined>,-0.034884,-0.046512,-0.011628,<undefined>,0.037221,0.034884,0.2093,<undefined>,-0.25946,-0.090344,0.0026796,<undefined>,-0.22424,-0.057113,-0.14848,<undefined>,0.036879,0.05814,0.023256,<undefined>,0.12791,0.19767,0.17442,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.095018,-0.011628,-0.081395,<undefined>,-0.17573,-0.087038,0.3628,<undefined>
novel,super,N09,S90,A,74,1130,TRUE,s053,<undefined>,0.09375,0.40909,0.27533,<undefined>,0.12541,-0.083333,0.30556,<undefined>,0.71837,0.44762,0.54167,<undefined>,0.078947,0.46827,0.088917,<undefined>,-0.346,0.2643,-0.25395,<undefined>,<undefined>,0.92143,0.3125,<undefined>,0.58333,0.66667,0.55556,<undefined>,0.45,0.5,0.11507,<undefined>,-0.22437,-0.23234,-0.43179,<undefined>,-0.17647,-0.34085,-0.27497,<undefined>,0.83333,0.43573,0.50953,<undefined>,0.28571,0.66299,0.18571,<undefined>,-0.19737,-0.19169,0.095018,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.072081,0.25,0.075758
novel,super,N09,S90,B,102,847,TRUE,s054,0.071429,<undefined>,0.28053,0.045455,0.20308,<undefined>,0.23333,0.47654,0.14286,<undefined>,0.16667,0.25,0.21429,<undefined>,0.38235,0.035324,-0.13568,<undefined>,0.26072,-0.26733,0.55882,<undefined>,0.5,0.0625,0.5,<undefined>,0.78571,0.64286,-0.011029,<undefined>,0.30952,0.035346,-0.32767,<undefined>,-0.27689,-0.47142,-0.30952,<undefined>,-0.298,-0.34597,0.32933,<undefined>,0.5,0.64286,0.31818,<undefined>,0.31818,0.014286,-0.022727,<undefined>,-0.27141,-0.011628,<undefined>,<undefined>,<undefined>,<undefined>,-0.28501,<undefined>,0,0.0077988
novel,super,N09,S90,C,96,1026,TRUE,s055,-0.071429,-0.23392,<undefined>,-0.16667,0.09375,-0.30714,<undefined>,-0.21875,-0.15152,-0.035364,<undefined>,0.19822,0.5,0.13158,<undefined>,-0.20588,-0.4375,-0.42142,<undefined>,-0.45803,0.0050463,<undefined>,<undefined>,-0.15625,0.125,0.09375,<undefined>,0.125,-0.36364,-0.11569,<undefined>,-0.39474,-0.4375,-0.51011,<undefined>,-0.48113,-0.38095,-0.30645,<undefined>,-0.375,-0.18421,0.10983,<undefined>,0,-0.056484,0.16991,<undefined>,0.18571,0.045455,-0.28947,<undefined>,-0.081395,<undefined>,<undefined>,<undefined>,<undefined>,-0.25373,-0.34024,<undefined>,-0.075758
novel,super,N09,S90,D,95,970,TRUE,s056,0.2898,-0.125,0.087679,<undefined>,0.16697,0.15181,-0.03125,<undefined>,0.1847,0.2109,0.052923,<undefined>,0,-0.28947,0.2748,<undefined>,0.047335,-0.20175,0.5,<undefined>,0.48573,<undefined>,0.32939,<undefined>,0.60983,0.41697,0.42233,<undefined>,0.098708,0.1,0.12722,<undefined>,-0.19194,-0.11366,-0.11765,<undefined>,-0.09693,-0.037318,-0.12314,<undefined>,0.23684,0.43306,0.35447,<undefined>,0.17859,0.033176,0.17859,<undefined>,-0.096424,-0.21053,-0.069917,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.10271,0.053253,-0.00674,<undefined>
novel,super,N09,S91,A,86,1555,TRUE,s057,<undefined>,-0.11918,-0.41622,-0.29174,<undefined>,-0.031279,-0.4204,-0.20203,<undefined>,-0.17273,0.053469,-0.17912,<undefined>,-0.11496,-0.13469,0.1313,<undefined>,0.17075,0.076215,0.047619,<undefined>,<undefined>,-0.18499,-0.23346,<undefined>,-0.20541,-0.20133,-0.16188,<undefined>,-0.030578,-0.24486,0.26261,<undefined>,0.16013,-0.014706,-0.16657,<undefined>,0.26913,0.19261,0.16429,<undefined>,-0.19316,-0.17414,-0.25712,<undefined>,-0.064775,-0.12333,-0.087745,<undefined>,-0.19717,0.095238,-0.17573,<undefined>,-0.28501,-0.25373,-0.10271,<undefined>,<undefined>,<undefined>,<undefined>
novel,super,N09,S91,B,28,1059,TRUE,s058,0.11364,<undefined>,-0.22727,-0.052807,-0.08701,<undefined>,-0.068182,-0.022727,0.21429,<undefined>,0.031228,-0.044628,-0.13959,<undefined>,-0.068182,0.049354,-0.29156,<undefined>,-0.22727,0.068182,-0.022727,<undefined>,0.098708,-0.077665,-0.048685,<undefined>,0.045455,-0.045455,0.27273,<undefined>,-0.055815,0.38636,0.072081,<undefined>,0.16429,-0.21508,-0.16667,<undefined>,-0.060091,0.0625,0.25,<undefined>,-0.11364,0.13636,0.034425,<undefined>,0.015598,-0.10693,-0.20616,<undefined>,-0.15909,-0.087038,0.072081,<undefined>,-0.34024,0.053253,<undefined>,<undefined>,<undefined>,<undefined>
novel,super,N09,S91,C,2,1990,TRUE,s059,0.14127,0.14842,<undefined>,0.4631,0.002383,-0.069444,<undefined>,-0.097222,0.20874,0.29167,<undefined>,0.19724,0.055556,-0.013889,<undefined>,0.002383,-0.20118,-0.18056,<undefined>,-0.18056,0.20833,<undefined>,<undefined>,0.38889,0.055556,0.041667,<undefined>,0.027778,-0.10635,0.060321,<undefined>,0.00040885,-0.13412,-0.075776,<undefined>,-0.28084,-0.060865,0.0032007,<undefined>,0.0008177,0.085716,0.16667,<undefined>,0.0047659,0.27104,0.29405,<undefined>,0.43532,0.2578,0.047181,<undefined>,0.3628,0.25,0,<undefined>,-0.00674,<undefined>,<undefined>,<undefined>,<undefined>
novel,super,N09,S91,D,80,1797,TRUE,s060,0.017751,0.21992,0.25758,<undefined>,-0.11601,-0.15152,-0.27273,<undefined>,0.093509,0.15152,0.18182,<undefined>,-0.027703,0.090909,0.078357,<undefined>,-0.33289,-0.32813,-0.16147,<undefined>,0,<undefined>,0.10606,<undefined>,0.02555,0.030303,0.045455,<undefined>,0.075758,0.22727,0.14416,<undefined>,-0.34544,-0.21168,-0.15167,<undefined>,-0.30917,-0.28743,-0.24673,<undefined>,-0.025104,0.075758,0.060606,<undefined>,0.075758,0.15196,0.19697,<undefined>,-0.012979,-0.12048,-0.17877,<undefined>,0.075758,0.0077988,-0.075758,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
novel,super,N10,S01,A,152,1450,TRUE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.017241,-0.034483,0.66176,<undefined>,0.42783,0.62069,0.3941,<undefined>,-0.15466,0.28769,0.083756,<undefined>,-0.20292,-0.31034,0.034483,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.12069,0.32759,0.2931,<undefined>,0.46898,0.48276,-0.21771,<undefined>,-0.35759,0.0059163,-0.075367,<undefined>,0.19485,-0.11376,-0.13428,<undefined>,0.27586,0.12365,0.043357,<undefined>,0.48276,0.017241,0.58376,<undefined>,-0.19109,-0.30291,0.2931,<undefined>,0.27586,0.14385,0.34483,<undefined>,0.22714,-0.16844,-0.21996
novel,super,N10,S01,B,136,1892,TRUE,s002,<undefined>,<undefined>,<undefined>,<undefined>,-0.082756,<undefined>,-0.10294,0.41176,0.22675,<undefined>,0.33824,0.084055,0.044118,<undefined>,0.10294,0,-0.27941,<undefined>,-0.33824,0.16176,<undefined>,<undefined>,<undefined>,<undefined>,0.073529,<undefined>,0.11765,0.14706,0.14706,<undefined>,0.22059,-0.27141,<undefined>,<undefined>,-0.10503,-0.046024,-0.11642,<undefined>,-0.27393,-0.21285,-0.029412,<undefined>,0.031935,0,0.034458,<undefined>,-0.058824,0.16176,-0.42038,<undefined>,-0.34999,0.088235,0.14958,<undefined>,0.036981,0.14958,0.24359,<undefined>,-0.014273,-0.30896
novel,super,N10,S01,C,118,1758,TRUE,s003,<undefined>,<undefined>,<undefined>,<undefined>,-0.034025,-0.058824,<undefined>,0.74539,0.13298,0.4455,<undefined>,0.3458,0.064303,-0.12226,<undefined>,-0.0020902,-0.38192,-0.16342,<undefined>,-0.044118,<undefined>,<undefined>,<undefined>,<undefined>,0.13235,0.029412,<undefined>,0.17647,0.30421,0.40967,<undefined>,-0.25923,<undefined>,-0.37644,<undefined>,-0.028934,-0.026041,0.19526,<undefined>,-0.1055,0.0050463,0.16176,<undefined>,0.046641,0.034458,0.33824,<undefined>,0.44161,-0.33585,-0.15333,<undefined>,0.17647,0.066393,0.16176,<undefined>,0.19118,0.67949,0.19216,<undefined>,-0.11505
novel,super,N10,S01,D,81,1184,TRUE,s004,<undefined>,<undefined>,<undefined>,<undefined>,0.19865,0.21429,0.14286,<undefined>,0.051282,0.32895,0.62362,<undefined>,0.36686,0.24627,0.85714,<undefined>,-0.22993,0.17962,-0.2381,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.52381,0.35714,0.59524,<undefined>,0.59481,0.61868,0.72246,<undefined>,<undefined>,-0.14461,0.17892,<undefined>,-0.030698,0.097222,-0.14165,<undefined>,0.45238,0.57143,0.42857,<undefined>,0.36531,0.72246,0.21429,<undefined>,-0.2869,0.045627,-0.07909,<undefined>,0.53198,0.47619,0.3694,<undefined>,0.16264,0.1125,-0.09283,<undefined>
novel,super,N10,S02,A,44,1092,TRUE,s005,<undefined>,-0.082756,-0.034025,0.19865,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.045859,0.18883,0.23134,<undefined>,0.052632,0.21053,0.3203,<undefined>,0.11881,0.15789,0.10152,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.23684,0.39474,0.34211,<undefined>,0.086822,0.33385,0.18883,<undefined>,-0.1732,0.51355,-0.099196,<undefined>,0.10199,0.14287,-0.22143,<undefined>,0.31579,0.10526,0.13158,<undefined>,0.33385,0.19324,0.24392,<undefined>,-0.14395,-0.19174,0.34211,<undefined>,0.10526,0.16692,0.26316,<undefined>,-0.0375,0.010723,-0.092647
novel,super,N10,S02,B,153,646,TRUE,s006,0.017241,<undefined>,-0.058824,0.21429,<undefined>,<undefined>,<undefined>,<undefined>,-0.11538,<undefined>,0.15217,0.076923,0.1,<undefined>,0.28947,0.4375,-0.14379,<undefined>,-0.045455,0.36667,<undefined>,<undefined>,<undefined>,<undefined>,0.38235,<undefined>,0.33333,0.4375,0.18182,<undefined>,0.28947,-0.28261,<undefined>,<undefined>,0.20588,-0.11111,-0.175,<undefined>,-0.083333,-0.28571,0.4375,<undefined>,0.5,0.57143,0.33333,<undefined>,0.57143,0.055556,-0.47549,<undefined>,-0.33296,0.33333,0.28947,<undefined>,0.5,0.38235,-0.11538,<undefined>,-0.16667,-0.25469
novel,super,N10,S02,C,87,776,TRUE,s007,-0.034483,-0.10294,<undefined>,0.14286,<undefined>,<undefined>,<undefined>,<undefined>,-0.025641,-0.14474,<undefined>,0.13462,0.16,0.066667,<undefined>,0.21875,-0.04379,-0.073802,<undefined>,0.18382,<undefined>,<undefined>,<undefined>,<undefined>,0.47059,0.5,<undefined>,0.40625,0.11364,0.057692,<undefined>,0.043478,<undefined>,-0.20772,<undefined>,-0.15278,-0.1375,-0.069444,<undefined>,-0.30714,0.34375,0.4,<undefined>,0.46429,0.25,0.21053,<undefined>,0,-0.39713,-0.25,<undefined>,0.41667,0.21053,0.21053,<undefined>,0.29412,-0.10256,-0.1625,<undefined>,-0.12612
novel,super,N10,S02,D,1,1696,TRUE,s008,0.66176,0.41176,0.74539,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.27363,0.49174,0.45588,<undefined>,0.27228,0.014706,0.33824,<undefined>,-0.17395,-0.026456,-0.30882,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.13235,0.029412,0.20588,<undefined>,0.47059,0.47059,0.33824,<undefined>,<undefined>,-0.17056,-0.068483,<undefined>,0.075736,0.23175,-0.0041805,<undefined>,0.088235,0.16176,0.073529,<undefined>,0.051687,0.33824,-0.024366,<undefined>,-0.2028,-0.033592,-0.11173,<undefined>,0.1374,0.16176,0.049164,<undefined>,0.55568,0.12929,-0.0092267,<undefined>
