fame,ability,face,subj,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s045,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057,s058,s059,s060
famous,devprop,F01,D06,A,50,2352,FALSE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D06,B,23,5236,TRUE,s002,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.30368,<undefined>,-0.010753,<undefined>,0.19186,<undefined>,<undefined>,<undefined>,0.18649,<undefined>,0.06022,0.096774,<undefined>,<undefined>,<undefined>,<undefined>,-0.34946,<undefined>,-0.43548,-0.28495,-0.30645,<undefined>,0.055608,<undefined>,-0.16129,<undefined>,-0.22043,-0.25269,-0.24101,<undefined>,-0.20968,-0.34409,-0.14593,<undefined>,-0.05914,<undefined>,-0.071579,<undefined>,<undefined>,<undefined>,-0.12366,<undefined>,0.039479,-0.2043
famous,devprop,F01,D06,C,1,2603,FALSE,s003,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D06,D,94,3700,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D08,A,139,3936,FALSE,s005,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D08,B,10,5390,TRUE,s006,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.24742,<undefined>,-0.24712,<undefined>,-0.17584,<undefined>,<undefined>,<undefined>,-0.14329,<undefined>,-0.13357,-0.19557,<undefined>,<undefined>,<undefined>,<undefined>,-0.35567,<undefined>,-0.3866,-0.2732,-0.23623,<undefined>,-0.048009,<undefined>,-0.2645,<undefined>,-0.20103,-0.31443,-0.35052,<undefined>,-0.35567,-0.39175,-0.27643,<undefined>,-0.2025,<undefined>,-0.20692,<undefined>,<undefined>,<undefined>,-0.028275,<undefined>,-0.041515,-0.16495
famous,devprop,F01,D08,C,109,1835,FALSE,s007,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D08,D,144,1689,FALSE,s008,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D13,A,118,2643,FALSE,s009,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D13,B,24,2546,FALSE,s010,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D13,C,23,3463,FALSE,s011,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D13,D,1,1530,FALSE,s012,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D14,A,10,2766,FALSE,s013,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D14,B,140,1047,FALSE,s014,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D14,C,16,3165,FALSE,s015,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D14,D,124,1104,FALSE,s016,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D15,A,152,1335,TRUE,s017,<undefined>,-0.30368,<undefined>,<undefined>,<undefined>,-0.24742,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.27604,<undefined>,<undefined>,<undefined>,-0.25,-0.15179,-0.057723,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.11925,0.098146,-0.045928,<undefined>,-0.099067,-0.27971,<undefined>,<undefined>,<undefined>,0.13416,-0.19874,<undefined>,-0.07261,0.14162,-0.10497,<undefined>,-0.23219,-0.018566,<undefined>,<undefined>,-0.24988,<undefined>,<undefined>,<undefined>,-0.17269,-0.18084,0.14083
famous,devprop,F01,D15,B,105,1564,TRUE,s018,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.11667,<undefined>,<undefined>,<undefined>,-0.12559,<undefined>,-0.0089286,0.14286,<undefined>,<undefined>,<undefined>,<undefined>,-0.012164,<undefined>,-0.018519,0.068265,-0.1491,<undefined>,-0.16049,<undefined>,0.074074,<undefined>,-0.055556,0.055556,-0.29893,<undefined>,-0.1693,-0.32062,0.016667,<undefined>,0.010723,<undefined>,0.016737,<undefined>,<undefined>,<undefined>,-0.092571,<undefined>,-0.051136,0.014706
famous,devprop,F01,D15,C,45,2441,TRUE,s019,<undefined>,-0.010753,<undefined>,<undefined>,<undefined>,-0.24712,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.11857,-0.088542,<undefined>,<undefined>,0.038594,0.052326,<undefined>,0.46939,<undefined>,<undefined>,<undefined>,<undefined>,-0.011111,-0.18889,<undefined>,-0.01269,-0.13184,-0.055228,<undefined>,<undefined>,-0.066667,<undefined>,<undefined>,-0.14602,0.022222,0.014924,<undefined>,-0.2,0.24635,-0.045523,<undefined>,<undefined>,0.088889,-0.032787,<undefined>,<undefined>,-0.010416,0.23046,<undefined>,0.065087
famous,devprop,F01,D15,D,98,1487,FALSE,s020,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D16,A,25,4633,TRUE,s021,<undefined>,0.19186,<undefined>,<undefined>,<undefined>,-0.17584,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.11667,0.11857,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.070479,0.028731,0.15572,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.31111,-0.3,-0.2,<undefined>,-0.19905,0.28445,<undefined>,<undefined>,<undefined>,-0.27778,-0.3,<undefined>,-0.14444,-0.2,-0.31667,<undefined>,-0.018246,0.0084151,<undefined>,<undefined>,-0.010158,<undefined>,<undefined>,<undefined>,0.090006,0.25667,-0.070316
famous,devprop,F01,D16,B,152,9218,TRUE,s022,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.27604,<undefined>,-0.088542,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.027089,<undefined>,0.018306,-0.042254,<undefined>,<undefined>,<undefined>,<undefined>,-0.29419,<undefined>,-0.32292,-0.15625,-0.1875,<undefined>,0.062653,<undefined>,-0.25952,<undefined>,-0.19792,-0.27083,-0.31771,<undefined>,-0.30208,-0.33854,-0.15878,<undefined>,-0.087648,<undefined>,-0.14747,<undefined>,<undefined>,<undefined>,0.020833,<undefined>,0.12783,-0.098958
famous,devprop,F01,D16,C,53,4745,FALSE,s023,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D16,D,39,4961,FALSE,s024,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D17,A,111,3608,TRUE,s025,<undefined>,0.18649,<undefined>,<undefined>,<undefined>,-0.14329,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.12559,0.038594,<undefined>,<undefined>,0.027089,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.35075,-0.41045,-0.20149,<undefined>,-0.19147,-0.098765,<undefined>,<undefined>,<undefined>,-0.052239,-0.23753,<undefined>,-0.0074627,-0.097015,-0.28358,<undefined>,-0.067222,-0.096576,<undefined>,<undefined>,0.053519,<undefined>,<undefined>,<undefined>,0.14118,0.057793,-0.1678
famous,devprop,F01,D17,B,29,4577,TRUE,s026,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.25,<undefined>,0.052326,<undefined>,0.070479,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.31395,<undefined>,-0.40698,-0.26744,-0.31196,<undefined>,0.11728,<undefined>,-0.15698,<undefined>,-0.15116,-0.22093,-0.21512,<undefined>,-0.18605,-0.3314,-0.046512,<undefined>,0.13472,<undefined>,0.063953,<undefined>,<undefined>,<undefined>,-0.21495,<undefined>,-0.062333,-0.21512
famous,devprop,F01,D17,C,11,3039,TRUE,s027,<undefined>,0.06022,<undefined>,<undefined>,<undefined>,-0.13357,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.15179,-0.0089286,<undefined>,<undefined>,0.028731,0.018306,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.28571,-0.32143,<undefined>,-0.28571,-0.25,-0.1278,<undefined>,<undefined>,0.0089286,<undefined>,<undefined>,-0.125,-0.098214,-0.043111,<undefined>,-0.24107,0.09235,0.15791,<undefined>,<undefined>,0.16531,0.34334,<undefined>,<undefined>,-0.10228,0.039504,<undefined>,-0.16964
famous,devprop,F01,D17,D,78,2651,TRUE,s028,<undefined>,0.096774,<undefined>,<undefined>,<undefined>,-0.19557,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.057723,0.14286,0.46939,<undefined>,0.15572,-0.042254,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.010204,-0.17347,-0.19388,<undefined>,-0.069377,-0.0014504,0.073197,<undefined>,-0.086585,<undefined>,-0.05102,<undefined>,-0.020408,-0.011654,-0.071429,<undefined>,-0.0046515,-0.025327,0.083383,<undefined>,0.061224,-0.001165,<undefined>,<undefined>,-0.044777,0.11282,0.016238,<undefined>
famous,devprop,F01,D18,A,42,2055,FALSE,s029,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D18,B,87,2735,FALSE,s030,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D18,C,91,2656,FALSE,s031,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D18,D,71,2575,FALSE,s032,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,devprop,F01,D90,A,100,909,TRUE,s033,<undefined>,-0.34946,<undefined>,<undefined>,<undefined>,-0.35567,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.012164,-0.011111,<undefined>,<undefined>,-0.29419,<undefined>,<undefined>,<undefined>,-0.31395,-0.28571,-0.010204,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.12856,-0.24074,<undefined>,<undefined>,<undefined>,0.05,-0.069036,<undefined>,-0.30893,-0.27778,-0.09375,<undefined>,-0.23333,-0.025,<undefined>,<undefined>,-0.27049,<undefined>,<undefined>,<undefined>,-0.14706,-0.25,0.014286
famous,devprop,F01,D90,B,25,933,TRUE,s034,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.11925,<undefined>,-0.18889,<undefined>,-0.31111,<undefined>,<undefined>,<undefined>,-0.35075,<undefined>,-0.32143,-0.17347,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.19256,<undefined>,-0.25309,<undefined>,-0.11905,<undefined>,-0.05,0.27778,-0.76384,<undefined>,-0.65713,-0.5723,-0.28284,<undefined>,-0.32678,<undefined>,-0.34734,<undefined>,<undefined>,<undefined>,-0.11538,<undefined>,-0.27273,-0.042857
famous,devprop,F01,D90,C,110,822,TRUE,s035,<undefined>,-0.43548,<undefined>,<undefined>,<undefined>,-0.3866,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.098146,-0.018519,<undefined>,<undefined>,-0.3,-0.32292,<undefined>,<undefined>,-0.41045,-0.40698,<undefined>,-0.19388,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.3125,-0.1129,<undefined>,<undefined>,-0.21429,<undefined>,<undefined>,-0.11111,-0.67647,-0.51726,<undefined>,-0.45833,-0.3,-0.3,<undefined>,<undefined>,-0.34041,-0.40164,<undefined>,<undefined>,-0.15385,-0.26471,<undefined>,0.014286
