fame,ability,face,subj,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s045,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057,s058,s059,s060
novel,devprop,N03,D91,D,152,2133,TRUE,s040,<undefined>,0.063276,0.14857,<undefined>,0.3013,-0.030228,0.10396,<undefined>,-0.31846,-0.28421,-0.27866,<undefined>,0.22442,0.46711,0.16279,<undefined>,-0.2907,-0.18935,-0.23056,<undefined>,<undefined>,-0.11677,<undefined>,<undefined>,-0.13686,-0.21311,0.040122,<undefined>,<undefined>,<undefined>,-0.118,<undefined>,-0.13321,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.075514,-0.14593,-0.14493,<undefined>,-0.46443,-0.088691,-0.51129,<undefined>,<undefined>,-0.22458,-0.089033,<undefined>,-0.22719,-0.083278,0.16515,<undefined>,0.41097,0.039483,0.28571,<undefined>
novel,devprop,N03,D92,A,97,3333,TRUE,s041,<undefined>,0.27256,0.28571,0.30894,<undefined>,-0.052832,0.02221,-0.070067,<undefined>,-0.01308,0.12173,0.076875,<undefined>,0.087302,-0.063492,0.02132,<undefined>,-0.19048,-0.14262,-0.28027,<undefined>,0.072517,<undefined>,0.13902,<undefined>,0.022254,0.09297,0.11111,<undefined>,<undefined>,-0.16748,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.010098,-0.015873,0.075514,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.13492,-0.33197,-0.20635,<undefined>,-0.15873,-0.21292,-0.15079,<undefined>,0.096925,0.21588,-0.081855,<undefined>,-0.05147,0.024043,0.03198
novel,devprop,N03,D92,B,141,3462,TRUE,s042,<undefined>,<undefined>,-0.0074659,0.13013,-0.035369,<undefined>,0.0072783,-0.16395,0.18857,<undefined>,0.051438,-0.090988,-0.0035065,<undefined>,-0.10769,0.030769,-0.33824,<undefined>,-0.20351,-0.22394,<undefined>,<undefined>,<undefined>,-0.049757,0.047474,<undefined>,0.032098,0.046154,<undefined>,<undefined>,-0.097506,<undefined>,-0.20637,<undefined>,<undefined>,<undefined>,0.037368,<undefined>,-0.18462,-0.14593,<undefined>,<undefined>,<undefined>,<undefined>,-0.18462,<undefined>,-0.34615,-0.21538,<undefined>,<undefined>,-0.16022,-0.14615,0.053846,<undefined>,-0.034276,-0.061312,-0.070324,<undefined>,-0.16723,0.056486
novel,devprop,N03,D92,C,56,3617,TRUE,s043,<undefined>,0.15136,<undefined>,0.081593,-0.050725,-0.094203,<undefined>,-0.24492,0.24659,-0.16992,<undefined>,0.026712,0.00021331,0.0072464,<undefined>,-0.21945,-0.31511,-0.21739,<undefined>,-0.33042,<undefined>,0.052963,<undefined>,-0.10168,0.16066,-0.13043,<undefined>,0.072464,<undefined>,<undefined>,<undefined>,<undefined>,-0.22339,<undefined>,<undefined>,<undefined>,-0.07971,-0.15085,<undefined>,-0.14493,<undefined>,<undefined>,<undefined>,<undefined>,-0.17391,-0.13768,<undefined>,-0.23188,<undefined>,-0.33188,<undefined>,-0.35113,-0.031259,0.086369,<undefined>,-0.14471,0.044722,-0.057544,<undefined>,0.030229
novel,devprop,N03,D92,D,57,3425,TRUE,s044,<undefined>,0.26154,0.10132,<undefined>,0.012971,-0.2178,-0.19845,<undefined>,0.083522,0.012332,-0.03219,<undefined>,-0.13077,0.084615,-0.076923,<undefined>,-0.32549,-0.26154,-0.1345,<undefined>,<undefined>,-0.018942,<undefined>,<undefined>,0.034729,0.042874,-0.17808,<undefined>,<undefined>,<undefined>,-0.32587,<undefined>,-0.23077,<undefined>,<undefined>,<undefined>,0.038462,-0.10856,-0.061538,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.19736,-0.24593,-0.3589,<undefined>,<undefined>,-0.25626,-0.23186,<undefined>,0.14133,-0.052752,0.19231,<undefined>,0.053846,-0.046154,0.061538,<undefined>
novel,devprop,N03,D93,A,152,926,TRUE,s045,<undefined>,-0.26325,-0.23766,-0.27991,<undefined>,-0.21524,-0.18462,-0.24324,<undefined>,-0.32632,-0.18667,-0.40354,<undefined>,-0.45221,-0.4195,-0.16349,<undefined>,0.025469,-0.077031,-0.32854,<undefined>,-0.24457,<undefined>,-0.39047,<undefined>,-0.31264,-0.27397,0.090909,<undefined>,<undefined>,-0.44533,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.46399,-0.44335,-0.46443,<undefined>,-0.18462,-0.17391,-0.19736,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.36842,-0.43787,-0.42061,<undefined>,-0.24432,-0.28799,-0.35892,<undefined>,-0.29091,-0.43642,-0.24335
novel,devprop,N03,D93,B,30,1472,TRUE,s046,<undefined>,<undefined>,-0.18908,-0.20312,-0.068182,<undefined>,-0.084615,-0.13474,-0.13793,<undefined>,-0.19333,0.089811,0.086908,<undefined>,0.21234,-0.27778,-0.21168,<undefined>,-0.10355,-0.32609,<undefined>,<undefined>,<undefined>,-0.30906,-0.085355,<undefined>,-0.18591,0.17187,<undefined>,<undefined>,-0.41056,<undefined>,-0.11687,<undefined>,<undefined>,<undefined>,-0.07261,<undefined>,0.068265,-0.088691,-0.13492,<undefined>,-0.13768,-0.24593,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.19128,-0.28376,-0.14258,<undefined>,-0.16971,-0.076184,0.024446,<undefined>,-0.1137,0.29184
novel,devprop,N03,D93,C,108,1113,TRUE,s047,<undefined>,-0.30437,<undefined>,-0.3125,-0.4185,-0.34714,<undefined>,-0.39189,-0.32759,-0.40526,<undefined>,-0.47549,-0.3003,-0.51517,<undefined>,-0.12963,-0.2,-0.10124,<undefined>,-0.34719,<undefined>,-0.3913,<undefined>,-0.43548,-0.2,-0.35925,<undefined>,-0.19697,<undefined>,<undefined>,<undefined>,<undefined>,-0.063258,<undefined>,<undefined>,<undefined>,-0.44256,-0.49085,<undefined>,-0.51129,-0.33197,-0.34615,<undefined>,-0.3589,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.25864,<undefined>,-0.43491,-0.30769,-0.36364,<undefined>,-0.40089,-0.46917,-0.37273,<undefined>,-0.3153
novel,devprop,N03,D93,D,65,1554,TRUE,s048,<undefined>,-0.23789,-0.24831,<undefined>,-0.17045,-0.125,-0.21538,<undefined>,-0.18103,-0.38947,-0.26667,<undefined>,-0.11458,-0.098652,0.17596,<undefined>,-0.17855,0.17391,-0.041316,<undefined>,<undefined>,-0.29891,<undefined>,<undefined>,-0.17892,-0.19672,-0.2636,<undefined>,<undefined>,<undefined>,-0.3913,<undefined>,-0.047619,<undefined>,<undefined>,<undefined>,-0.1491,-0.32876,-0.024328,<undefined>,-0.20635,-0.21538,-0.23188,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.0052897,-0.177,<undefined>,-0.20192,-0.28977,-0.24314,<undefined>,-0.11842,-0.090909,-0.22944,<undefined>
novel,devprop,N03,D94,A,64,1092,FALSE,s049,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
novel,devprop,N03,D94,B,152,949,TRUE,s050,<undefined>,<undefined>,-0.036364,-0.21094,-0.26136,<undefined>,-0.2,0.081081,-0.26428,<undefined>,-0.21333,-0.16938,-0.11249,<undefined>,-0.21801,-0.089415,-0.057843,<undefined>,-0.24081,-0.13043,<undefined>,<undefined>,<undefined>,-0.31183,-0.2375,<undefined>,-0.10959,-0.23723,<undefined>,<undefined>,-0.27039,<undefined>,0.047619,<undefined>,<undefined>,<undefined>,-0.10743,<undefined>,-0.020606,-0.22458,-0.15873,<undefined>,-0.33188,-0.25626,-0.36842,<undefined>,-0.25864,0.0052897,<undefined>,<undefined>,<undefined>,<undefined>,-0.017581,<undefined>,-0.25,-0.11101,-0.29999,<undefined>,-0.15976,-0.085696
novel,devprop,N03,D94,C,35,1124,TRUE,s051,<undefined>,-0.14431,<undefined>,-0.085938,-0.1172,-0.20666,<undefined>,0.081081,-0.21552,-0.25774,<undefined>,-0.029061,-0.052083,-0.10087,<undefined>,0.065087,0.14162,-0.16645,<undefined>,-0.090046,<undefined>,-0.22733,<undefined>,-0.19355,-0.25821,-0.32622,<undefined>,0.035502,<undefined>,<undefined>,<undefined>,<undefined>,-0.13043,<undefined>,<undefined>,<undefined>,-0.024101,-0.2,<undefined>,-0.089033,-0.21292,-0.16022,<undefined>,-0.23186,-0.43787,-0.19128,<undefined>,-0.177,<undefined>,<undefined>,<undefined>,<undefined>,0.043411,-0.15341,<undefined>,-0.060713,-0.18382,-0.22389,<undefined>,0.021447
novel,devprop,N03,D94,D,158,1181,TRUE,s052,<undefined>,-0.05102,-0.0090909,<undefined>,-0.18182,-0.26667,-0.22308,<undefined>,-0.12069,-0.23684,-0.20667,<undefined>,-0.1875,-0.075444,0.040636,<undefined>,-0.23284,-0.53602,-0.04438,<undefined>,<undefined>,-0.20652,<undefined>,<undefined>,-0.025,-0.33161,-0.13014,<undefined>,<undefined>,<undefined>,-0.18116,<undefined>,-0.5,<undefined>,<undefined>,<undefined>,-0.0625,-0.31333,-0.14125,<undefined>,-0.15079,-0.14615,-0.35113,<undefined>,-0.42061,-0.28376,-0.43491,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.076923,-0.27273,-0.14828,<undefined>,-0.22968,-0.31323,-0.29037,<undefined>
novel,devprop,N03,D95,A,59,2602,TRUE,s053,<undefined>,-0.003817,0.22727,0.19018,<undefined>,-0.079983,-0.16791,0.016214,<undefined>,0.026316,0.13124,-0.19641,<undefined>,-0.07499,-0.19066,0.14423,<undefined>,-0.028846,-0.18104,-0.16483,<undefined>,-0.027014,<undefined>,-0.044697,<undefined>,-0.066498,-0.020548,0.11703,<undefined>,<undefined>,-0.16272,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.12951,-0.13433,-0.22719,<undefined>,0.053846,-0.031259,0.14133,<undefined>,-0.14258,-0.30769,-0.20192,<undefined>,-0.017581,0.043411,-0.076923,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.093761,-0.13047,-0.017298
novel,devprop,N03,D95,B,104,4370,TRUE,s054,<undefined>,<undefined>,-0.019803,0.14026,0.0086064,<undefined>,0.043672,-0.12403,0.049354,<undefined>,0.17566,-0.11364,-0.0063221,<undefined>,-0.21023,-0.14205,-0.2935,<undefined>,-0.1638,-0.19886,<undefined>,<undefined>,<undefined>,0.01721,-0.064282,<undefined>,-0.0084391,-0.051136,<undefined>,<undefined>,0.012338,<undefined>,-0.16948,<undefined>,<undefined>,<undefined>,-0.046262,<undefined>,-0.087985,-0.083278,0.096925,<undefined>,0.086369,-0.052752,-0.24432,<undefined>,-0.36364,-0.28977,<undefined>,<undefined>,-0.15341,-0.27273,<undefined>,<undefined>,<undefined>,<undefined>,-0.1638,<undefined>,-0.061358,-0.10032
novel,devprop,N03,D95,C,79,2464,TRUE,s055,<undefined>,0.50172,<undefined>,0.19554,-0.031127,-0.090931,<undefined>,-0.11,-0.061316,-0.15083,<undefined>,0.14,0.1,0.17029,<undefined>,-0.064558,-0.24,-0.21627,<undefined>,-0.039706,<undefined>,-0.053255,<undefined>,-0.016893,0.11858,0.092294,<undefined>,-0.019706,<undefined>,<undefined>,<undefined>,<undefined>,-0.054853,<undefined>,<undefined>,<undefined>,0.30686,-0.031046,<undefined>,0.16515,0.21588,-0.034276,<undefined>,0.19231,-0.28799,-0.16971,<undefined>,-0.24314,<undefined>,-0.25,<undefined>,-0.14828,<undefined>,<undefined>,<undefined>,<undefined>,0.14402,0.23039,<undefined>,0.16343
novel,devprop,N03,D95,D,14,2366,TRUE,s056,<undefined>,0.24665,0.18962,<undefined>,0.041667,0.016667,0.061765,<undefined>,-0.22608,-0.18421,-0.23523,<undefined>,0.1875,0.083333,0.022621,<undefined>,-0.17172,-0.16993,0,<undefined>,<undefined>,-0.14658,<undefined>,<undefined>,-0.19404,-0.18571,-0.10039,<undefined>,<undefined>,<undefined>,-0.064791,<undefined>,-0.12469,<undefined>,<undefined>,<undefined>,0.19107,0.13676,0.13542,<undefined>,-0.081855,-0.061312,-0.14471,<undefined>,-0.35892,-0.076184,-0.40089,<undefined>,<undefined>,-0.11101,-0.060713,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.14583,0.19091,0.31633,<undefined>
novel,devprop,N03,D96,A,81,2161,TRUE,s057,<undefined>,0.18893,0.15013,0.0625,<undefined>,-0.051184,-0.035822,-0.06766,<undefined>,-0.32946,-0.24856,0.4564,<undefined>,0.44737,0.22368,-0.18756,<undefined>,-0.14022,-0.18421,-0.34623,<undefined>,-0.032609,<undefined>,0.045778,<undefined>,-0.051752,-0.020548,0.19814,<undefined>,<undefined>,-0.29667,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.16895,0.30263,0.41097,<undefined>,-0.070324,0.044722,0.053846,<undefined>,0.024446,-0.46917,-0.11842,<undefined>,-0.29999,-0.18382,-0.22968,<undefined>,-0.1638,0.14402,0.14583,<undefined>,<undefined>,<undefined>,<undefined>
novel,devprop,N03,D96,B,21,2876,TRUE,s058,<undefined>,<undefined>,0.01689,-0.0035613,-0.043627,<undefined>,0.015385,-0.090374,-0.16083,<undefined>,-0.22399,-0.027273,0.10312,<undefined>,-0.054545,-0.25842,-0.22103,<undefined>,-0.031684,-0.13922,<undefined>,<undefined>,<undefined>,-0.11459,-0.12077,<undefined>,0.053821,-0.022593,<undefined>,<undefined>,-0.35795,<undefined>,-0.15299,<undefined>,<undefined>,<undefined>,0.24857,<undefined>,0.065196,0.039483,-0.05147,<undefined>,-0.057544,-0.046154,-0.29091,<undefined>,-0.37273,-0.090909,<undefined>,<undefined>,-0.22389,-0.31323,-0.093761,<undefined>,0.23039,0.19091,<undefined>,<undefined>,<undefined>,<undefined>
novel,devprop,N03,D96,C,48,2732,TRUE,s059,<undefined>,0.34694,<undefined>,0.16406,0.16357,0.0031049,<undefined>,-0.030312,-0.23225,-0.29007,<undefined>,0.33673,0.18542,0.14316,<undefined>,-0.23729,-0.16647,-0.24635,<undefined>,0.12245,<undefined>,-0.079657,<undefined>,0.0467,-0.05042,0.018041,<undefined>,0.0035015,<undefined>,<undefined>,<undefined>,<undefined>,-0.20058,<undefined>,<undefined>,<undefined>,0.27406,0.16,<undefined>,0.28571,0.024043,-0.16723,<undefined>,0.061538,-0.43642,-0.1137,<undefined>,-0.22944,<undefined>,-0.15976,<undefined>,-0.29037,-0.13047,-0.061358,<undefined>,0.31633,<undefined>,<undefined>,<undefined>,<undefined>
novel,devprop,N03,D96,D,133,1518,TRUE,s060,<undefined>,0.21284,-0.0090909,<undefined>,0.18572,-0.034518,-0.0050527,<undefined>,-0.068966,-0.27714,-0.1299,<undefined>,0.29524,0.45581,0.48214,<undefined>,-0.1959,-0.0056019,0.012255,<undefined>,<undefined>,-0.06972,<undefined>,<undefined>,0.089645,0.076583,-0.075342,<undefined>,<undefined>,<undefined>,-0.25817,<undefined>,-0.091824,<undefined>,<undefined>,<undefined>,0.083333,-0.047614,0.41071,<undefined>,0.03198,0.056486,0.030229,<undefined>,-0.24335,0.29184,-0.3153,<undefined>,<undefined>,-0.085696,0.021447,<undefined>,-0.017298,-0.10032,0.16343,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
novel,devprop,N04,D06,A,83,2352,TRUE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.069892,0.001505,-0.16986,<undefined>,0.45833,-0.211,-0.1599,<undefined>,0.097826,0.27174,0.36957,<undefined>,-0.052483,<undefined>,-0.23508,<undefined>,-0.11489,<undefined>,0.018329,<undefined>,0.11429,-0.10246,0.17716,<undefined>,-0.01268,0.36199,0.20652,<undefined>,-0.054348,<undefined>,-0.15217,<undefined>,0.28462,0.34211,0.22826,<undefined>,-0.1375,0.02439,0.013024,<undefined>,-0.32918,-0.29284,-0.28756,<undefined>,0.045343,0.043478,-0.065217,<undefined>,0.28599,<undefined>,-0.13673,<undefined>,0.19565,<undefined>,<undefined>
novel,devprop,N04,D06,B,32,1317,TRUE,s002,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.20175,-0.15984,-0.30206,<undefined>,-0.27017,-0.34172,0.12069,<undefined>,0.22093,0.31579,-0.12472,<undefined>,<undefined>,-0.053827,0.046095,<undefined>,<undefined>,0.0027673,-0.095238,<undefined>,0.015398,-0.056569,-0.084518,<undefined>,0,0.053482,0.28571,<undefined>,<undefined>,0.083522,-0.032063,<undefined>,-0.026316,0.17968,-0.12195,<undefined>,-0.12195,-0.17526,-0.33296,<undefined>,-0.33239,-0.33899,-0.072712,<undefined>,0.14032,0.17638,-0.19388,<undefined>,<undefined>,-0.31445,0.22414,<undefined>,<undefined>,<undefined>
novel,devprop,N04,D06,C,19,2606,TRUE,s003,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.05914,<undefined>,-0.22738,-0.0039136,0.16161,<undefined>,-0.064282,0.043454,0.11458,<undefined>,0.25,0.041667,0.10417,<undefined>,-0.039879,-0.015472,-0.060449,<undefined>,0.25179,0.16667,0.20149,<undefined>,0.11172,0.21667,-0.024635,<undefined>,0.055658,0.20833,-0.072917,<undefined>,-0.16667,0.35919,0.42308,<undefined>,0.11458,0.34861,-0.038388,<undefined>,0.14073,-0.2378,-0.161,<undefined>,-0.22529,0.095844,-0.03125,<undefined>,-0.083333,0.052771,0.28282,<undefined>,-0.13264,0.10595,0.053871,<undefined>,<undefined>
novel,devprop,N04,D06,D,71,2361,TRUE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.016129,-0.19573,<undefined>,-0.049059,0.25,-0.20975,<undefined>,0.14773,0.13831,0.32955,<undefined>,-0.16461,-0.088625,<undefined>,<undefined>,0.079545,-0.15263,<undefined>,<undefined>,0.057153,0.085729,-0.044451,<undefined>,0.17525,-0.032063,0.24079,<undefined>,0.32988,-0.034091,<undefined>,<undefined>,0.14026,0.1721,0.26944,<undefined>,0.14634,-0.080178,-0.021072,<undefined>,-0.44836,-0.33244,-0.43081,<undefined>,0.044174,0.0058491,-0.092524,<undefined>,-0.093287,0.043392,<undefined>,<undefined>,0.026961,0.16491,<undefined>,<undefined>
novel,devprop,N04,D08,A,143,2455,FALSE,s005,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
novel,devprop,N04,D08,B,23,4998,TRUE,s006,0.069892,<undefined>,-0.05914,0.016129,<undefined>,<undefined>,<undefined>,<undefined>,-0.29723,<undefined>,-0.27633,-0.38968,-0.043011,<undefined>,0.021505,0.10215,-0.2705,<undefined>,<undefined>,-0.23656,-0.22212,<undefined>,<undefined>,-0.19431,-0.1682,<undefined>,-0.27817,-0.14637,-0.12595,<undefined>,0.16667,-0.15945,0.01352,<undefined>,<undefined>,-0.20968,-0.13762,<undefined>,0.15423,0.09232,-0.00060591,<undefined>,0.08987,-0.10797,-0.34316,<undefined>,-0.37526,-0.3404,-0.23363,<undefined>,-0.17742,-0.22043,-0.0097535,<undefined>,<undefined>,0.031652,-0.16021,<undefined>,<undefined>,<undefined>
novel,devprop,N04,D08,C,117,2809,TRUE,s007,0.001505,-0.20175,<undefined>,-0.19573,<undefined>,<undefined>,<undefined>,<undefined>,-0.083175,-0.024553,<undefined>,-0.085227,-0.16039,0.041108,<undefined>,-0.16615,0.064414,-0.10376,<undefined>,-0.10526,-0.070175,-0.013829,<undefined>,0.070175,0.14186,-0.10225,<undefined>,0.20175,-0.12904,-0.13075,<undefined>,-0.029068,-0.061404,-0.21302,<undefined>,-0.18421,0.082216,-0.02285,<undefined>,-0.18395,-0.023344,-0.01875,<undefined>,0.11322,-0.23684,-0.14912,<undefined>,-0.13007,-0.059898,-0.067165,<undefined>,-0.35363,-0.061074,0.10677,<undefined>,0.04864,-0.021801,-0.15587,<undefined>,<undefined>
novel,devprop,N04,D08,D,86,1978,TRUE,s008,-0.16986,-0.15984,-0.22738,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.087089,-0.027676,-0.25537,<undefined>,-0.15673,0.35599,-0.053807,<undefined>,-0.098436,0.11043,<undefined>,<undefined>,-0.10811,-0.16842,<undefined>,<undefined>,0.12348,-0.038222,-0.12381,<undefined>,-0.14167,-0.10189,-0.15829,<undefined>,-0.1983,-0.13514,<undefined>,<undefined>,-0.18367,-0.043514,-0.1416,<undefined>,-0.20714,-0.20625,-0.12805,<undefined>,-0.15521,-0.080683,-0.083002,<undefined>,-0.4166,0.14441,0.065647,<undefined>,-0.060349,-0.0092593,<undefined>,<undefined>,0.0027164,-0.043158,<undefined>,<undefined>
novel,devprop,N04,D13,A,145,3093,TRUE,s009,<undefined>,-0.30206,-0.0039136,-0.049059,<undefined>,-0.29723,-0.083175,-0.087089,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.12994,-0.36357,-0.34444,<undefined>,-0.16635,<undefined>,-0.21497,<undefined>,-0.064809,<undefined>,-0.1894,<undefined>,-0.014745,-0.013124,0.12006,<undefined>,-0.22039,-0.39121,-0.12994,<undefined>,-0.41129,<undefined>,-0.47166,<undefined>,-0.12768,-0.096537,-0.40413,<undefined>,-0.22892,-0.20032,0.10726,<undefined>,-0.032258,-0.072581,-0.12097,<undefined>,-0.25391,-0.26866,-0.20968,<undefined>,0.16129,<undefined>,0.071429,<undefined>,-0.37049,<undefined>,<undefined>
novel,devprop,N04,D13,B,77,2361,TRUE,s010,0.45833,<undefined>,0.16161,0.25,<undefined>,<undefined>,-0.024553,-0.027676,<undefined>,<undefined>,<undefined>,<undefined>,0.13542,<undefined>,0.33512,0.30954,-0.098498,<undefined>,<undefined>,-0.13184,-0.024101,<undefined>,<undefined>,-0.053564,0.05239,<undefined>,-0.14701,0.18059,0.045956,<undefined>,0.3431,0.15625,0.12709,<undefined>,<undefined>,-0.0625,0.0087537,<undefined>,0.11404,0.11458,0.11098,<undefined>,0.17282,0.072725,-0.16667,<undefined>,-0.17499,-0.1491,-0.16784,<undefined>,-0.081239,-0.1128,0.019683,<undefined>,<undefined>,-0.021767,0.15834,<undefined>,<undefined>,<undefined>
novel,devprop,N04,D13,C,82,2990,TRUE,s011,-0.211,-0.27017,<undefined>,-0.20975,<undefined>,-0.27633,<undefined>,-0.25537,<undefined>,<undefined>,<undefined>,<undefined>,-0.39022,-0.12706,<undefined>,-0.35187,-0.13158,-0.20175,<undefined>,-0.22807,-0.2807,-0.1394,<undefined>,-0.18271,-0.013029,-0.0042569,<undefined>,0.20352,0.15596,-0.02551,<undefined>,0.074949,-0.24235,-0.42105,<undefined>,-0.51754,-0.024811,-0.27274,<undefined>,-0.38244,-0.056252,0.15625,<undefined>,0.1806,-0.23684,0.026316,<undefined>,-0.087719,-0.074432,-0.3624,<undefined>,-0.3228,0.055397,-0.069917,<undefined>,-0.033497,-0.26015,-0.34636,<undefined>,<undefined>
novel,devprop,N04,D13,D,35,4534,TRUE,s012,-0.1599,-0.34172,-0.064282,<undefined>,<undefined>,-0.38968,-0.085227,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.41477,-0.27841,-0.38344,<undefined>,-0.29545,-0.30682,<undefined>,<undefined>,-0.32386,-0.035036,<undefined>,<undefined>,-0.045455,-0.16558,-0.039773,<undefined>,0.18686,-0.24182,-0.38213,<undefined>,-0.22808,-0.48295,<undefined>,<undefined>,0.13263,-0.20828,-0.16753,<undefined>,0.027296,-0.093666,-0.26849,<undefined>,-0.33896,-0.27273,-0.27841,<undefined>,-0.10795,-0.40341,-0.36364,<undefined>,0.050295,-0.095616,<undefined>,<undefined>,-0.31055,-0.41736,<undefined>,<undefined>
novel,devprop,N04,D14,A,79,1450,TRUE,s013,<undefined>,0.12069,0.043454,0.14773,<undefined>,-0.043011,-0.16039,-0.15673,<undefined>,0.13542,-0.39022,-0.41477,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.013776,<undefined>,0.072431,<undefined>,-0.27188,<undefined>,-0.19355,<undefined>,-0.068966,-0.26263,-0.17828,<undefined>,-0.14796,0.056452,-0.13625,<undefined>,-0.0453,<undefined>,0.09804,<undefined>,0,-0.024811,0.11111,<undefined>,-0.19375,-0.08432,-0.25735,<undefined>,-0.58223,-0.56499,-0.41278,<undefined>,0.26158,-0.017241,0.10641,<undefined>,-0.18809,<undefined>,-0.23299,<undefined>,0.058078,<undefined>,<undefined>
novel,devprop,N04,D14,B,90,1838,TRUE,s014,0.097826,<undefined>,0.11458,0.13831,<undefined>,<undefined>,0.041108,0.35599,-0.12994,<undefined>,-0.12706,-0.27841,<undefined>,<undefined>,<undefined>,<undefined>,-0.12162,<undefined>,<undefined>,0.21622,-0.15753,<undefined>,<undefined>,-0.04478,0.34763,<undefined>,-0.0036445,0.01,-0.025,<undefined>,0.13595,0.0043993,-0.045577,<undefined>,<undefined>,-0.040541,0.044318,<undefined>,0.060415,0.08573,-0.018293,<undefined>,0.044775,-0.057141,-0.17568,<undefined>,-0.18184,-0.11003,-0.11195,<undefined>,0.013514,0.018151,0.0068528,<undefined>,<undefined>,-0.039624,0.18919,<undefined>,<undefined>,<undefined>
novel,devprop,N04,D14,C,60,2215,TRUE,s015,0.27174,0.22093,<undefined>,0.32955,<undefined>,0.021505,<undefined>,-0.053807,-0.36357,0.33512,<undefined>,-0.38344,<undefined>,<undefined>,<undefined>,<undefined>,-0.18006,-0.034199,<undefined>,-0.10032,-0.15646,-0.050826,<undefined>,0.08339,0.064467,-0.093991,<undefined>,-0.10456,-0.125,-0.011805,<undefined>,-0.085043,0.05814,0.069767,<undefined>,0.095018,-0.098539,0.24615,<undefined>,0.42222,-0.0162,-0.13643,<undefined>,-0.18485,-0.34849,-0.45679,<undefined>,-0.38503,-0.191,0.19403,<undefined>,-0.044517,0.0026261,-0.10766,<undefined>,-0.058152,0.13224,0.34442,<undefined>,<undefined>
